SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,2,13,Alaska,Aleutians East Borough,1,0,4,2,2
50,2,13,Alaska,Aleutians East Borough,1,1,11,5,6
50,2,13,Alaska,Aleutians East Borough,1,2,9,5,4
50,2,13,Alaska,Aleutians East Borough,1,3,12,5,7
50,2,13,Alaska,Aleutians East Borough,1,4,14,7,7
50,2,13,Alaska,Aleutians East Borough,1,5,11,5,6
50,2,13,Alaska,Aleutians East Borough,1,6,13,3,10
50,2,13,Alaska,Aleutians East Borough,1,7,13,5,8
50,2,13,Alaska,Aleutians East Borough,1,8,10,4,6
50,2,13,Alaska,Aleutians East Borough,1,9,12,5,7
50,2,13,Alaska,Aleutians East Borough,1,10,13,6,7
50,2,13,Alaska,Aleutians East Borough,1,11,15,8,7
50,2,13,Alaska,Aleutians East Borough,1,12,11,6,5
50,2,13,Alaska,Aleutians East Borough,1,13,8,4,4
50,2,13,Alaska,Aleutians East Borough,1,14,13,8,5
50,2,13,Alaska,Aleutians East Borough,1,15,12,6,6
50,2,13,Alaska,Aleutians East Borough,1,16,10,6,4
50,2,13,Alaska,Aleutians East Borough,1,17,9,3,6
50,2,13,Alaska,Aleutians East Borough,1,18,15,11,4
50,2,13,Alaska,Aleutians East Borough,1,19,23,19,4
50,2,13,Alaska,Aleutians East Borough,1,20,42,33,9
50,2,13,Alaska,Aleutians East Borough,1,21,47,37,10
50,2,13,Alaska,Aleutians East Borough,1,22,60,47,13
50,2,13,Alaska,Aleutians East Borough,1,23,63,52,11
50,2,13,Alaska,Aleutians East Borough,1,24,72,62,10
50,2,13,Alaska,Aleutians East Borough,1,25,60,55,5
50,2,13,Alaska,Aleutians East Borough,1,26,76,64,12
50,2,13,Alaska,Aleutians East Borough,1,27,59,44,15
50,2,13,Alaska,Aleutians East Borough,1,28,63,45,18
50,2,13,Alaska,Aleutians East Borough,1,29,47,37,10
50,2,13,Alaska,Aleutians East Borough,1,30,54,44,10
50,2,13,Alaska,Aleutians East Borough,1,31,46,34,12
50,2,13,Alaska,Aleutians East Borough,1,32,48,38,10
50,2,13,Alaska,Aleutians East Borough,1,33,48,38,10
50,2,13,Alaska,Aleutians East Borough,1,34,34,28,6
50,2,13,Alaska,Aleutians East Borough,1,35,56,48,8
50,2,13,Alaska,Aleutians East Borough,1,36,76,54,22
50,2,13,Alaska,Aleutians East Borough,1,37,63,43,20
50,2,13,Alaska,Aleutians East Borough,1,38,47,33,14
50,2,13,Alaska,Aleutians East Borough,1,39,70,58,12
50,2,13,Alaska,Aleutians East Borough,1,40,76,51,25
50,2,13,Alaska,Aleutians East Borough,1,41,76,52,24
50,2,13,Alaska,Aleutians East Borough,1,42,91,65,26
50,2,13,Alaska,Aleutians East Borough,1,43,74,51,23
50,2,13,Alaska,Aleutians East Borough,1,44,92,68,24
50,2,13,Alaska,Aleutians East Borough,1,45,101,73,28
50,2,13,Alaska,Aleutians East Borough,1,46,99,71,28
50,2,13,Alaska,Aleutians East Borough,1,47,94,68,26
50,2,13,Alaska,Aleutians East Borough,1,48,80,62,18
50,2,13,Alaska,Aleutians East Borough,1,49,76,55,21
50,2,13,Alaska,Aleutians East Borough,1,50,84,57,27
50,2,13,Alaska,Aleutians East Borough,1,51,89,57,32
50,2,13,Alaska,Aleutians East Borough,1,52,87,61,26
50,2,13,Alaska,Aleutians East Borough,1,53,83,53,30
50,2,13,Alaska,Aleutians East Borough,1,54,70,51,19
50,2,13,Alaska,Aleutians East Borough,1,55,73,51,22
50,2,13,Alaska,Aleutians East Borough,1,56,66,48,18
50,2,13,Alaska,Aleutians East Borough,1,57,64,33,31
50,2,13,Alaska,Aleutians East Borough,1,58,56,36,20
50,2,13,Alaska,Aleutians East Borough,1,59,53,40,13
50,2,13,Alaska,Aleutians East Borough,1,60,52,32,20
50,2,13,Alaska,Aleutians East Borough,1,61,51,29,22
50,2,13,Alaska,Aleutians East Borough,1,62,34,19,15
50,2,13,Alaska,Aleutians East Borough,1,63,31,20,11
50,2,13,Alaska,Aleutians East Borough,1,64,41,28,13
50,2,13,Alaska,Aleutians East Borough,1,65,26,19,7
50,2,13,Alaska,Aleutians East Borough,1,66,23,12,11
50,2,13,Alaska,Aleutians East Borough,1,67,18,9,9
50,2,13,Alaska,Aleutians East Borough,1,68,17,9,8
50,2,13,Alaska,Aleutians East Borough,1,69,13,8,5
50,2,13,Alaska,Aleutians East Borough,1,70,20,11,9
50,2,13,Alaska,Aleutians East Borough,1,71,8,3,5
50,2,13,Alaska,Aleutians East Borough,1,72,18,10,8
50,2,13,Alaska,Aleutians East Borough,1,73,19,10,9
50,2,13,Alaska,Aleutians East Borough,1,74,18,9,9
50,2,13,Alaska,Aleutians East Borough,1,75,18,8,10
50,2,13,Alaska,Aleutians East Borough,1,76,17,9,8
50,2,13,Alaska,Aleutians East Borough,1,77,9,8,1
50,2,13,Alaska,Aleutians East Borough,1,78,2,2,0
50,2,13,Alaska,Aleutians East Borough,1,79,6,4,2
50,2,13,Alaska,Aleutians East Borough,1,80,0,0,0
50,2,13,Alaska,Aleutians East Borough,1,81,2,2,0
50,2,13,Alaska,Aleutians East Borough,1,82,4,4,0
50,2,13,Alaska,Aleutians East Borough,1,83,1,1,0
50,2,13,Alaska,Aleutians East Borough,1,84,0,0,0
50,2,13,Alaska,Aleutians East Borough,1,85,19,13,6
50,2,13,Alaska,Aleutians East Borough,2,0,11,5,6
50,2,13,Alaska,Aleutians East Borough,2,1,10,5,5
50,2,13,Alaska,Aleutians East Borough,2,2,9,5,4
50,2,13,Alaska,Aleutians East Borough,2,3,12,5,7
50,2,13,Alaska,Aleutians East Borough,2,4,13,6,7
50,2,13,Alaska,Aleutians East Borough,2,5,12,5,7
50,2,13,Alaska,Aleutians East Borough,2,6,13,3,10
50,2,13,Alaska,Aleutians East Borough,2,7,13,5,8
50,2,13,Alaska,Aleutians East Borough,2,8,9,4,5
50,2,13,Alaska,Aleutians East Borough,2,9,12,5,7
50,2,13,Alaska,Aleutians East Borough,2,10,13,6,7
50,2,13,Alaska,Aleutians East Borough,2,11,15,8,7
50,2,13,Alaska,Aleutians East Borough,2,12,11,6,5
50,2,13,Alaska,Aleutians East Borough,2,13,8,4,4
50,2,13,Alaska,Aleutians East Borough,2,14,13,8,5
50,2,13,Alaska,Aleutians East Borough,2,15,13,7,6
50,2,13,Alaska,Aleutians East Borough,2,16,10,6,4
50,2,13,Alaska,Aleutians East Borough,2,17,8,3,5
50,2,13,Alaska,Aleutians East Borough,2,18,15,11,4
50,2,13,Alaska,Aleutians East Borough,2,19,23,19,4
50,2,13,Alaska,Aleutians East Borough,2,20,42,33,9
50,2,13,Alaska,Aleutians East Borough,2,21,45,35,10
50,2,13,Alaska,Aleutians East Borough,2,22,60,47,13
50,2,13,Alaska,Aleutians East Borough,2,23,64,53,11
50,2,13,Alaska,Aleutians East Borough,2,24,71,62,9
50,2,13,Alaska,Aleutians East Borough,2,25,59,54,5
50,2,13,Alaska,Aleutians East Borough,2,26,76,64,12
50,2,13,Alaska,Aleutians East Borough,2,27,60,45,15
50,2,13,Alaska,Aleutians East Borough,2,28,64,46,18
50,2,13,Alaska,Aleutians East Borough,2,29,47,37,10
50,2,13,Alaska,Aleutians East Borough,2,30,55,45,10
50,2,13,Alaska,Aleutians East Borough,2,31,45,33,12
50,2,13,Alaska,Aleutians East Borough,2,32,46,36,10
50,2,13,Alaska,Aleutians East Borough,2,33,46,37,9
50,2,13,Alaska,Aleutians East Borough,2,34,35,29,6
50,2,13,Alaska,Aleutians East Borough,2,35,56,48,8
