SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,34,1,New Jersey,Atlantic County,1,0,2813,1434,1379
50,34,1,New Jersey,Atlantic County,1,1,2835,1440,1395
50,34,1,New Jersey,Atlantic County,1,2,2918,1493,1425
50,34,1,New Jersey,Atlantic County,1,3,2929,1513,1416
50,34,1,New Jersey,Atlantic County,1,4,2974,1505,1469
50,34,1,New Jersey,Atlantic County,1,5,3123,1598,1525
50,34,1,New Jersey,Atlantic County,1,6,3166,1638,1528
50,34,1,New Jersey,Atlantic County,1,7,3235,1643,1592
50,34,1,New Jersey,Atlantic County,1,8,3327,1718,1609
50,34,1,New Jersey,Atlantic County,1,9,3324,1731,1593
50,34,1,New Jersey,Atlantic County,1,10,3330,1724,1606
50,34,1,New Jersey,Atlantic County,1,11,3453,1781,1672
50,34,1,New Jersey,Atlantic County,1,12,3549,1820,1729
50,34,1,New Jersey,Atlantic County,1,13,3476,1730,1746
50,34,1,New Jersey,Atlantic County,1,14,3502,1784,1718
50,34,1,New Jersey,Atlantic County,1,15,3525,1820,1705
50,34,1,New Jersey,Atlantic County,1,16,3460,1790,1670
50,34,1,New Jersey,Atlantic County,1,17,3482,1802,1680
50,34,1,New Jersey,Atlantic County,1,18,3447,1774,1673
50,34,1,New Jersey,Atlantic County,1,19,3525,1773,1752
50,34,1,New Jersey,Atlantic County,1,20,3568,1768,1800
50,34,1,New Jersey,Atlantic County,1,21,3535,1768,1767
50,34,1,New Jersey,Atlantic County,1,22,3469,1784,1685
50,34,1,New Jersey,Atlantic County,1,23,3341,1667,1674
50,34,1,New Jersey,Atlantic County,1,24,3375,1694,1681
50,34,1,New Jersey,Atlantic County,1,25,3431,1732,1699
50,34,1,New Jersey,Atlantic County,1,26,3422,1743,1679
50,34,1,New Jersey,Atlantic County,1,27,3368,1661,1707
50,34,1,New Jersey,Atlantic County,1,28,3359,1676,1683
50,34,1,New Jersey,Atlantic County,1,29,3296,1663,1633
50,34,1,New Jersey,Atlantic County,1,30,3205,1624,1581
50,34,1,New Jersey,Atlantic County,1,31,3200,1587,1613
50,34,1,New Jersey,Atlantic County,1,32,3143,1531,1612
50,34,1,New Jersey,Atlantic County,1,33,3135,1550,1585
50,34,1,New Jersey,Atlantic County,1,34,3162,1556,1606
50,34,1,New Jersey,Atlantic County,1,35,3134,1590,1544
50,34,1,New Jersey,Atlantic County,1,36,3093,1544,1549
50,34,1,New Jersey,Atlantic County,1,37,3134,1523,1611
50,34,1,New Jersey,Atlantic County,1,38,3045,1481,1564
50,34,1,New Jersey,Atlantic County,1,39,2968,1452,1516
50,34,1,New Jersey,Atlantic County,1,40,3096,1514,1582
50,34,1,New Jersey,Atlantic County,1,41,3037,1424,1613
50,34,1,New Jersey,Atlantic County,1,42,3023,1478,1545
50,34,1,New Jersey,Atlantic County,1,43,2970,1460,1510
50,34,1,New Jersey,Atlantic County,1,44,3007,1434,1573
50,34,1,New Jersey,Atlantic County,1,45,3086,1497,1589
50,34,1,New Jersey,Atlantic County,1,46,3059,1476,1583
50,34,1,New Jersey,Atlantic County,1,47,3294,1560,1734
50,34,1,New Jersey,Atlantic County,1,48,3603,1656,1947
50,34,1,New Jersey,Atlantic County,1,49,3882,1839,2043
50,34,1,New Jersey,Atlantic County,1,50,3708,1775,1933
50,34,1,New Jersey,Atlantic County,1,51,3632,1727,1905
50,34,1,New Jersey,Atlantic County,1,52,3706,1799,1907
50,34,1,New Jersey,Atlantic County,1,53,3796,1831,1965
50,34,1,New Jersey,Atlantic County,1,54,3978,1922,2056
50,34,1,New Jersey,Atlantic County,1,55,4117,1968,2149
50,34,1,New Jersey,Atlantic County,1,56,4345,2085,2260
50,34,1,New Jersey,Atlantic County,1,57,4251,2076,2175
50,34,1,New Jersey,Atlantic County,1,58,4301,2109,2192
50,34,1,New Jersey,Atlantic County,1,59,4357,2136,2221
50,34,1,New Jersey,Atlantic County,1,60,4216,2045,2171
50,34,1,New Jersey,Atlantic County,1,61,4241,2015,2226
50,34,1,New Jersey,Atlantic County,1,62,4206,1994,2212
50,34,1,New Jersey,Atlantic County,1,63,4059,1950,2109
50,34,1,New Jersey,Atlantic County,1,64,3951,1910,2041
50,34,1,New Jersey,Atlantic County,1,65,3708,1803,1905
50,34,1,New Jersey,Atlantic County,1,66,3513,1659,1854
50,34,1,New Jersey,Atlantic County,1,67,3320,1571,1749
