SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,10,1,Delaware,Kent County,1,0,2120,1090,1030
50,10,1,Delaware,Kent County,1,1,2151,1109,1042
50,10,1,Delaware,Kent County,1,2,2165,1132,1033
50,10,1,Delaware,Kent County,1,3,2296,1171,1125
50,10,1,Delaware,Kent County,1,4,2374,1178,1196
50,10,1,Delaware,Kent County,1,5,2312,1166,1146
50,10,1,Delaware,Kent County,1,6,2340,1217,1123
50,10,1,Delaware,Kent County,1,7,2314,1200,1114
50,10,1,Delaware,Kent County,1,8,2363,1264,1099
50,10,1,Delaware,Kent County,1,9,2328,1220,1108
50,10,1,Delaware,Kent County,1,10,2367,1221,1146
50,10,1,Delaware,Kent County,1,11,2452,1258,1194
50,10,1,Delaware,Kent County,1,12,2475,1260,1215
50,10,1,Delaware,Kent County,1,13,2412,1223,1189
50,10,1,Delaware,Kent County,1,14,2450,1230,1220
50,10,1,Delaware,Kent County,1,15,2360,1172,1188
50,10,1,Delaware,Kent County,1,16,2424,1208,1216
50,10,1,Delaware,Kent County,1,17,2375,1204,1171
50,10,1,Delaware,Kent County,1,18,2588,1275,1313
50,10,1,Delaware,Kent County,1,19,2506,1244,1262
50,10,1,Delaware,Kent County,1,20,2520,1215,1305
50,10,1,Delaware,Kent County,1,21,2514,1216,1298
50,10,1,Delaware,Kent County,1,22,2459,1248,1211
50,10,1,Delaware,Kent County,1,23,2323,1178,1145
50,10,1,Delaware,Kent County,1,24,2282,1153,1129
50,10,1,Delaware,Kent County,1,25,2375,1187,1188
50,10,1,Delaware,Kent County,1,26,2384,1230,1154
50,10,1,Delaware,Kent County,1,27,2396,1211,1185
50,10,1,Delaware,Kent County,1,28,2529,1285,1244
50,10,1,Delaware,Kent County,1,29,2587,1285,1302
50,10,1,Delaware,Kent County,1,30,2476,1223,1253
50,10,1,Delaware,Kent County,1,31,2474,1229,1245
50,10,1,Delaware,Kent County,1,32,2435,1203,1232
50,10,1,Delaware,Kent County,1,33,2329,1140,1189
50,10,1,Delaware,Kent County,1,34,2332,1131,1201
50,10,1,Delaware,Kent County,1,35,2302,1107,1195
50,10,1,Delaware,Kent County,1,36,2318,1109,1209
50,10,1,Delaware,Kent County,1,37,2352,1140,1212
50,10,1,Delaware,Kent County,1,38,2207,1067,1140
50,10,1,Delaware,Kent County,1,39,2235,1088,1147
50,10,1,Delaware,Kent County,1,40,2194,1057,1137
50,10,1,Delaware,Kent County,1,41,2120,1011,1109
50,10,1,Delaware,Kent County,1,42,2128,979,1149
50,10,1,Delaware,Kent County,1,43,1999,932,1067
50,10,1,Delaware,Kent County,1,44,1961,935,1026
50,10,1,Delaware,Kent County,1,45,1909,886,1023
50,10,1,Delaware,Kent County,1,46,1870,863,1007
50,10,1,Delaware,Kent County,1,47,1959,908,1051
50,10,1,Delaware,Kent County,1,48,2129,998,1131
50,10,1,Delaware,Kent County,1,49,2226,1080,1146
50,10,1,Delaware,Kent County,1,50,2164,1038,1126
50,10,1,Delaware,Kent County,1,51,2068,1017,1051
50,10,1,Delaware,Kent County,1,52,2072,986,1086
50,10,1,Delaware,Kent County,1,53,2204,1072,1132
50,10,1,Delaware,Kent County,1,54,2308,1103,1205
50,10,1,Delaware,Kent County,1,55,2370,1100,1270
50,10,1,Delaware,Kent County,1,56,2493,1202,1291
50,10,1,Delaware,Kent County,1,57,2482,1173,1309
50,10,1,Delaware,Kent County,1,58,2451,1185,1266
50,10,1,Delaware,Kent County,1,59,2446,1192,1254
50,10,1,Delaware,Kent County,1,60,2360,1103,1257
50,10,1,Delaware,Kent County,1,61,2345,1104,1241
50,10,1,Delaware,Kent County,1,62,2334,1082,1252
50,10,1,Delaware,Kent County,1,63,2270,1049,1221
50,10,1,Delaware,Kent County,1,64,2228,1022,1206
50,10,1,Delaware,Kent County,1,65,2169,1009,1160
50,10,1,Delaware,Kent County,1,66,2097,961,1136
50,10,1,Delaware,Kent County,1,67,2047,938,1109
50,10,1,Delaware,Kent County,1,68,1927,863,1064
50,10,1,Delaware,Kent County,1,69,1780,815,965
50,10,1,Delaware,Kent County,1,70,1817,862,955
50,10,1,Delaware,Kent County,1,71,1885,840,1045
50,10,1,Delaware,Kent County,1,72,1896,890,1006
50,10,1,Delaware,Kent County,1,73,1966,911,1055
50,10,1,Delaware,Kent County,1,74,1400,613,787
50,10,1,Delaware,Kent County,1,75,1371,617,754
50,10,1,Delaware,Kent County,1,76,1374,623,751
50,10,1,Delaware,Kent County,1,77,1327,629,698
50,10,1,Delaware,Kent County,1,78,1103,482,621
50,10,1,Delaware,Kent County,1,79,996,427,569
50,10,1,Delaware,Kent County,1,80,873,370,503
50,10,1,Delaware,Kent County,1,81,806,363,443
50,10,1,Delaware,Kent County,1,82,772,335,437
50,10,1,Delaware,Kent County,1,83,657,289,368
50,10,1,Delaware,Kent County,1,84,572,235,337
50,10,1,Delaware,Kent County,1,85,2918,1136,1782
50,10,1,Delaware,Kent County,2,0,2120,1087,1033
50,10,1,Delaware,Kent County,2,1,2141,1101,1040
50,10,1,Delaware,Kent County,2,2,2179,1134,1045
50,10,1,Delaware,Kent County,2,3,2266,1166,1100
50,10,1,Delaware,Kent County,2,4,2365,1183,1182
50,10,1,Delaware,Kent County,2,5,2334,1174,1160
50,10,1,Delaware,Kent County,2,6,2346,1214,1132
50,10,1,Delaware,Kent County,2,7,2326,1209,1117
50,10,1,Delaware,Kent County,2,8,2356,1253,1103
50,10,1,Delaware,Kent County,2,9,2339,1233,1106
50,10,1,Delaware,Kent County,2,10,2358,1216,1142
50,10,1,Delaware,Kent County,2,11,2428,1247,1181
50,10,1,Delaware,Kent County,2,12,2489,1270,1219
50,10,1,Delaware,Kent County,2,13,2431,1234,1197
50,10,1,Delaware,Kent County,2,14,2446,1229,1217
50,10,1,Delaware,Kent County,2,15,2396,1192,1204
50,10,1,Delaware,Kent County,2,16,2416,1202,1214
50,10,1,Delaware,Kent County,2,17,2392,1208,1184
50,10,1,Delaware,Kent County,2,18,2603,1280,1323
