SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE
50,9,110,Connecticut,Capitol Planning Region,1,0,9538,4901,4637
50,9,110,Connecticut,Capitol Planning Region,1,1,9759,5067,4692
50,9,110,Connecticut,Capitol Planning Region,1,2,10083,5172,4911
50,9,110,Connecticut,Capitol Planning Region,1,3,10152,5126,5026
50,9,110,Connecticut,Capitol Planning Region,1,4,10338,5256,5082
50,9,110,Connecticut,Capitol Planning Region,1,5,10632,5454,5178
50,9,110,Connecticut,Capitol Planning Region,1,6,10492,5394,5098
50,9,110,Connecticut,Capitol Planning Region,1,7,10591,5416,5175
50,9,110,Connecticut,Capitol Planning Region,1,8,10737,5483,5254
50,9,110,Connecticut,Capitol Planning Region,1,9,11017,5554,5463
50,9,110,Connecticut,Capitol Planning Region,1,10,11414,5795,5619
50,9,110,Connecticut,Capitol Planning Region,1,11,11660,5868,5792
50,9,110,Connecticut,Capitol Planning Region,1,12,11973,5998,5975
50,9,110,Connecticut,Capitol Planning Region,1,13,12162,6107,6055
50,9,110,Connecticut,Capitol Planning Region,1,14,12239,6203,6036
50,9,110,Connecticut,Capitol Planning Region,1,15,12378,6328,6050
50,9,110,Connecticut,Capitol Planning Region,1,16,12593,6443,6150
50,9,110,Connecticut,Capitol Planning Region,1,17,12559,6472,6087
50,9,110,Connecticut,Capitol Planning Region,1,18,14475,7381,7094
50,9,110,Connecticut,Capitol Planning Region,1,19,15869,8076,7793
50,9,110,Connecticut,Capitol Planning Region,1,20,16399,8099,8300
50,9,110,Connecticut,Capitol Planning Region,1,21,15642,7828,7814
50,9,110,Connecticut,Capitol Planning Region,1,22,14024,7203,6821
50,9,110,Connecticut,Capitol Planning Region,1,23,12724,6572,6152
50,9,110,Connecticut,Capitol Planning Region,1,24,12405,6431,5974
50,9,110,Connecticut,Capitol Planning Region,1,25,12518,6460,6058
50,9,110,Connecticut,Capitol Planning Region,1,26,12763,6704,6059
50,9,110,Connecticut,Capitol Planning Region,1,27,12785,6625,6160
50,9,110,Connecticut,Capitol Planning Region,1,28,12444,6365,6079
50,9,110,Connecticut,Capitol Planning Region,1,29,12410,6442,5968
50,9,110,Connecticut,Capitol Planning Region,1,30,12295,6371,5924
50,9,110,Connecticut,Capitol Planning Region,1,31,12475,6415,6060
50,9,110,Connecticut,Capitol Planning Region,1,32,12680,6463,6217
50,9,110,Connecticut,Capitol Planning Region,1,33,12755,6497,6258
50,9,110,Connecticut,Capitol Planning Region,1,34,12964,6564,6400
50,9,110,Connecticut,Capitol Planning Region,1,35,12745,6511,6234
50,9,110,Connecticut,Capitol Planning Region,1,36,12723,6411,6312
50,9,110,Connecticut,Capitol Planning Region,1,37,12717,6406,6311
50,9,110,Connecticut,Capitol Planning Region,1,38,12649,6320,6329
50,9,110,Connecticut,Capitol Planning Region,1,39,12640,6269,6371
50,9,110,Connecticut,Capitol Planning Region,1,40,12400,6189,6211
50,9,110,Connecticut,Capitol Planning Region,1,41,11909,5906,6003
50,9,110,Connecticut,Capitol Planning Region,1,42,11642,5731,5911
50,9,110,Connecticut,Capitol Planning Region,1,43,11257,5566,5691
50,9,110,Connecticut,Capitol Planning Region,1,44,11023,5489,5534
50,9,110,Connecticut,Capitol Planning Region,1,45,11110,5505,5605
50,9,110,Connecticut,Capitol Planning Region,1,46,10928,5312,5616
50,9,110,Connecticut,Capitol Planning Region,1,47,11285,5496,5789
50,9,110,Connecticut,Capitol Planning Region,1,48,12219,6019,6200
50,9,110,Connecticut,Capitol Planning Region,1,49,13204,6495,6709
50,9,110,Connecticut,Capitol Planning Region,1,50,12937,6277,6660
50,9,110,Connecticut,Capitol Planning Region,1,51,12789,6256,6533
50,9,110,Connecticut,Capitol Planning Region,1,52,12681,6197,6484
50,9,110,Connecticut,Capitol Planning Region,1,53,13144,6435,6709
50,9,110,Connecticut,Capitol Planning Region,1,54,13655,6689,6966
50,9,110,Connecticut,Capitol Planning Region,1,55,14273,6931,7342
50,9,110,Connecticut,Capitol Planning Region,1,56,14261,6983,7278
50,9,110,Connecticut,Capitol Planning Region,1,57,14133,6899,7234
50,9,110,Connecticut,Capitol Planning Region,1,58,14197,6923,7274
50,9,110,Connecticut,Capitol Planning Region,1,59,14067,6885,7182
50,9,110,Connecticut,Capitol Planning Region,1,60,13746,6736,7010
50,9,110,Connecticut,Capitol Planning Region,1,61,13488,6588,6900
50,9,110,Connecticut,Capitol Planning Region,1,62,13351,6492,6859
50,9,110,Connecticut,Capitol Planning Region,1,63,12899,6332,6567
50,9,110,Connecticut,Capitol Planning Region,1,64,12306,5924,6382
50,9,110,Connecticut,Capitol Planning Region,1,65,11777,5636,6141
50,9,110,Connecticut,Capitol Planning Region,1,66,11050,5240,5810
50,9,110,Connecticut,Capitol Planning Region,1,67,10723,5095,5628
50,9,110,Connecticut,Capitol Planning Region,1,68,10171,4801,5370
50,9,110,Connecticut,Capitol Planning Region,1,69,9331,4315,5016
50,9,110,Connecticut,Capitol Planning Region,1,70,9014,4140,4874
50,9,110,Connecticut,Capitol Planning Region,1,71,8826,4009,4817
50,9,110,Connecticut,Capitol Planning Region,1,72,9082,4090,4992
50,9,110,Connecticut,Capitol Planning Region,1,73,9129,4136,4993
50,9,110,Connecticut,Capitol Planning Region,1,74,6740,2996,3744
50,9,110,Connecticut,Capitol Planning Region,1,75,6605,2968,3637
50,9,110,Connecticut,Capitol Planning Region,1,76,6516,2932,3584
50,9,110,Connecticut,Capitol Planning Region,1,77,6589,2935,3654
50,9,110,Connecticut,Capitol Planning Region,1,78,5512,2404,3108
50,9,110,Connecticut,Capitol Planning Region,1,79,4808,2096,2712
50,9,110,Connecticut,Capitol Planning Region,1,80,4326,1838,2488
50,9,110,Connecticut,Capitol Planning Region,1,81,4174,1747,2427
50,9,110,Connecticut,Capitol Planning Region,1,82,3950,1674,2276
50,9,110,Connecticut,Capitol Planning Region,1,83,3570,1465,2105
50,9,110,Connecticut,Capitol Planning Region,1,84,3283,1318,1965
50,9,110,Connecticut,Capitol Planning Region,1,85,22187,7443,14744
50,9,110,Connecticut,Capitol Planning Region,2,0,9493,4868,4625
50,9,110,Connecticut,Capitol Planning Region,2,1,9734,5039,4695
50,9,110,Connecticut,Capitol Planning Region,2,2,10032,5159,4873
50,9,110,Connecticut,Capitol Planning Region,2,3,10121,5127,4994
50,9,110,Connecticut,Capitol Planning Region,2,4,10321,5238,5083
50,9,110,Connecticut,Capitol Planning Region,2,5,10565,5400,5165
50,9,110,Connecticut,Capitol Planning Region,2,6,10558,5421,5137
50,9,110,Connecticut,Capitol Planning Region,2,7,10554,5402,5152
50,9,110,Connecticut,Capitol Planning Region,2,8,10681,5453,5228
50,9,110,Connecticut,Capitol Planning Region,2,9,10945,5539,5406
50,9,110,Connecticut,Capitol Planning Region,2,10,11314,5732,5582
50,9,110,Connecticut,Capitol Planning Region,2,11,11559,5826,5733
50,9,110,Connecticut,Capitol Planning Region,2,12,11944,5995,5949
50,9,110,Connecticut,Capitol Planning Region,2,13,12099,6072,6027
50,9,110,Connecticut,Capitol Planning Region,2,14,12212,6174,6038
50,9,110,Connecticut,Capitol Planning Region,2,15,12357,6297,6060
50,9,110,Connecticut,Capitol Planning Region,2,16,12546,6419,6127
50,9,110,Connecticut,Capitol Planning Region,2,17,12559,6461,6098
50,9,110,Connecticut,Capitol Planning Region,2,18,12771,6596,6175
50,9,110,Connecticut,Capitol Planning Region,2,19,13056,6709,6347
50,9,110,Connecticut,Capitol Planning Region,2,20,14105,6986,7119
50,9,110,Connecticut,Capitol Planning Region,2,21,13849,6937,6912
50,9,110,Connecticut,Capitol Planning Region,2,22,13292,6782,6510
50,9,110,Connecticut,Capitol Planning Region,2,23,12516,6431,6085
50,9,110,Connecticut,Capitol Planning Region,2,24,12254,6318,5936
50,9,110,Connecticut,Capitol Planning Region,2,25,12409,6397,6012
50,9,110,Connecticut,Capitol Planning Region,2,26,12631,6595,6036
50,9,110,Connecticut,Capitol Planning Region,2,27,12674,6565,6109
50,9,110,Connecticut,Capitol Planning Region,2,28,12496,6396,6100
50,9,110,Connecticut,Capitol Planning Region,2,29,12381,6391,5990
50,9,110,Connecticut,Capitol Planning Region,2,30,12372,6385,5987
50,9,110,Connecticut,Capitol Planning Region,2,31,12357,6348,6009
