TIME_STEP,AGE_GROUP,SEX,NET_IMMIGRATION
2022-2024,5-9,MALE,15767
2025-2029,35-39,MALE,16935
2050-2054,85+,MALE,18
2070-2074,75-79,MALE,-4898
2030-2034,50-54,MALE,4356
2030-2034,85+,FEMALE,196
2025-2029,80-84,MALE,-141
2030-2034,85+,MALE,273
2055-2059,85+,FEMALE,390
2025-2029,65-69,FEMALE,-1099
2022-2024,40-44,MALE,37389
2045-2049,50-54,FEMALE,-4395
2050-2054,30-34,MALE,27364
,80-84,FEMALE,464
2065-2069,65-69,FEMALE,-3357
2080-2084,55-59,MALE,2075
2085-2089,25-29,FEMALE,16846
2040-2044,30-34,MALE,27073
2055-2059,85+,FEMALE,263
2075-2079,70-74,FEMALE,-4167
2035-2039,85+,FEMALE,293
2075-2079,80-84,FEMALE,-2540
2050-2054,85+,MALE,570
2065-2069,45-49,FEMALE,-2766
2090-2094,20-24,FEMALE,10273
2090-2094,25-29,FEMALE,18853
2060-2064,25-29,FEMALE,18153
2045-2049,85+,MALE,18
2035-2039,45-49,MALE,7602
2050-2054,15-19,MALE,9124
2090-2094,65-69,FEMALE,-4395
2040-2044,35-39,MALE,24963
2045-2049,85+,FEMALE,-397
2055-2059,20-24,FEMALE,10123
2060-2064,5-9,MALE,7264
2055-2059,70-74,MALE,-1890
2050-2054,15-19,FEMALE,6368
2075-2079,75-79,FEMALE,-3300
2045-2049,55-59,FEMALE,-3683
2050-2054,45-49,MALE,3407
2030-2034,35-39,MALE,17030
2045-2049,45-49,MALE,7301
2060-2064,65-69,MALE,-3156
2065-2069,75-79,FEMALE,-2448
2080-2084,80-84,MALE,-3868
,45-49,FEMALE,3670
2035-2039,0-4,MALE,4554
2040-2044,10-14,MALE,7694
2060-2064,85+,MALE,249
2050-2054,40-44,MALE,13287
2045-2049,65-69,FEMALE,-2702
2035-2039,45-49,FEMALE,-1617
2045-2049,65-69,MALE,-601
2065-2069,50-54,MALE,2044
2070-2074,40-44,MALE,24038
2070-2074,75-79,MALE,-3764
2055-2059,70-74,FEMALE,-3082
2030-2034,85+,MALE,190
2050-2054,85+,FEMALE,390
2045-2049,5-9,FEMALE,5569
2070-2074,55-59,FEMALE,-4131
2070-2074,60-64,MALE,-194
2080-2084,40-44,MALE,15131
2035-2039,20-24,MALE,15554
2025-2029,40-44,MALE,14878
2055-2059,85+,MALE,78
2095-2099,85+,FEMALE,265
2070-2074,35-39,MALE,25538
2022-2024,85+,MALE,23
2085-2089,15-19,MALE,11802
2075-2079,50-54,FEMALE,-4350
2075-2079,20-24,FEMALE,10322
2055-2059,80-84,MALE,-1894
2080-2084,85+,MALE,77
2055-2059,0-4,FEMALE,4460
2080-2084,0-4,FEMALE,4314
2090-2094,65-69,MALE,-3153
2070-2074,20-24,FEMALE,12519
2070-2074,10-14,FEMALE,5859
2060-2064,50-54,MALE,1656
2030-2034,0-4,FEMALE,3669
2045-2049,60-64,FEMALE,-2522
2070-2074,45-49,FEMALE,-2430
2080-2084,15-19,FEMALE,7610
2090-2094,30-34,FEMALE,19180
2085-2089,55-59,MALE,2471
2035-2039,45-49,FEMALE,610
2022-2024,5-9,MALE,16118
2095-2099,65-69,MALE,-1622
2090-2094,10-14,FEMALE,5884
2090-2094,55-59,FEMALE,-4060
2055-2059,0-4,FEMALE,4457
2090-2094,80-84,MALE,-4776
2050-2054,30-34,MALE,27650
2040-2044,10-14,MALE,7238
2040-2044,15-19,FEMALE,6236
2025-2029,30-34,MALE,11748
2040-2044,50-54,MALE,2357
2045-2049,85+,MALE,362
2070-2074,10-14,MALE,8881
2070-2074,20-24,MALE,17922
2022-2024,65-69,FEMALE,3873
2030-2034,25-29,MALE,21151
2070-2074,80-84,MALE,-4931
2035-2039,70-74,MALE,217
2022-2024,85+,MALE,29
2065-2069,5-9,MALE,6799
2075-2079,25-29,MALE,27805
2090-2094,85+,MALE,187
2055-2059,85+,FEMALE,341
2070-2074,55-59,FEMALE,-4159
2080-2084,10-14,FEMALE,6305
2030-2034,50-54,FEMALE,-1341
2040-2044,70-74,MALE,-16
2050-2054,85+,MALE,283
2075-2079,0-4,FEMALE,7570
2065-2069,70-74,MALE,-2951
2090-2094,45-49,FEMALE,-1937
2075-2079,60-64,MALE,-221
2065-2069,65-69,MALE,-931
2075-2079,65-69,FEMALE,-4482
2085-2089,60-64,MALE,853
2055-2059,85+,MALE,18
2022-2024,45-49,MALE,18955
2025-2029,45-49,MALE,4919
2090-2094,10-14,FEMALE,6096
2030-2034,85+,FEMALE,388
2050-2054,40-44,FEMALE,10067
2090-2094,60-64,MALE,-440
2025-2029,20-24,FEMALE,6718
2090-2094,10-14,FEMALE,5976
2035-2039,65-69,FEMALE,-1658
2095-2099,80-84,MALE,-5257
2065-2069,30-34,FEMALE,18961
2070-2074,25-29,FEMALE,16817
2090-2094,60-64,FEMALE,-4335
2045-2049,65-69,MALE,87
2035-2039,85+,FEMALE,228
2060-2064,85+,MALE,494
2070-2074,65-69,MALE,-1175
2070-2074,20-24,MALE,19562
2075-2079,85+,FEMALE,341
2060-2064,5-9,MALE,7279
2025-2029,15-19,MALE,7129
2080-2084,70-74,MALE,-3635
2080-2084,45-49,MALE,4114
2080-2084,80-84,MALE,-4002
2090-2094,85+,MALE,245
2030-2034,85+,FEMALE,250
2060-2064,30-34,FEMALE,18667
2090-2094,35-39,MALE,27063
2050-2054,80-84,MALE,-1669
2090-2094,80-84,FEMALE,-2985
2090-2094,15-19,MALE,13166
2080-2084,85+,MALE,188
2085-2089,80-84,MALE,-4944
2075-2079,55-59,MALE,2089
2040-2044,85+,MALE,211
2050-2054,30-34,MALE,27241
2065-2069,70-74,MALE,-2900
2080-2084,80-84,FEMALE,-2707
2080-2084,85+,FEMALE,262
2022-2024,35-39,MALE,41493
2050-2054,45-49,FEMALE,429
2085-2089,15-19,FEMALE,9292
2080-2084,80-84,MALE,-4444
2040-2044,0-4,MALE,5458
2045-2049,5-9,MALE,6846
2075-2079,5-9,FEMALE,5610
2030-2034,0-4,FEMALE,6460
2040-2044,30-34,MALE,26008
2050-2054,85+,MALE,-597
2040-2044,80-84,MALE,-390
2060-2064,85+,FEMALE,333
2040-2044,40-44,MALE,14118
2090-2094,30-34,MALE,29584
2030-2034,20-24,FEMALE,8076
2070-2074,35-39,FEMALE,17384
2065-2069,75-79,MALE,-3929
2055-2059,45-49,FEMALE,525
2040-2044,0-4,MALE,5634
2070-2074,85+,FEMALE,341
2080-2084,0-4,MALE,8002
2090-2094,85+,MALE,358
2025-2029,20-24,FEMALE,9066
2040-2044,10-14,FEMALE,5920
2040-2044,60-64,MALE,3528
,60-64,MALE,5328
2025-2029,45-49,FEMALE,-1502
2065-2069,10-14,MALE,7779
2022-2024,75-79,MALE,1645
2025-2029,60-64,MALE,5060
2050-2054,35-39,MALE,26340
2065-2069,5-9,MALE,6786
2070-2074,85+,FEMALE,270
2085-2089,30-34,FEMALE,18891
2095-2099,5-9,MALE,6699
2040-2044,85+,FEMALE,241
2090-2094,40-44,MALE,22889
2025-2029,85+,MALE,188
2065-2069,60-64,FEMALE,-3719
2035-2039,65-69,FEMALE,-1139
2055-2059,85+,MALE,493
2080-2084,50-54,MALE,3214
2090-2094,70-74,MALE,-3846
2060-2064,40-44,FEMALE,7630
2065-2069,50-54,MALE,1986
2095-2099,45-49,MALE,12665
2025-2029,75-79,MALE,681
2065-2069,55-59,FEMALE,-4041
2050-2054,85+,MALE,219
2095-2099,45-49,FEMALE,1662
2035-2039,60-64,MALE,4152
,5-9,MALE,8640
2075-2079,20-24,FEMALE,14802
2075-2079,55-59,MALE,2047
2095-2099,85+,FEMALE,194
2060-2064,85+,MALE,42
2065-2069,60-64,MALE,-454
2055-2059,80-84,MALE,-2119
2080-2084,35-39,FEMALE,16810
,10-14,FEMALE,7151
2025-2029,85+,FEMALE,179
2070-2074,85+,MALE,570
2050-2054,40-44,MALE,13406
2090-2094,55-59,FEMALE,-4013
2040-2044,50-54,FEMALE,-3920
2045-2049,70-74,MALE,-154
2055-2059,45-49,MALE,6031
2050-2054,35-39,MALE,23599
,40-44,MALE,19967
2045-2049,60-64,MALE,2109
2080-2084,5-9,MALE,7055
2085-2089,10-14,FEMALE,6108
2085-2089,10-14,FEMALE,6109
2095-2099,50-54,MALE,3576
2030-2034,85+,FEMALE,248
2050-2054,85+,FEMALE,435
2035-2039,25-29,MALE,22763
2080-2084,20-24,MALE,17955
2075-2079,40-44,MALE,24229
2050-2054,85+,MALE,249
2080-2084,10-14,MALE,8897
2040-2044,60-64,MALE,3157
2045-2049,35-39,FEMALE,16657
2050-2054,85+,FEMALE,341
2075-2079,40-44,MALE,22469
2040-2044,30-34,FEMALE,16809
2030-2034,65-69,FEMALE,-622
2095-2099,35-39,FEMALE,18573
2085-2089,75-79,FEMALE,-3737
2080-2084,5-9,FEMALE,5427
2022-2024,5-9,MALE,17498
2085-2089,35-39,MALE,25893
2080-2084,55-59,FEMALE,-4086
2065-2069,60-64,FEMALE,-3501
2080-2084,85+,MALE,77
2045-2049,5-9,FEMALE,5491
,85+,MALE,21
2045-2049,85+,FEMALE,294
2035-2039,25-29,FEMALE,13955
2080-2084,40-44,FEMALE,6365
2065-2069,60-64,FEMALE,-3750
2025-2029,10-14,MALE,3512
2060-2064,85+,MALE,362
2065-2069,5-9,MALE,6403
2025-2029,15-19,MALE,5331
2025-2029,5-9,MALE,2302
2022-2024,5-9,FEMALE,15578
2065-2069,35-39,FEMALE,16447
2055-2059,55-59,FEMALE,-4327
2040-2044,85+,MALE,207
2025-2029,70-74,MALE,1543
2060-2064,80-84,MALE,-2653
2075-2079,35-39,MALE,28444
2030-2034,50-54,MALE,4861
2055-2059,30-34,MALE,28656
2022-2024,85+,FEMALE,592
2080-2084,55-59,MALE,2366
2085-2089,45-49,FEMALE,-521
2070-2074,70-74,MALE,-3490
2090-2094,85+,FEMALE,352
2090-2094,30-34,MALE,29118
2050-2054,0-4,MALE,5941
2095-2099,15-19,MALE,13123
2035-2039,30-34,FEMALE,16703
2090-2094,70-74,MALE,-3777
2080-2084,85+,FEMALE,268
2035-2039,85+,FEMALE,311
2065-2069,40-44,FEMALE,14521
2065-2069,55-59,MALE,2306
2040-2044,85+,FEMALE,259
2025-2029,45-49,FEMALE,326
2065-2069,80-84,MALE,-3080
2085-2089,85+,MALE,360
2050-2054,70-74,FEMALE,-2190
,85+,MALE,313
2035-2039,65-69,MALE,2312
2070-2074,0-4,FEMALE,7598
2080-2084,85+,MALE,281
2055-2059,20-24,FEMALE,13435
2045-2049,40-44,FEMALE,10725
2022-2024,5-9,MALE,14735
2035-2039,55-59,MALE,4466
2050-2054,70-74,MALE,-1674
2090-2094,85+,FEMALE,250
2080-2084,85+,MALE,491
2045-2049,85+,MALE,57
2065-2069,75-79,FEMALE,-2550
2040-2044,85+,MALE,186
2095-2099,20-24,MALE,22742
2040-2044,35-39,FEMALE,15743
2095-2099,45-49,MALE,12616
2025-2029,20-24,FEMALE,7601
2030-2034,20-24,MALE,14489
2055-2059,5-9,MALE,6994
2035-2039,5-9,FEMALE,5219
2035-2039,40-44,FEMALE,6624
2065-2069,5-9,FEMALE,5604
2025-2029,70-74,MALE,1249
2050-2054,0-4,MALE,8050
2035-2039,25-29,MALE,24041
2065-2069,60-64,FEMALE,-4099
2050-2054,30-34,FEMALE,17873
2065-2069,0-4,MALE,8056
2055-2059,45-49,MALE,3166
2060-2064,60-64,MALE,1141
2070-2074,85+,FEMALE,235
2095-2099,25-29,MALE,27703
2035-2039,60-64,MALE,3218
2050-2054,5-9,FEMALE,5385
2060-2064,55-59,FEMALE,-4160
2065-2069,85+,MALE,319
2095-2099,15-19,MALE,14629
2022-2024,55-59,MALE,12280
2050-2054,80-84,FEMALE,-1190
2055-2059,55-59,MALE,2047
2075-2079,45-49,FEMALE,-3344
2080-2084,35-39,MALE,27841
2040-2044,70-74,FEMALE,-1810
2070-2074,80-84,FEMALE,-2203
2065-2069,15-19,FEMALE,8346
2085-2089,65-69,FEMALE,-4303
2030-2034,5-9,MALE,5259
2050-2054,45-49,MALE,10328
2050-2054,75-79,MALE,-1411
2080-2084,5-9,FEMALE,5781
2065-2069,30-34,MALE,29188
2022-2024,65-69,FEMALE,4528
2040-2044,40-44,FEMALE,3959
2095-2099,50-54,FEMALE,-4049
2075-2079,30-34,MALE,29728
2060-2064,45-49,MALE,6149
2045-2049,15-19,FEMALE,8045
2075-2079,70-74,FEMALE,-3675
2022-2024,80-84,FEMALE,1037
2080-2084,45-49,FEMALE,-631
2080-2084,40-44,FEMALE,11266
2060-2064,30-34,FEMALE,18419
2090-2094,40-44,MALE,22886
2050-2054,85+,FEMALE,356
2045-2049,60-64,MALE,2495
2055-2059,5-9,FEMALE,5715
2095-2099,85+,FEMALE,288
2060-2064,85+,MALE,283
2030-2034,25-29,MALE,21430
2030-2034,70-74,MALE,1382
2070-2074,70-74,FEMALE,-3200
2075-2079,65-69,MALE,-2138
2045-2049,75-79,FEMALE,-1687
2040-2044,65-69,FEMALE,-1534
2055-2059,85+,FEMALE,275
2040-2044,55-59,MALE,4153
,85+,FEMALE,183
2090-2094,80-84,MALE,-3914
2090-2094,80-84,MALE,-5051
2095-2099,25-29,FEMALE,17581
2085-2089,50-54,MALE,2443
2095-2099,50-54,FEMALE,-3948
2065-2069,10-14,MALE,8818
2085-2089,85+,MALE,216
2070-2074,85+,MALE,18
2030-2034,15-19,MALE,11746
2035-2039,15-19,MALE,8682
2090-2094,50-54,MALE,2952
2030-2034,45-49,FEMALE,714
2080-2084,60-64,FEMALE,-4536
2075-2079,50-54,MALE,2246
2045-2049,85+,MALE,248
2050-2054,15-19,MALE,11298
2040-2044,35-39,MALE,23549
2065-2069,0-4,MALE,5233
2070-2074,65-69,MALE,-1018
2055-2059,80-84,FEMALE,-1820
2022-2024,10-14,MALE,17992
2085-2089,60-64,FEMALE,-4400
2095-2099,35-39,MALE,28670
2070-2074,60-64,MALE,-819
2050-2054,50-54,MALE,1118
2080-2084,30-34,MALE,29760
2060-2064,70-74,MALE,-1531
2045-2049,25-29,FEMALE,16767
2075-2079,10-14,MALE,8900
2050-2054,55-59,MALE,3206
2065-2069,85+,MALE,319
2025-2029,50-54,FEMALE,-2601
2025-2029,20-24,FEMALE,-346
2045-2049,75-79,FEMALE,-632
2085-2089,30-34,MALE,29572
2075-2079,65-69,FEMALE,-4444
2055-2059,65-69,FEMALE,-3479
2095-2099,5-9,MALE,6296
2080-2084,50-54,FEMALE,-4248
2075-2079,65-69,FEMALE,-4203
2090-2094,0-4,MALE,5517
2095-2099,25-29,FEMALE,18848
2055-2059,10-14,MALE,7619
2095-2099,70-74,MALE,-4771
2035-2039,85+,MALE,100
2045-2049,50-54,MALE,1567
2085-2089,30-34,FEMALE,19141
2095-2099,80-84,FEMALE,-3218
2050-2054,40-44,FEMALE,13271
2030-2034,20-24,MALE,13464
2085-2089,20-24,MALE,19604
2065-2069,55-59,MALE,1956
2040-2044,25-29,MALE,22248
2022-2024,60-64,FEMALE,4987
2030-2034,5-9,FEMALE,3167
2022-2024,85+,FEMALE,224
2075-2079,30-34,MALE,29681
2065-2069,60-64,FEMALE,-4090
2050-2054,0-4,MALE,4831
2035-2039,65-69,FEMALE,-1395
2055-2059,10-14,MALE,8162
2065-2069,70-74,MALE,-4490
2070-2074,60-64,FEMALE,-4060
2075-2079,5-9,FEMALE,5792
2022-2024,85+,MALE,69
2050-2054,0-4,FEMALE,4611
2065-2069,70-74,FEMALE,-3548
2085-2089,55-59,FEMALE,-4076
2055-2059,20-24,FEMALE,12352
2080-2084,45-49,MALE,5570
2045-2049,85+,MALE,57
2090-2094,45-49,FEMALE,3982
2045-2049,80-84,MALE,-1084
2095-2099,85+,MALE,-3672
2035-2039,20-24,MALE,15339
2085-2089,45-49,MALE,12359
2035-2039,0-4,FEMALE,4155
2045-2049,75-79,FEMALE,-1594
2075-2079,80-84,FEMALE,-2804
2070-2074,65-69,FEMALE,-4373
2070-2074,5-9,FEMALE,5717
2080-2084,45-49,FEMALE,1412
2030-2034,70-74,FEMALE,-699
2085-2089,15-19,MALE,13215
2095-2099,15-19,MALE,10465
2030-2034,85+,MALE,36
2085-2089,20-24,FEMALE,12538
2065-2069,15-19,MALE,14652
2030-2034,20-24,FEMALE,11621
2040-2044,25-29,MALE,23227
,85+,FEMALE,215
2095-2099,75-79,FEMALE,-3775
2070-2074,10-14,FEMALE,6007
2060-2064,45-49,FEMALE,-2763
2045-2049,80-84,FEMALE,-658
2085-2089,65-69,FEMALE,-4530
2045-2049,5-9,MALE,7052
2085-2089,85+,FEMALE,338
2070-2074,85+,MALE,415
2095-2099,85+,MALE,245
2045-2049,60-64,MALE,2446
2055-2059,70-74,MALE,-1837
2095-2099,5-9,MALE,7439
2070-2074,85+,MALE,319
2040-2044,25-29,FEMALE,16866
2085-2089,50-54,FEMALE,-4216
2025-2029,55-59,FEMALE,-2437
2075-2079,70-74,FEMALE,-4013
2090-2094,70-74,MALE,-3877
2075-2079,80-84,FEMALE,-2383
2035-2039,45-49,FEMALE,-1203
2085-2089,85+,MALE,21
2070-2074,45-49,MALE,3790
2085-2089,80-84,MALE,-4235
2090-2094,50-54,MALE,2533
,65-69,FEMALE,2023
2065-2069,40-44,MALE,19821
2022-2024,50-54,MALE,14249
2085-2089,35-39,MALE,27894
2050-2054,85+,MALE,42
2050-2054,85+,FEMALE,235
2030-2034,20-24,FEMALE,8477
2025-2029,85+,FEMALE,259
2045-2049,60-64,FEMALE,-2453
2065-2069,45-49,MALE,4142
2050-2054,50-54,FEMALE,-4935
2030-2034,35-39,MALE,21639
2035-2039,70-74,MALE,1097
2050-2054,15-19,FEMALE,6383
2075-2079,55-59,MALE,1628
2080-2084,35-39,FEMALE,18537
2065-2069,15-19,FEMALE,6943
2040-2044,40-44,FEMALE,3820
2025-2029,65-69,FEMALE,-1118
2070-2074,85+,FEMALE,-1473
2025-2029,35-39,FEMALE,7963
2080-2084,75-79,MALE,-4652
2070-2074,75-79,FEMALE,-2891
2045-2049,25-29,MALE,23886
2035-2039,55-59,MALE,4652
2050-2054,85+,MALE,318
2055-2059,85+,MALE,570
2022-2024,85+,MALE,34
2085-2089,50-54,FEMALE,-4250
2085-2089,85+,FEMALE,330
2040-2044,75-79,MALE,-1353
2055-2059,65-69,FEMALE,-3311
2050-2054,40-44,FEMALE,13569
2055-2059,25-29,FEMALE,16529
2090-2094,85+,FEMALE,272
2030-2034,60-64,MALE,3762
2080-2084,10-14,FEMALE,6121
2060-2064,65-69,MALE,-1097
2080-2084,80-84,FEMALE,-2837
2025-2029,60-64,FEMALE,-1173
2025-2029,45-49,FEMALE,-2570
2040-2044,0-4,FEMALE,4433
2095-2099,20-24,FEMALE,13585
2085-2089,55-59,MALE,2458
2045-2049,45-49,FEMALE,-4107
2050-2054,85+,FEMALE,343
2050-2054,60-64,FEMALE,-4146
2040-2044,40-44,FEMALE,6804
2035-2039,80-84,MALE,-259
2040-2044,85+,FEMALE,317
2040-2044,70-74,MALE,-514
2065-2069,5-9,MALE,7057
2070-2074,0-4,FEMALE,4889
2080-2084,85+,FEMALE,316
2025-2029,75-79,MALE,59
2022-2024,35-39,FEMALE,31864
2025-2029,70-74,MALE,1245
2050-2054,30-34,MALE,28028
2025-2029,85+,MALE,15
2055-2059,30-34,FEMALE,18769
2065-2069,20-24,MALE,21190
2095-2099,85+,FEMALE,335
2060-2064,45-49,FEMALE,-3784
2085-2089,85+,MALE,77
2040-2044,60-64,MALE,2186
2050-2054,5-9,FEMALE,5118
2085-2089,85+,FEMALE,353
2095-2099,50-54,FEMALE,-3588
2045-2049,45-49,FEMALE,-2519
2055-2059,15-19,MALE,14318
2095-2099,45-49,MALE,4525
2045-2049,10-14,MALE,7589
2045-2049,15-19,MALE,12610
2030-2034,10-14,FEMALE,3420
2040-2044,20-24,FEMALE,13160
2065-2069,70-74,FEMALE,-3401
2050-2054,0-4,FEMALE,4837
2075-2079,40-44,FEMALE,14760
2050-2054,25-29,FEMALE,17458
2030-2034,10-14,MALE,4628
2025-2029,25-29,FEMALE,8020
2085-2089,85+,MALE,17
2045-2049,20-24,MALE,16994
2070-2074,10-14,FEMALE,5922
2070-2074,0-4,MALE,5229
2030-2034,55-59,FEMALE,-894
2060-2064,65-69,FEMALE,-4243
2070-2074,45-49,FEMALE,1198
2045-2049,75-79,FEMALE,-1510
2070-2074,5-9,MALE,7072
2045-2049,5-9,MALE,7093
2030-2034,80-84,MALE,-161
2085-2089,65-69,MALE,-3576
2025-2029,30-34,MALE,15216
2060-2064,80-84,FEMALE,-1020
2025-2029,50-54,MALE,3256
2035-2039,30-34,FEMALE,15862
2035-2039,20-24,FEMALE,11938
2022-2024,0-4,MALE,13459
2065-2069,70-74,FEMALE,-3189
2025-2029,25-29,FEMALE,7560
2080-2084,85+,MALE,415
2025-2029,15-19,FEMALE,6193
2085-2089,75-79,FEMALE,-3642
2030-2034,70-74,MALE,1677
2022-2024,60-64,MALE,10091
2030-2034,85+,MALE,168
2040-2044,70-74,FEMALE,-1606
2070-2074,20-24,FEMALE,11376
2090-2094,50-54,FEMALE,-3708
2095-2099,85+,FEMALE,288
2080-2084,30-34,FEMALE,19211
2085-2089,45-49,FEMALE,-3165
2035-2039,80-84,MALE,-285
2040-2044,5-9,MALE,6657
2075-2079,30-34,MALE,29126
2090-2094,85+,FEMALE,338
2050-2054,55-59,FEMALE,-4011
2080-2084,85+,MALE,218
2022-2024,5-9,FEMALE,14444
2085-2089,65-69,FEMALE,-4450
2045-2049,20-24,FEMALE,12049
2085-2089,50-54,FEMALE,-3748
2055-2059,85+,FEMALE,317
2030-2034,80-84,MALE,-213
2070-2074,30-34,MALE,29602
2045-2049,5-9,FEMALE,5438
2065-2069,85+,MALE,570
2075-2079,75-79,MALE,-4795
2060-2064,85+,MALE,78
2085-2089,65-69,MALE,-3175
2030-2034,55-59,FEMALE,-1141
2045-2049,60-64,FEMALE,-2471
2070-2074,50-54,MALE,2053
2070-2074,35-39,MALE,27549
2085-2089,30-34,MALE,29580
2075-2079,0-4,MALE,4836
2075-2079,25-29,MALE,28568
2022-2024,85+,FEMALE,803
2050-2054,25-29,MALE,26292
2022-2024,55-59,FEMALE,5791
2030-2034,65-69,MALE,2416
2045-2049,85+,MALE,42
2025-2029,75-79,MALE,665
2090-2094,0-4,FEMALE,4578
2055-2059,60-64,MALE,736
2060-2064,85+,FEMALE,254
2050-2054,40-44,FEMALE,7665
2022-2024,20-24,FEMALE,23207
2035-2039,5-9,FEMALE,5114
2055-2059,20-24,FEMALE,13455
2022-2024,70-74,MALE,4432
2055-2059,60-64,MALE,286
2095-2099,65-69,FEMALE,-4364
2085-2089,35-39,FEMALE,17567
2050-2054,45-49,MALE,8203
,75-79,MALE,561
2025-2029,25-29,MALE,19001
2065-2069,70-74,MALE,-3233
2065-2069,70-74,FEMALE,-3114
2075-2079,70-74,FEMALE,-3088
2060-2064,30-34,FEMALE,18837
2035-2039,30-34,MALE,25160
2090-2094,0-4,FEMALE,4818
2055-2059,75-79,FEMALE,-1889
2040-2044,45-49,FEMALE,1935
2050-2054,85+,MALE,570
2075-2079,65-69,MALE,-2509
2040-2044,85+,FEMALE,265
2085-2089,55-59,FEMALE,-4082
2035-2039,40-44,FEMALE,7958
2025-2029,45-49,MALE,5399
2045-2049,10-14,MALE,7347
2030-2034,15-19,MALE,11660
2095-2099,15-19,FEMALE,6556
2050-2054,65-69,MALE,-476
2045-2049,70-74,FEMALE,-2523
2065-2069,80-84,FEMALE,-2301
2065-2069,30-34,MALE,28751
2040-2044,75-79,FEMALE,-655
2055-2059,25-29,MALE,27750
2095-2099,55-59,MALE,2637
2075-2079,0-4,MALE,5586
2022-2024,75-79,FEMALE,2353
2090-2094,55-59,MALE,2577
2065-2069,10-14,MALE,7773
2035-2039,15-19,FEMALE,5417
2050-2054,85+,MALE,362
2030-2034,0-4,MALE,4620
2045-2049,0-4,FEMALE,4605
2040-2044,10-14,FEMALE,5627
2060-2064,70-74,MALE,-4030
2095-2099,0-4,FEMALE,4250
2065-2069,45-49,FEMALE,3526
2075-2079,55-59,FEMALE,-4091
2090-2094,85+,MALE,17
2055-2059,25-29,MALE,26272
2035-2039,0-4,FEMALE,4076
2075-2079,10-14,FEMALE,6128
2055-2059,70-74,MALE,-1271
2022-2024,0-4,MALE,12871
2085-2089,20-24,MALE,22877
2090-2094,85+,MALE,-3803
2075-2079,45-49,FEMALE,3655
2025-2029,35-39,MALE,14656
2075-2079,25-29,FEMALE,18396
2045-2049,60-64,MALE,744
2030-2034,35-39,FEMALE,12705
2065-2069,85+,FEMALE,270
2090-2094,65-69,FEMALE,-4361
2085-2089,85+,MALE,246
2022-2024,85+,FEMALE,476
2030-2034,15-19,MALE,7834
2090-2094,45-49,MALE,9953
2095-2099,70-74,FEMALE,-3998
2045-2049,15-19,FEMALE,9032
2050-2054,55-59,MALE,2482
2060-2064,85+,MALE,219
2040-2044,80-84,MALE,-334
2085-2089,50-54,FEMALE,-4245
2025-2029,25-29,FEMALE,11594
2070-2074,40-44,MALE,14751
2070-2074,30-34,FEMALE,18661
2045-2049,85+,MALE,568
2080-2084,50-54,MALE,2330
2070-2074,55-59,MALE,2181
2085-2089,85+,FEMALE,330
2080-2084,70-74,MALE,-3670
2090-2094,40-44,FEMALE,9139
2035-2039,75-79,FEMALE,-595
2070-2074,75-79,MALE,-4074
,50-54,MALE,6984
2080-2084,70-74,MALE,-3573
2045-2049,0-4,MALE,4810
2035-2039,85+,FEMALE,370
2080-2084,5-9,MALE,6786
2070-2074,85+,FEMALE,333
2022-2024,10-14,MALE,19182
2035-2039,10-14,MALE,6517
2075-2079,65-69,MALE,-1570
2055-2059,30-34,FEMALE,17929
2035-2039,50-54,MALE,3316
2030-2034,40-44,MALE,13269
2022-2024,5-9,FEMALE,13334
2045-2049,85+,FEMALE,356
2090-2094,60-64,MALE,756
2025-2029,60-64,FEMALE,-1360
2085-2089,40-44,FEMALE,6504
2050-2054,55-59,FEMALE,-3905
2050-2054,80-84,MALE,-2167
2085-2089,85+,FEMALE,252
2050-2054,20-24,MALE,17399
2045-2049,60-64,MALE,1525
2060-2064,30-34,FEMALE,18807
2045-2049,40-44,MALE,14671
2080-2084,85+,MALE,17
2085-2089,65-69,MALE,-1957
2080-2084,5-9,FEMALE,5709
2085-2089,10-14,MALE,8394
2040-2044,35-39,FEMALE,15842
2035-2039,25-29,MALE,23476
2080-2084,0-4,FEMALE,4617
2030-2034,20-24,MALE,16223
2080-2084,50-54,FEMALE,-4360
2085-2089,0-4,MALE,4782
2040-2044,85+,MALE,49
2090-2094,85+,FEMALE,195
2085-2089,70-74,MALE,-4461
2080-2084,55-59,FEMALE,-4111
2080-2084,5-9,MALE,7302
2070-2074,70-74,FEMALE,-3826
2090-2094,50-54,FEMALE,-3682
2060-2064,55-59,FEMALE,-3571
2065-2069,25-29,FEMALE,17612
2090-2094,30-34,FEMALE,19133
2035-2039,75-79,MALE,-513
2070-2074,70-74,FEMALE,-3613
2040-2044,85+,MALE,19
2050-2054,85+,FEMALE,-510
2045-2049,55-59,FEMALE,-3859
2022-2024,55-59,MALE,13761
2080-2084,60-64,FEMALE,-4521
2080-2084,75-79,FEMALE,-2781
2080-2084,75-79,MALE,-5145
2075-2079,65-69,FEMALE,-4322
2050-2054,35-39,MALE,26636
2040-2044,60-64,FEMALE,-2453
2080-2084,60-64,FEMALE,-4093
2075-2079,40-44,MALE,24299
2055-2059,55-59,MALE,2232
2030-2034,60-64,MALE,4366
2022-2024,0-4,FEMALE,12356
2055-2059,85+,MALE,362
2030-2034,70-74,FEMALE,-572
2022-2024,80-84,FEMALE,1174
2040-2044,75-79,MALE,-321
2025-2029,40-44,FEMALE,4351
2045-2049,60-64,MALE,2553
