"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","State","State Code",Deaths,Population,Crude Rate
,"70-74 years","70-74","Male","M","South Dakota","46",558,22804,2446.9
,"70-74 years","70-74","Male","M","Tennessee","47",5043,151696,3324.4
,"70-74 years","70-74","Male","M","Texas","48",14392,511793,2812.1
,"70-74 years","70-74","Male","M","Utah","49",1171,53835,2175.2
,"70-74 years","70-74","Male","M","Vermont","50",407,18858,2158.2
,"70-74 years","70-74","Male","M","Virginia","51",4757,180650,2633.3
,"70-74 years","70-74","Male","M","Washington","53",4183,170486,2453.6
,"70-74 years","70-74","Male","M","West Virginia","54",1743,49383,3529.6
,"70-74 years","70-74","Male","M","Wisconsin","55",3656,147177,2484.1
,"70-74 years","70-74","Male","M","Wyoming","56",384,15419,2490.4
,"75-79 years","75-79","Female","F","Alabama","01",3712,101141,3670.1
,"75-79 years","75-79","Female","F","Alaska","02",239,9444,2530.7
,"75-79 years","75-79","Female","F","Arizona","04",4327,158362,2732.3
,"75-79 years","75-79","Female","F","Arkansas","05",2316,59115,3917.8
,"75-79 years","75-79","Female","F","California","06",15891,660322,2406.6
,"75-79 years","75-79","Female","F","Colorado","08",2527,95603,2643.2
,"75-79 years","75-79","Female","F","Connecticut","09",1828,73095,2500.9
,"75-79 years","75-79","Female","F","Delaware","10",670,23291,2876.6
,"75-79 years","75-79","Female","F","District of Columbia","11",256,9819,2607.2
,"75-79 years","75-79","Female","F","Florida","12",13620,543533,2505.8
,"75-79 years","75-79","Female","F","Georgia","13",5922,185175,3198.1
,"75-79 years","75-79","Female","F","Hawaii","15",617,31563,1954.8
,"75-79 years","75-79","Female","F","Idaho","16",982,34393,2855.2
,"75-79 years","75-79","Female","F","Illinois","17",6608,226819,2913.3
,"75-79 years","75-79","Female","F","Indiana","18",4124,120622,3418.9
,"75-79 years","75-79","Female","F","Iowa","19",1862,58342,3191.5
,"75-79 years","75-79","Female","F","Kansas","20",1735,50946,3405.6
,"75-79 years","75-79","Female","F","Kentucky","21",3359,84978,3952.8
,"75-79 years","75-79","Female","F","Louisiana","22",2912,83028,3507.3
,"75-79 years","75-79","Female","F","Maine","23",1038,32645,3179.7
,"75-79 years","75-79","Female","F","Maryland","24",3210,114916,2793.3
,"75-79 years","75-79","Female","F","Massachusetts","25",3553,137107,2591.4
,"75-79 years","75-79","Female","F","Michigan","26",6135,196589,3120.7
,"75-79 years","75-79","Female","F","Minnesota","27",2676,99079,2700.9
,"75-79 years","75-79","Female","F","Mississippi","28",2121,54729,3875.5
,"75-79 years","75-79","Female","F","Missouri","29",3995,117488,3400.3
,"75-79 years","75-79","Female","F","Montana","30",589,22110,2664.0
,"75-79 years","75-79","Female","F","Nebraska","31",1078,33505,3217.4
,"75-79 years","75-79","Female","F","Nevada","32",1844,59437,3102.4
,"75-79 years","75-79","Female","F","New Hampshire","33",856,29070,2944.6
,"75-79 years","75-79","Female","F","New Jersey","34",4237,175129,2419.4
,"75-79 years","75-79","Female","F","New Mexico","35",1227,44816,2737.9
,"75-79 years","75-79","Female","F","New York","36",9117,383469,2377.5
,"75-79 years","75-79","Female","F","North Carolina","37",6759,208264,3245.4
,"75-79 years","75-79","Female","F","North Dakota","38",296,12109,2444.5
,"75-79 years","75-79","Female","F","Ohio","39",7518,227850,3299.5
,"75-79 years","75-79","Female","F","Oklahoma","40",2728,70932,3845.9
,"75-79 years","75-79","Female","F","Oregon","41",2616,88509,2955.6
,"75-79 years","75-79","Female","F","Pennsylvania","42",8152,268084,3040.8
,"75-79 years","75-79","Female","F","Rhode Island","44",621,21582,2877.4
,"75-79 years","75-79","Female","F","South Carolina","45",3729,113953,3272.4
,"75-79 years","75-79","Female","F","South Dakota","46",404,14938,2704.5
,"75-79 years","75-79","Female","F","Tennessee","47",5016,133119,3768.1
,"75-79 years","75-79","Female","F","Texas","48",13579,434011,3128.7
,"75-79 years","75-79","Female","F","Utah","49",1215,41970,2894.9
,"75-79 years","75-79","Female","F","Vermont","50",410,14814,2767.7
,"75-79 years","75-79","Female","F","Virginia","51",4837,161581,2993.5
,"75-79 years","75-79","Female","F","Washington","53",3879,139886,2773.0
,"75-79 years","75-79","Female","F","West Virginia","54",1521,39879,3814.0
,"75-79 years","75-79","Female","F","Wisconsin","55",3124,109772,2845.9
,"75-79 years","75-79","Female","F","Wyoming","56",330,10461,3154.6
,"75-79 years","75-79","Male","M","Alabama","01",4043,80364,5030.9
,"75-79 years","75-79","Male","M","Alaska","02",355,9491,3740.4
,"75-79 years","75-79","Male","M","Arizona","04",5039,138340,3642.5
,"75-79 years","75-79","Male","M","Arkansas","05",2571,48875,5260.4
,"75-79 years","75-79","Male","M","California","06",18926,542364,3489.5
,"75-79 years","75-79","Male","M","Colorado","08",2917,84286,3460.8
,"75-79 years","75-79","Male","M","Connecticut","09",2018,59034,3418.4
,"75-79 years","75-79","Male","M","Delaware","10",757,19480,3886.0
,"75-79 years","75-79","Male","M","District of Columbia","11",212,6853,3093.5
,"75-79 years","75-79","Male","M","Florida","12",16443,462108,3558.3
,"75-79 years","75-79","Male","M","Georgia","13",6594,146228,4509.4
,"75-79 years","75-79","Male","M","Hawaii","15",859,28324,3032.8
,"75-79 years","75-79","Male","M","Idaho","16",1239,32111,3858.5
,"75-79 years","75-79","Male","M","Illinois","17",7345,183689,3998.6
,"75-79 years","75-79","Male","M","Indiana","18",4570,98605,4634.7
,"75-79 years","75-79","Male","M","Iowa","19",2240,50234,4459.1
,"75-79 years","75-79","Male","M","Kansas","20",2001,43710,4577.9
,"75-79 years","75-79","Male","M","Kentucky","21",3738,69513,5377.4
,"75-79 years","75-79","Male","M","Louisiana","22",3233,66941,4829.6
,"75-79 years","75-79","Male","M","Maine","23",1186,29453,4026.8
,"75-79 years","75-79","Male","M","Maryland","24",3461,89226,3878.9
,"75-79 years","75-79","Male","M","Massachusetts","25",4030,110720,3639.8
,"75-79 years","75-79","Male","M","Michigan","26",6979,165203,4224.5
,"75-79 years","75-79","Male","M","Minnesota","27",3202,86436,3704.5
,"75-79 years","75-79","Male","M","Mississippi","28",2387,44063,5417.2
,"75-79 years","75-79","Male","M","Missouri","29",4400,96799,4545.5
,"75-79 years","75-79","Male","M","Montana","30",799,21596,3699.8
,"75-79 years","75-79","Male","M","Nebraska","31",1226,28879,4245.3
,"75-79 years","75-79","Male","M","Nevada","32",2317,53699,4314.8
,"75-79 years","75-79","Male","M","New Hampshire","33",980,25996,3769.8
,"75-79 years","75-79","Male","M","New Jersey","34",4770,138352,3447.7
,"75-79 years","75-79","Male","M","New Mexico","35",1401,38966,3595.4
,"75-79 years","75-79","Male","M","New York","36",10299,302375,3406.0
,"75-79 years","75-79","Male","M","North Carolina","37",7519,168938,4450.7
,"75-79 years","75-79","Male","M","North Dakota","38",455,11166,4074.9
,"75-79 years","75-79","Male","M","Ohio","39",8313,185410,4483.6
,"75-79 years","75-79","Male","M","Oklahoma","40",3019,58031,5202.4
,"75-79 years","75-79","Male","M","Oregon","41",3093,77308,4000.9
,"75-79 years","75-79","Male","M","Pennsylvania","42",9184,219688,4180.5
,"75-79 years","75-79","Male","M","Rhode Island","44",647,17900,3614.5
,"75-79 years","75-79","Male","M","South Carolina","45",4123,95991,4295.2
,"75-79 years","75-79","Male","M","South Dakota","46",596,14136,4216.2
,"75-79 years","75-79","Male","M","Tennessee","47",5297,109952,4817.6
,"75-79 years","75-79","Male","M","Texas","48",15362,358833,4281.1
,"75-79 years","75-79","Male","M","Utah","49",1384,37238,3716.6
,"75-79 years","75-79","Male","M","Vermont","50",469,13169,3561.4
,"75-79 years","75-79","Male","M","Virginia","51",5388,132549,4064.9
,"75-79 years","75-79","Male","M","Washington","53",4512,120087,3757.3
,"75-79 years","75-79","Male","M","West Virginia","54",1780,35035,5080.6
,"75-79 years","75-79","Male","M","Wisconsin","55",3800,98159,3871.3
,"75-79 years","75-79","Male","M","Wyoming","56",396,10120,3913.0
,"80-84 years","80-84","Female","F","Alabama","01",3870,64027,6044.3
,"80-84 years","80-84","Female","F","Alaska","02",236,5259,4487.5
,"80-84 years","80-84","Female","F","Arizona","04",4606,99398,4633.9
,"80-84 years","80-84","Female","F","Arkansas","05",2423,38198,6343.3
,"80-84 years","80-84","Female","F","California","06",18563,424349,4374.5
,"80-84 years","80-84","Female","F","Colorado","08",2791,57155,4883.2
,"80-84 years","80-84","Female","F","Connecticut","09",2213,48233,4588.1
,"80-84 years","80-84","Female","F","Delaware","10",739,13936,5302.8
,"80-84 years","80-84","Female","F","District of Columbia","11",268,6467,4144.1
,"80-84 years","80-84","Female","F","Florida","12",15528,361994,4289.6
,"80-84 years","80-84","Female","F","Georgia","13",6395,111800,5720.0
,"80-84 years","80-84","Female","F","Hawaii","15",691,19698,3508.0
,"80-84 years","80-84","Female","F","Idaho","16",1185,21160,5600.2
,"80-84 years","80-84","Female","F","Illinois","17",7644,151109,5058.6
,"80-84 years","80-84","Female","F","Indiana","18",4764,79020,6028.9
,"80-84 years","80-84","Female","F","Iowa","19",2163,39839,5429.4
,"80-84 years","80-84","Female","F","Kansas","20",1850,33591,5507.4
,"80-84 years","80-84","Female","F","Kentucky","21",3581,53431,6702.1
,"80-84 years","80-84","Female","F","Louisiana","22",3116,52376,5949.3
,"80-84 years","80-84","Female","F","Maine","23",1210,20508,5900.1
,"80-84 years","80-84","Female","F","Maryland","24",3534,73327,4819.5
,"80-84 years","80-84","Female","F","Massachusetts","25",4227,87833,4812.5
,"80-84 years","80-84","Female","F","Michigan","26",6930,126063,5497.3
,"80-84 years","80-84","Female","F","Minnesota","27",3318,66482,4990.8
,"80-84 years","80-84","Female","F","Mississippi","28",2277,35400,6432.2
,"80-84 years","80-84","Female","F","Missouri","29",4452,77224,5765.0
,"80-84 years","80-84","Female","F","Montana","30",762,13706,5559.6
,"80-84 years","80-84","Female","F","Nebraska","31",1212,21950,5521.6
,"80-84 years","80-84","Female","F","Nevada","32",1821,34595,5263.8
,"80-84 years","80-84","Female","F","New Hampshire","33",928,17881,5189.9
,"80-84 years","80-84","Female","F","New Jersey","34",5123,116767,4387.4
,"80-84 years","80-84","Female","F","New Mexico","35",1360,27094,5019.6
,"80-84 years","80-84","Female","F","New York","36",10743,257760,4167.8
,"80-84 years","80-84","Female","F","North Carolina","37",7243,126871,5708.9
,"80-84 years","80-84","Female","F","North Dakota","38",397,8327,4767.6
,"80-84 years","80-84","Female","F","Ohio","39",8602,149455,5755.6
,"80-84 years","80-84","Female","F","Oklahoma","40",3003,45751,6563.8
,"80-84 years","80-84","Female","F","Oregon","41",2810,52588,5343.4
,"80-84 years","80-84","Female","F","Pennsylvania","42",9495,179326,5294.8
,"80-84 years","80-84","Female","F","Rhode Island","44",678,14120,4801.7
,"80-84 years","80-84","Female","F","South Carolina","45",3915,66839,5857.4
,"80-84 years","80-84","Female","F","South Dakota","46",523,9768,5354.2
,"80-84 years","80-84","Female","F","Tennessee","47",5383,82314,6539.6
,"80-84 years","80-84","Female","F","Texas","48",14624,268257,5451.5
,"80-84 years","80-84","Female","F","Utah","49",1452,25949,5595.6
,"80-84 years","80-84","Female","F","Vermont","50",490,8802,5566.9
,"80-84 years","80-84","Female","F","Virginia","51",5323,102288,5203.9
,"80-84 years","80-84","Female","F","Washington","53",4316,82936,5204.0
,"80-84 years","80-84","Female","F","West Virginia","54",1637,24944,6562.7
,"80-84 years","80-84","Female","F","Wisconsin","55",3787,71734,5279.2
,"80-84 years","80-84","Female","F","Wyoming","56",354,6305,5614.6
,"80-84 years","80-84","Male","M","Alabama","01",3739,45438,8228.8
,"80-84 years","80-84","Male","M","Alaska","02",319,4784,6668.1
,"80-84 years","80-84","Male","M","Arizona","04",5126,84358,6076.5
,"80-84 years","80-84","Male","M","Arkansas","05",2353,28687,8202.3
,"80-84 years","80-84","Male","M","California","06",18976,319688,5935.8
,"80-84 years","80-84","Male","M","Colorado","08",2815,44644,6305.4
,"80-84 years","80-84","Male","M","Connecticut","09",2160,35495,6085.4
,"80-84 years","80-84","Male","M","Delaware","10",772,10940,7056.7
,"80-84 years","80-84","Male","M","District of Columbia","11",238,4112,5787.9
,"80-84 years","80-84","Male","M","Florida","12",16848,292845,5753.2
,"80-84 years","80-84","Male","M","Georgia","13",5947,80767,7363.2
,"80-84 years","80-84","Male","M","Hawaii","15",831,15842,5245.5
,"80-84 years","80-84","Male","M","Idaho","16",1257,18043,6966.7
,"80-84 years","80-84","Male","M","Illinois","17",7399,107807,6863.2
,"80-84 years","80-84","Male","M","Indiana","18",4499,57054,7885.5
,"80-84 years","80-84","Male","M","Iowa","19",2119,29962,7072.3
,"80-84 years","80-84","Male","M","Kansas","20",1964,24998,7856.6
,"80-84 years","80-84","Male","M","Kentucky","21",3298,38633,8536.7
,"80-84 years","80-84","Male","M","Louisiana","22",2987,37209,8027.6
,"80-84 years","80-84","Male","M","Maine","23",1173,16109,7281.6
,"80-84 years","80-84","Male","M","Maryland","24",3474,52462,6621.9
,"80-84 years","80-84","Male","M","Massachusetts","25",4101,62832,6526.9
,"80-84 years","80-84","Male","M","Michigan","26",6927,96475,7180.1
,"80-84 years","80-84","Male","M","Minnesota","27",3429,51994,6595.0
,"80-84 years","80-84","Male","M","Mississippi","28",2108,24243,8695.3
,"80-84 years","80-84","Male","M","Missouri","29",4447,57054,7794.4
,"80-84 years","80-84","Male","M","Montana","30",782,12212,6403.5
,"80-84 years","80-84","Male","M","Nebraska","31",1286,16681,7709.4
,"80-84 years","80-84","Male","M","Nevada","32",2127,30370,7003.6
,"80-84 years","80-84","Male","M","New Hampshire","33",1056,14270,7400.1
,"80-84 years","80-84","Male","M","New Jersey","34",4956,81852,6054.8
,"80-84 years","80-84","Male","M","New Mexico","35",1425,22021,6471.1
,"80-84 years","80-84","Male","M","New York","36",10507,179756,5845.1
,"80-84 years","80-84","Male","M","North Carolina","37",6773,93315,7258.2
,"80-84 years","80-84","Male","M","North Dakota","38",444,6654,6672.7
,"80-84 years","80-84","Male","M","Ohio","39",8244,105868,7787.1
,"80-84 years","80-84","Male","M","Oklahoma","40",2805,33733,8315.3
,"80-84 years","80-84","Male","M","Oregon","41",3104,42919,7232.2
,"80-84 years","80-84","Male","M","Pennsylvania","42",9117,128717,7083.0
,"80-84 years","80-84","Male","M","Rhode Island","44",659,10262,6421.8
,"80-84 years","80-84","Male","M","South Carolina","45",3852,51771,7440.5
,"80-84 years","80-84","Male","M","South Dakota","46",593,7790,7612.3
,"80-84 years","80-84","Male","M","Tennessee","47",5040,61305,8221.2
,"80-84 years","80-84","Male","M","Texas","48",14172,201157,7045.2
,"80-84 years","80-84","Male","M","Utah","49",1521,21637,7029.6
,"80-84 years","80-84","Male","M","Vermont","50",450,7320,6147.5
,"80-84 years","80-84","Male","M","Virginia","51",5259,75975,6922.0
,"80-84 years","80-84","Male","M","Washington","53",4426,67267,6579.7
,"80-84 years","80-84","Male","M","West Virginia","54",1575,19697,7996.1
,"80-84 years","80-84","Male","M","Wisconsin","55",3991,55877,7142.5
,"80-84 years","80-84","Male","M","Wyoming","56",372,5575,6672.6
,"85-89 years","85-89","Female","F","Alabama","01",3897,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Alaska","02",236,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Arizona","04",4538,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Arkansas","05",2211,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","California","06",20414,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Colorado","08",3132,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Connecticut","09",2452,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Delaware","10",730,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","District of Columbia","11",284,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Florida","12",16031,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Georgia","13",6079,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Hawaii","15",755,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Idaho","16",1157,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Illinois","17",7878,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Indiana","18",4656,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Iowa","19",2539,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Kansas","20",2073,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Kentucky","21",3295,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Louisiana","22",2995,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Maine","23",1268,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Maryland","24",3607,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Massachusetts","25",4719,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Michigan","26",7262,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Minnesota","27",3664,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Mississippi","28",2233,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Missouri","29",4426,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Montana","30",819,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Nebraska","31",1384,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Nevada","32",1660,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","New Hampshire","33",1108,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","New Jersey","34",5846,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","New Mexico","35",1398,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","New York","36",12053,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","North Carolina","37",7486,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","North Dakota","38",470,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Ohio","39",9018,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Oklahoma","40",2765,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Oregon","41",2868,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Pennsylvania","42",10364,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Rhode Island","44",780,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","South Carolina","45",3705,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","South Dakota","46",581,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Tennessee","47",5107,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Texas","48",14991,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Utah","49",1620,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Vermont","50",485,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Virginia","51",5472,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Washington","53",4262,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","West Virginia","54",1613,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Wisconsin","55",4296,Not Applicable,Not Applicable
,"85-89 years","85-89","Female","F","Wyoming","56",400,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Alabama","01",2942,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Alaska","02",240,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Arizona","04",4137,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Arkansas","05",1846,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","California","06",17929,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Colorado","08",2632,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Connecticut","09",1998,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Delaware","10",596,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","District of Columbia","11",168,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Florida","12",14509,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Georgia","13",4668,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Hawaii","15",785,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Idaho","16",1072,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Illinois","17",6470,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Indiana","18",3932,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Iowa","19",2071,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Kansas","20",1737,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Kentucky","21",2587,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Louisiana","22",2285,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Maine","23",1098,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Maryland","24",2878,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Massachusetts","25",3883,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Michigan","26",5715,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Minnesota","27",3261,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Mississippi","28",1601,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Missouri","29",3750,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Montana","30",775,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Nebraska","31",1167,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Nevada","32",1632,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","New Hampshire","33",897,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","New Jersey","34",4528,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","New Mexico","35",1258,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","New York","36",9709,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","North Carolina","37",5677,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","North Dakota","38",458,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Ohio","39",7263,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Oklahoma","40",2245,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Oregon","41",2550,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Pennsylvania","42",8259,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Rhode Island","44",623,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","South Carolina","45",3030,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","South Dakota","46",517,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Tennessee","47",3870,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Texas","48",11974,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Utah","49",1408,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Vermont","50",426,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Virginia","51",4536,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Washington","53",3920,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","West Virginia","54",1268,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Wisconsin","55",3746,Not Applicable,Not Applicable
,"85-89 years","85-89","Male","M","Wyoming","56",311,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Alabama","01",2900,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Alaska","02",189,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Arizona","04",3660,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Arkansas","05",1870,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","California","06",19513,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Colorado","08",2806,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Connecticut","09",2634,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Delaware","10",618,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","District of Columbia","11",221,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Florida","12",14532,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Georgia","13",4875,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Hawaii","15",938,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Idaho","16",981,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Illinois","17",7390,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Indiana","18",4150,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Iowa","19",2488,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Kansas","20",1966,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Kentucky","21",2605,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Louisiana","22",2422,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Maine","23",1154,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Maryland","24",3213,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Massachusetts","25",4903,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Michigan","26",6664,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Minnesota","27",3735,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Mississippi","28",1711,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Missouri","29",3921,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Montana","30",677,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Nebraska","31",1345,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Nevada","32",1206,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","New Hampshire","33",994,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","New Jersey","34",5753,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","New Mexico","35",1107,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","New York","36",11649,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","North Carolina","37",6069,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","North Dakota","38",472,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Ohio","39",8010,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Oklahoma","40",2305,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Oregon","41",2542,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Pennsylvania","42",10059,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Rhode Island","44",818,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","South Carolina","45",2951,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","South Dakota","46",566,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Tennessee","47",3973,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Texas","48",12078,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Utah","49",1254,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Vermont","50",519,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Virginia","51",4806,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Washington","53",3882,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","West Virginia","54",1228,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Wisconsin","55",4121,Not Applicable,Not Applicable
,"90-94 years","90-94","Female","F","Wyoming","56",332,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Alabama","01",1683,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Alaska","02",134,Not Applicable,Not Applicable
