GEOID,AGE_GROUP,SEX,index,MORTALITY_RATE_100K
38,65-69,MALE,71424.0,1842.9000000000003
39,65-69,FEMALE,73822.0,1466.7
39,65-69,MALE,73821.0,2304.6
40,65-69,FEMALE,76610.0,1821.8
40,65-69,MALE,76609.0,2739.9
41,65-69,FEMALE,78514.0,1173.0
41,65-69,MALE,78513.0,1885.0999999999997
42,65-69,FEMALE,80265.0,1248.4
42,65-69,MALE,80264.0,1998.1999999999998
44,65-69,FEMALE,81489.0,1077.1
44,65-69,MALE,81488.0,1734.7
45,65-69,FEMALE,82356.0,1403.4
45,65-69,MALE,82355.0,2344.5
46,65-69,FEMALE,84243.0,1110.3
46,65-69,MALE,84242.0,1689.5
47,65-69,FEMALE,86963.0,1650.9
47,65-69,MALE,86962.0,2597.8
48,65-69,FEMALE,92879.0,1371.1
48,65-69,MALE,92878.0,2205.4
49,65-69,FEMALE,97673.0,1037.8
49,65-69,MALE,97672.0,1563.9
50,65-69,FEMALE,98404.0,977.0
50,65-69,MALE,98403.0,1642.8
51,65-69,FEMALE,100886.0,1263.3
51,65-69,MALE,100885.0,1959.3
53,65-69,FEMALE,103793.0,1090.3
53,65-69,MALE,103792.0,1748.3
54,65-69,FEMALE,105391.0,1786.0
54,65-69,MALE,105390.0,2738.8
55,65-69,FEMALE,107550.0,1099.2
55,65-69,MALE,107549.0,1768.9
56,65-69,FEMALE,109165.0,1263.2
56,65-69,MALE,109164.0,1945.5
01,70-74,FEMALE,1149.0,2503.1
01,70-74,MALE,1148.0,3824.8
02,70-74,FEMALE,2662.0,1855.3
02,70-74,MALE,2661.0,2648.9
04,70-74,FEMALE,3291.0,1791.5
04,70-74,MALE,3290.0,2746.3
05,70-74,FEMALE,4821.0,2509.2
05,70-74,MALE,4820.0,3810.1
06,70-74,FEMALE,7082.0,1564.1
06,70-74,MALE,7081.0,2472.6
08,70-74,FEMALE,9156.0,1602.0
08,70-74,MALE,9155.0,2336.9
09,70-74,FEMALE,10261.0,1558.5
09,70-74,MALE,10260.0,2341.8
10,70-74,FEMALE,10329.0,1799.0999999999997
10,70-74,MALE,10328.0,2647.5
11,70-74,FEMALE,10397.0,2063.9
11,70-74,MALE,10396.0,3278.7
12,70-74,FEMALE,11553.0,1644.0
12,70-74,MALE,11552.0,2598.9
13,70-74,FEMALE,15378.0,2212.7
13,70-74,MALE,15377.0,3289.8
15,70-74,FEMALE,18149.0,1295.3
15,70-74,MALE,18148.0,2270.9
16,70-74,FEMALE,18982.0,1830.7
16,70-74,MALE,18981.0,2532.8
17,70-74,FEMALE,21464.0,1931.4
17,70-74,MALE,21463.0,2858.2
18,70-74,FEMALE,24762.0,2327.1
18,70-74,MALE,24761.0,3327.2
19,70-74,FEMALE,29702.5,1964.6
19,70-74,MALE,29700.5,2941.7
20,70-74,FEMALE,34843.0,2132.9
20,70-74,MALE,34842.0,3125.3
21,70-74,FEMALE,38668.0,2593.3
21,70-74,MALE,38667.0,3726.5
22,70-74,FEMALE,41796.0,2385.5
22,70-74,MALE,41795.0,3574.8
23,70-74,FEMALE,43156.0,1777.9
23,70-74,MALE,43155.0,2725.4
24,70-74,FEMALE,43836.0,1835.8
24,70-74,MALE,43835.0,2718.7
25,70-74,FEMALE,44482.0,1578.1
25,70-74,MALE,44481.0,2371.7
26,70-74,FEMALE,46131.0,2075.4
26,70-74,MALE,46130.0,2996.2
27,70-74,FEMALE,49021.0,1646.7
27,70-74,MALE,49020.0,2406.0
28,70-74,FEMALE,51894.0,2665.2
28,70-74,MALE,51893.0,4071.6999999999994
29,70-74,FEMALE,55243.0,2239.2
29,70-74,MALE,55242.0,3260.0
30,70-74,FEMALE,58150.0,1800.1
30,70-74,MALE,58149.0,2639.2
31,70-74,FEMALE,60683.0,1897.7
31,70-74,MALE,60682.0,2750.7
32,70-74,FEMALE,62553.0,2011.2
32,70-74,MALE,62552.0,3207.2
33,70-74,FEMALE,63012.0,1659.0
33,70-74,MALE,63011.0,2465.5
34,70-74,FEMALE,63539.0,1686.4
34,70-74,MALE,63538.0,2506.6
35,70-74,FEMALE,64457.0,1876.4
35,70-74,MALE,64456.0,2805.2
36,70-74,FEMALE,66072.0,1635.4
36,70-74,MALE,66071.0,2510.4
37,70-74,FEMALE,68826.0,2030.2
37,70-74,MALE,68825.0,3074.9
38,70-74,FEMALE,71427.0,1789.9000000000003
38,70-74,MALE,71426.0,2644.6
39,70-74,FEMALE,73824.0,2247.9
39,70-74,MALE,73823.0,3255.2
40,70-74,FEMALE,76612.0,2665.6
40,70-74,MALE,76611.0,3791.2000000000003
41,70-74,FEMALE,78516.0,1766.8
41,70-74,MALE,78515.0,2624.9
42,70-74,FEMALE,80267.0,1951.8
42,70-74,MALE,80266.0,2911.0
44,70-74,FEMALE,81491.0,1677.1
44,70-74,MALE,81490.0,2667.4
45,70-74,FEMALE,82358.0,2093.3
45,70-74,MALE,82357.0,3172.0
46,70-74,FEMALE,84245.0,1832.7
46,70-74,MALE,84244.0,2685.0
47,70-74,FEMALE,86965.0,2448.8
47,70-74,MALE,86964.0,3607.4
48,70-74,FEMALE,92881.0,2078.1
48,70-74,MALE,92880.0,3122.3
49,70-74,FEMALE,97675.0,1727.1
49,70-74,MALE,97674.0,2347.3
50,70-74,FEMALE,98406.0,1633.8
50,70-74,MALE,98405.0,2354.9
51,70-74,FEMALE,100888.0,1914.8
51,70-74,MALE,100887.0,2784.9
53,70-74,FEMALE,103795.0,1709.4
53,70-74,MALE,103794.0,2529.7
54,70-74,FEMALE,105393.0,2613.8
54,70-74,MALE,105392.0,3724.9
55,70-74,FEMALE,107552.0,1807.2
55,70-74,MALE,107551.0,2674.3
56,70-74,FEMALE,109167.0,2024.7
56,70-74,MALE,109166.0,2799.8
01,75-79,FEMALE,1151.0,3969.0
01,75-79,MALE,1150.0,5613.0
02,75-79,FEMALE,2664.0,3050.6
02,75-79,MALE,2663.0,4211.3
04,75-79,FEMALE,3293.0,2885.0
04,75-79,MALE,3292.0,4087.2
05,75-79,FEMALE,4823.0,3991.7
05,75-79,MALE,4822.0,5570.1
06,75-79,FEMALE,7084.0,2581.7
06,75-79,MALE,7083.0,3824.8
08,75-79,FEMALE,9158.0,2838.2
08,75-79,MALE,9157.0,3791.3
09,75-79,FEMALE,10263.0,2714.4
09,75-79,MALE,10262.0,3801.9
10,75-79,FEMALE,10331.0,2983.1999999999994
10,75-79,MALE,10330.0,4292.6
11,75-79,FEMALE,10399.0,2931.4
11,75-79,MALE,10398.0,4160.3
12,75-79,FEMALE,11555.0,2617.0
12,75-79,MALE,11554.0,3833.9
13,75-79,FEMALE,15380.0,3525.2
13,75-79,MALE,15379.0,4939.2
15,75-79,FEMALE,18151.0,2034.4
15,75-79,MALE,18150.0,3297.6
16,75-79,FEMALE,18984.0,3129.6
16,75-79,MALE,18983.0,4289.8
17,75-79,FEMALE,21466.0,3150.0
17,75-79,MALE,21465.0,4468.2
18,75-79,FEMALE,24764.0,3744.2
18,75-79,MALE,24763.0,5229.9
19,75-79,FEMALE,29706.5,3293.2
19,75-79,MALE,29704.5,4663.5
20,75-79,FEMALE,34845.0,3502.5
20,75-79,MALE,34844.0,4909.5
21,75-79,FEMALE,38670.0,4204.5
21,75-79,MALE,38669.0,5784.3
22,75-79,FEMALE,41798.0,3794.6
22,75-79,MALE,41797.0,5384.4
23,75-79,FEMALE,43158.0,3219.7
23,75-79,MALE,43157.0,4313.6
24,75-79,FEMALE,43838.0,3020.8000000000006
24,75-79,MALE,43837.0,4203.5
25,75-79,FEMALE,44484.0,2801.4
25,75-79,MALE,44483.0,3971.3
26,75-79,FEMALE,46133.0,3422.4
26,75-79,MALE,46132.0,4713.0
27,75-79,FEMALE,49023.0,2892.4
27,75-79,MALE,49022.0,4020.9
28,75-79,FEMALE,51896.0,4204.7
28,75-79,MALE,51895.0,5975.7
29,75-79,FEMALE,55245.0,3604.4
29,75-79,MALE,55244.0,4997.0
30,75-79,FEMALE,58152.0,3021.1
30,75-79,MALE,58151.0,4381.8
31,75-79,FEMALE,60685.0,3188.9
31,75-79,MALE,60684.0,4608.1
32,75-79,FEMALE,62555.0,3374.6
32,75-79,MALE,62554.0,4723.6
33,75-79,FEMALE,63014.0,3094.2
33,75-79,MALE,63013.0,4074.6
34,75-79,FEMALE,63541.0,2793.2
34,75-79,MALE,63540.0,4040.9000000000005
35,75-79,FEMALE,64459.0,2960.1
35,75-79,MALE,64458.0,4181.2
36,75-79,FEMALE,66074.0,2694.8
36,75-79,MALE,66073.0,3949.4
37,75-79,FEMALE,68828.0,3417.4
37,75-79,MALE,68827.0,4735.3
38,75-79,FEMALE,71429.0,2940.1
38,75-79,MALE,71428.0,4416.9
39,75-79,FEMALE,73826.0,3671.8
39,75-79,MALE,73825.0,5064.3
40,75-79,FEMALE,76614.0,4150.8
40,75-79,MALE,76613.0,5700.7
41,75-79,FEMALE,78518.0,3044.3
41,75-79,MALE,78517.0,4244.4
42,75-79,FEMALE,80269.0,3258.0
42,75-79,MALE,80268.0,4655.3
44,75-79,FEMALE,81493.0,3022.8
44,75-79,MALE,81492.0,4137.6
45,75-79,FEMALE,82360.0,3407.3
45,75-79,MALE,82359.0,4838.9
46,75-79,FEMALE,84247.0,3130.9
46,75-79,MALE,84246.0,4527.7
47,75-79,FEMALE,86967.0,3963.1
47,75-79,MALE,86966.0,5413.5
48,75-79,FEMALE,92883.0,3373.9
48,75-79,MALE,92882.0,4792.5
49,75-79,FEMALE,97677.0,3112.3
49,75-79,MALE,97676.0,3981.8
50,75-79,FEMALE,98408.0,2799.6
50,75-79,MALE,98407.0,3842.9
51,75-79,FEMALE,100890.0,3175.0
51,75-79,MALE,100889.0,4413.7
53,75-79,FEMALE,103797.0,2894.9
53,75-79,MALE,103796.0,4041.8
54,75-79,FEMALE,105395.0,4116.9
54,75-79,MALE,105394.0,5636.4
55,75-79,FEMALE,107554.0,3117.1
55,75-79,MALE,107553.0,4322.3
56,75-79,FEMALE,109169.0,3396.6
56,75-79,MALE,109168.0,4493.4
01,80-84,FEMALE,1153.0,6551.3
01,80-84,MALE,1152.0,8777.3
02,80-84,FEMALE,2666.0,5134.1
02,80-84,MALE,2665.0,7135.0
04,80-84,FEMALE,3295.0,4957.6
04,80-84,MALE,3294.0,6465.8
05,80-84,FEMALE,4825.0,6509.5
05,80-84,MALE,4824.0,8588.1
06,80-84,FEMALE,7086.0,4583.2
06,80-84,MALE,7085.0,6326.1
08,80-84,FEMALE,9160.0,5122.8
08,80-84,MALE,9159.0,6863.2
09,80-84,FEMALE,10265.0,4824.8
09,80-84,MALE,10264.0,6610.1
10,80-84,FEMALE,10333.0,5492.8
10,80-84,MALE,10332.0,7151.7
11,80-84,FEMALE,10401.0,4486.0
11,80-84,MALE,10400.0,6260.7
12,80-84,FEMALE,11557.0,4430.3
12,80-84,MALE,11556.0,6068.7
13,80-84,FEMALE,15382.0,6055.8
13,80-84,MALE,15381.0,8004.5
15,80-84,FEMALE,18153.0,3563.9
15,80-84,MALE,18152.0,5458.3
16,80-84,FEMALE,18986.0,5777.2
16,80-84,MALE,18985.0,7470.3
17,80-84,FEMALE,21468.0,5305.9
17,80-84,MALE,21467.0,7355.2
18,80-84,FEMALE,24766.0,6301.8
18,80-84,MALE,24765.0,8419.2
19,80-84,FEMALE,29710.5,5620.800000000001
19,80-84,MALE,29708.5,7735.199999999999
20,80-84,FEMALE,34847.0,5894.2
20,80-84,MALE,34846.0,8088.9
21,80-84,FEMALE,38672.0,6869.9
21,80-84,MALE,38671.0,9019.7
22,80-84,FEMALE,41800.0,6257.0
22,80-84,MALE,41799.0,8453.1
23,80-84,FEMALE,43160.0,5820.4
23,80-84,MALE,43159.0,7613.4
24,80-84,FEMALE,43840.0,5116.3
24,80-84,MALE,43839.0,6984.399999999999
25,80-84,FEMALE,44486.0,4986.4
25,80-84,MALE,44485.0,6891.6
26,80-84,FEMALE,46135.0,5834.1
26,80-84,MALE,46134.0,7772.2
27,80-84,FEMALE,49025.0,5153.7
27,80-84,MALE,49024.0,6935.3
28,80-84,FEMALE,51898.0,6771.700000000001
28,80-84,MALE,51897.0,9288.1
29,80-84,FEMALE,55247.0,5968.7
29,80-84,MALE,55246.0,8178.8
30,80-84,FEMALE,58154.0,5742.8
30,80-84,MALE,58153.0,7259.9
31,80-84,FEMALE,60687.0,5518.6
31,80-84,MALE,60686.0,7616.4
32,80-84,FEMALE,62557.0,5775.2
32,80-84,MALE,62556.0,7510.1
33,80-84,FEMALE,63016.0,5433.0
33,80-84,MALE,63015.0,7340.9
34,80-84,FEMALE,63543.0,4866.1
34,80-84,MALE,63542.0,6817.699999999999
35,80-84,FEMALE,64461.0,5213.8
35,80-84,MALE,64460.0,6857.3
36,80-84,FEMALE,66076.0,4566.6
36,80-84,MALE,66075.0,6535.7
37,80-84,FEMALE,68830.0,5888.7
37,80-84,MALE,68829.0,7784.1
38,80-84,FEMALE,71431.0,5086.8
38,80-84,MALE,71430.0,7100.3
39,80-84,FEMALE,73828.0,6143.9
39,80-84,MALE,73827.0,8385.2
40,80-84,FEMALE,76616.0,6629.6
40,80-84,MALE,76615.0,8904.4
41,80-84,FEMALE,78520.0,5437.6
41,80-84,MALE,78519.0,7256.2
42,80-84,FEMALE,80271.0,5532.2
42,80-84,MALE,80270.0,7728.6
44,80-84,FEMALE,81495.0,5196.5
44,80-84,MALE,81494.0,7138.8
45,80-84,FEMALE,82362.0,6132.4
45,80-84,MALE,82361.0,7878.6
46,80-84,FEMALE,84249.0,5302.6
46,80-84,MALE,84248.0,7982.8
47,80-84,FEMALE,86969.0,6605.4
47,80-84,MALE,86968.0,8763.9
48,80-84,FEMALE,92885.0,5759.6
48,80-84,MALE,92884.0,7736.7
49,80-84,FEMALE,97679.0,5922.1
49,80-84,MALE,97678.0,7099.0
50,80-84,FEMALE,98410.0,5223.9
50,80-84,MALE,98409.0,6831.7
51,80-84,FEMALE,100892.0,5468.6
51,80-84,MALE,100891.0,7338.0
53,80-84,FEMALE,103799.0,5228.4
53,80-84,MALE,103798.0,6903.7
54,80-84,FEMALE,105397.0,6872.0
54,80-84,MALE,105396.0,8814.1
55,80-84,FEMALE,107556.0,5471.9
55,80-84,MALE,107555.0,7569.299999999999
56,80-84,FEMALE,109171.0,5760.2
56,80-84,MALE,109170.0,7495.2
01,85+,FEMALE,1155.0,14946.2
01,85+,MALE,1154.0,16902.4
02,85+,FEMALE,2668.0,12459.4
02,85+,MALE,2667.0,14717.8
04,85+,FEMALE,3297.0,12929.9
04,85+,MALE,3296.0,13301.8
05,85+,FEMALE,4827.0,14611.0
05,85+,MALE,4826.0,16359.6
06,85+,FEMALE,7088.0,12559.0
06,85+,MALE,7087.0,14586.4
08,85+,FEMALE,9162.0,14166.5
08,85+,MALE,9161.0,16140.2
09,85+,FEMALE,10267.0,14079.3
09,85+,MALE,10266.0,16472.0
10,85+,FEMALE,10335.0,14393.299999999997
10,85+,MALE,10334.0,16066.700000000003
11,85+,FEMALE,10403.0,11053.7
11,85+,MALE,10402.0,11679.9
12,85+,FEMALE,11559.0,12076.1
12,85+,MALE,11558.0,12792.5
13,85+,FEMALE,15384.0,14530.5
13,85+,MALE,15383.0,16074.899999999998
15,85+,FEMALE,18155.0,10075.2
15,85+,MALE,18154.0,11910.4
16,85+,FEMALE,18988.0,15744.2
16,85+,MALE,18987.0,17156.0
17,85+,FEMALE,21470.0,13529.2
17,85+,MALE,21469.0,16103.9
18,85+,FEMALE,24768.0,14982.1
18,85+,MALE,24767.0,17974.1
19,85+,FEMALE,29714.5,14342.100000000002
19,85+,MALE,29712.5,17425.1
20,85+,FEMALE,34849.0,14557.9
20,85+,MALE,34848.0,17261.1
21,85+,FEMALE,38674.0,15281.4
21,85+,MALE,38673.0,17597.1
22,85+,FEMALE,41802.0,14580.5
22,85+,MALE,41801.0,16347.5
23,85+,FEMALE,43162.0,15089.5
23,85+,MALE,43161.0,17575.3
24,85+,FEMALE,43842.0,12997.5
24,85+,MALE,43841.0,15378.1
25,85+,FEMALE,44488.0,14119.6
25,85+,MALE,44487.0,16954.1
26,85+,FEMALE,46137.0,15224.8
26,85+,MALE,46136.0,17891.9
27,85+,FEMALE,49027.0,13650.1
27,85+,MALE,49026.0,16378.5
28,85+,FEMALE,51900.0,15141.900000000001
28,85+,MALE,51899.0,17617.4
29,85+,FEMALE,55249.0,14210.7
29,85+,MALE,55248.0,16814.9
30,85+,FEMALE,58156.0,14421.8
30,85+,MALE,58155.0,16775.5
31,85+,FEMALE,60689.0,14636.6
31,85+,MALE,60688.0,16841.1
32,85+,FEMALE,62559.0,13778.7
32,85+,MALE,62558.0,15085.2
33,85+,FEMALE,63018.0,14342.3
33,85+,MALE,63017.0,17043.7
34,85+,FEMALE,63545.0,13677.3
34,85+,MALE,63544.0,15731.100000000002
35,85+,FEMALE,64463.0,13394.4
35,85+,MALE,64462.0,15096.2
36,85+,FEMALE,66078.0,12382.3
36,85+,MALE,66077.0,14517.3
37,85+,FEMALE,68832.0,14684.5
37,85+,MALE,68831.0,16584.6
38,85+,FEMALE,71433.0,12450.1
38,85+,MALE,71432.0,16311.0
39,85+,FEMALE,73830.0,15327.3
39,85+,MALE,73829.0,18145.7
40,85+,FEMALE,76618.0,14953.5
40,85+,MALE,76617.0,17099.9
41,85+,FEMALE,78522.0,14960.0
41,85+,MALE,78521.0,16962.8
42,85+,FEMALE,80273.0,14604.9
42,85+,MALE,80272.0,17468.6
44,85+,FEMALE,81497.0,14408.0
44,85+,MALE,81496.0,17546.5
45,85+,FEMALE,82364.0,15006.3
45,85+,MALE,82363.0,16771.6
46,85+,FEMALE,84251.0,13513.3
46,85+,MALE,84250.0,17635.9
47,85+,FEMALE,86971.0,15431.6
47,85+,MALE,86970.0,17485.2
48,85+,FEMALE,92887.0,14127.0
48,85+,MALE,92886.0,16011.6
49,85+,FEMALE,97681.0,16118.6
49,85+,MALE,97680.0,17330.8
50,85+,FEMALE,98412.0,14573.2
50,85+,MALE,98411.0,17013.2
51,85+,FEMALE,100894.0,14220.4
51,85+,MALE,100893.0,16229.300000000001
53,85+,FEMALE,103801.0,13970.1
53,85+,MALE,103800.0,16198.2
54,85+,FEMALE,105399.0,15733.8
54,85+,MALE,105398.0,17334.7
55,85+,FEMALE,107558.0,15294.200000000003
55,85+,MALE,107557.0,18083.7
56,85+,FEMALE,109173.0,14135.5
56,85+,MALE,109172.0,15814.9
