GEOID,AGE_GROUP,SEX,MORTALITY_RATE_100K
17,10-14,FEMALE,9.259557012297657
17,10-14,MALE,22.16383327411673
18,10-14,FEMALE,15.751707912151057
18,10-14,MALE,20.110671107966443
19,10-14,FEMALE,13.22212169201151
19,10-14,MALE,21.194283300430218
20,10-14,FEMALE,13.477735634211173
20,10-14,MALE,23.09053237331767
21,10-14,FEMALE,16.992861084748764
21,10-14,MALE,24.007356067406683
22,10-14,FEMALE,21.400103566410998
22,10-14,MALE,26.28597196056876
23,10-14,FEMALE,10.169068469089673
23,10-14,MALE,11.733540541257314
24,10-14,FEMALE,15.313875524109422
24,10-14,MALE,18.99695951092055
25,10-14,FEMALE,10.0485359426906
25,10-14,MALE,11.787705625079356
26,10-14,FEMALE,12.429164400616802
26,10-14,MALE,20.320697353389377
27,10-14,FEMALE,18.23983848924304
27,10-14,MALE,12.777640866795927
28,10-14,FEMALE,22.93904543036796
28,10-14,MALE,30.027505820867926
29,10-14,FEMALE,15.05043562884829
29,10-14,MALE,26.1402303027365
30,10-14,FEMALE,15.55509965332761
30,10-14,MALE,22.20759510254948
31,10-14,FEMALE,13.12658938341993
31,10-14,MALE,21.041150629305477
32,10-14,FEMALE,23.131419796498232
32,10-14,MALE,14.870198440606007
33,10-14,FEMALE,10.093300123825218
33,10-14,MALE,11.646115527490636
34,10-14,FEMALE,9.834776477779718
34,10-14,MALE,13.080252715447026
35,10-14,FEMALE,14.48035099718401
35,10-14,MALE,21.430919475832333
36,10-14,FEMALE,11.915768240762835
36,10-14,MALE,13.688361863355654
37,10-14,FEMALE,15.82656661823932
37,10-14,MALE,23.302920174094705
38,10-14,FEMALE,15.37729999508912
38,10-14,MALE,21.953755338900816
39,10-14,FEMALE,13.557763373271994
39,10-14,MALE,22.167437924181947
40,10-14,FEMALE,20.283337611373202
40,10-14,MALE,27.668047906776067
41,10-14,FEMALE,13.763678569955074
41,10-14,MALE,17.961112460083214
42,10-14,FEMALE,8.545959275543987
42,10-14,MALE,18.270671554611283
44,10-14,FEMALE,10.06720564235234
44,10-14,MALE,11.616006510406546
45,10-14,FEMALE,18.202310065187152
45,10-14,MALE,28.7713933288442
46,10-14,FEMALE,15.263618121692641
46,10-14,MALE,21.79145480266811
47,10-14,FEMALE,13.64162094992425
47,10-14,MALE,24.73157179410727
48,10-14,FEMALE,13.123897819640376
48,10-14,MALE,18.859527237112836
49,10-14,FEMALE,15.203268110360034
49,10-14,MALE,17.115628878958777
50,10-14,FEMALE,10.067784241001275
50,10-14,MALE,11.61667412423224
51,10-14,FEMALE,13.241030995718758
51,10-14,MALE,16.085400617021303
53,10-14,FEMALE,14.982688600958223
53,10-14,MALE,19.615493628886092
54,10-14,FEMALE,11.903139913846628
54,10-14,MALE,18.762576474368416
55,10-14,FEMALE,12.64592018899654
55,10-14,MALE,20.586381703017622
56,10-14,FEMALE,15.601178780512642
56,10-14,MALE,22.273381026266474
01,15-19,FEMALE,44.96369467444104
01,15-19,MALE,113.14393757947582
02,15-19,FEMALE,38.888462258005895
02,15-19,MALE,99.36002106920506
04,15-19,FEMALE,42.97696042983388
04,15-19,MALE,88.98874038888155
05,15-19,FEMALE,36.47454437506498
05,15-19,MALE,112.66799960599587
06,15-19,FEMALE,26.789067938063052
06,15-19,MALE,61.813293797826965
08,15-19,FEMALE,33.75848845632773
08,15-19,MALE,94.50442183906074
09,15-19,FEMALE,17.354582759215177
09,15-19,MALE,50.796278750287115
10,15-19,FEMALE,24.687806646962372
10,15-19,MALE,77.6043005755112
11,15-19,FEMALE,24.654477639502886
11,15-19,MALE,208.33524730432515
12,15-19,FEMALE,28.00882453398474
12,15-19,MALE,77.43616194689899
13,15-19,FEMALE,41.32713808669395
13,15-19,MALE,91.95777882323605
15,15-19,FEMALE,29.231826635697193
15,15-19,MALE,66.28487778930668
16,15-19,FEMALE,38.45463032008833
16,15-19,MALE,77.39850530073757
17,15-19,FEMALE,30.832354732437942
17,15-19,MALE,87.1777442115258
18,15-19,FEMALE,32.791291313974845
18,15-19,MALE,103.9216452820532
19,15-19,FEMALE,31.791424950645325
19,15-19,MALE,59.207883164963306
20,15-19,FEMALE,49.74870064980889
20,15-19,MALE,98.30818933189326
21,15-19,FEMALE,46.13759375917252
21,15-19,MALE,94.25110159796698
22,15-19,FEMALE,48.56553183792816
22,15-19,MALE,148.82355128604544
23,15-19,FEMALE,19.653680406606004
23,15-19,MALE,56.12543558901415
24,15-19,FEMALE,31.79083020194867
24,15-19,MALE,80.05861508173659
25,15-19,FEMALE,15.459286065677846
25,15-19,MALE,40.677246460314834
26,15-19,FEMALE,30.678334353903377
26,15-19,MALE,67.37396258429584
27,15-19,FEMALE,35.1141275728743
27,15-19,MALE,59.30385990085438
28,15-19,FEMALE,54.83711718761783
28,15-19,MALE,167.36642588680485
29,15-19,FEMALE,38.913297382482746
29,15-19,MALE,111.09597878663014
30,15-19,FEMALE,36.686555786150016
30,15-19,MALE,100.66790907719566
31,15-19,FEMALE,39.47628718984376
31,15-19,MALE,71.6171273713058
32,15-19,FEMALE,35.76622892903928
32,15-19,MALE,91.65096163066316
33,15-19,FEMALE,19.507243508546814
33,15-19,MALE,45.90510537085892
34,15-19,FEMALE,21.046421662448594
34,15-19,MALE,47.40362262289824
35,15-19,FEMALE,46.53019453761795
35,15-19,MALE,151.5610071038593
36,15-19,FEMALE,21.960465435455472
36,15-19,MALE,45.69352449350376
37,15-19,FEMALE,36.21662177057218
37,15-19,MALE,97.67807372974697
38,15-19,FEMALE,36.26721696954981
38,15-19,MALE,78.33718865422759
39,15-19,FEMALE,27.21448852299123
39,15-19,MALE,78.87253582845095
40,15-19,FEMALE,56.12379824506177
40,15-19,MALE,106.53675386167866
41,15-19,FEMALE,29.08919300600434
41,15-19,MALE,91.66024239140295
42,15-19,FEMALE,18.467130388531835
42,15-19,MALE,67.87652711955052
44,15-19,FEMALE,19.456810904930965
44,15-19,MALE,46.36722598737279
45,15-19,FEMALE,28.28208391848971
45,15-19,MALE,96.88326325018967
46,15-19,FEMALE,72.382189080228
46,15-19,MALE,77.75805458220779
47,15-19,FEMALE,43.182109481774596
47,15-19,MALE,115.70842517957331
48,15-19,FEMALE,31.40014070921364
48,15-19,MALE,89.53414734732435
49,15-19,FEMALE,30.406536220720067
49,15-19,MALE,56.98835090424264
50,15-19,FEMALE,19.457929158089005
50,15-19,MALE,46.36989087922703
51,15-19,FEMALE,25.010836325246544
51,15-19,MALE,84.05602639504427
53,15-19,FEMALE,42.6809484487823
53,15-19,MALE,74.51916172581852
54,15-19,FEMALE,38.332145485268796
54,15-19,MALE,75.95817250107211
55,15-19,FEMALE,36.56533512012177
55,15-19,MALE,74.89521724335935
56,15-19,FEMALE,36.79523297290717
56,15-19,MALE,108.22704525097762
01,20-24,FEMALE,69.74760481089766
01,20-24,MALE,186.51606679768136
02,20-24,FEMALE,96.3461652442096
02,20-24,MALE,247.81672573914256
04,20-24,FEMALE,50.025573529943316
04,20-24,MALE,149.6851309731572
05,20-24,FEMALE,63.80587412241826
05,20-24,MALE,177.0637585431052
06,20-24,FEMALE,42.26719608005504
06,20-24,MALE,118.56643031846424
08,20-24,FEMALE,48.074409062449526
08,20-24,MALE,143.54612283435634
09,20-24,FEMALE,31.394245216108356
09,20-24,MALE,85.70043958061876
10,20-24,FEMALE,48.19531974905004
10,20-24,MALE,155.60203233264727
11,20-24,FEMALE,48.13025515281439
11,20-24,MALE,210.98732258825575
12,20-24,FEMALE,49.33042106504578
12,20-24,MALE,133.6476437106054
13,20-24,FEMALE,61.50104909583838
13,20-24,MALE,172.16376482561128
15,20-24,FEMALE,43.50556138088713
15,20-24,MALE,99.23178607101221
16,20-24,FEMALE,51.37068935889662
16,20-24,MALE,144.81641952603238
17,20-24,FEMALE,46.88882061546473
17,20-24,MALE,127.76218558457509
18,20-24,FEMALE,63.79937041147976
18,20-24,MALE,147.90754662164483
19,20-24,FEMALE,44.04133181236187
19,20-24,MALE,100.81867790158778
20,20-24,FEMALE,60.05520437008802
20,20-24,MALE,126.65107456266087
21,20-24,FEMALE,67.97144433899506
21,20-24,MALE,162.9141158648297
22,20-24,FEMALE,72.79943907295066
22,20-24,MALE,240.09157288891242
23,20-24,FEMALE,31.19166193884236
23,20-24,MALE,143.54031262138116
24,20-24,FEMALE,47.97701509135547
24,20-24,MALE,145.28797095341787
25,20-24,FEMALE,27.05375061493623
25,20-24,MALE,74.39781419107463
26,20-24,FEMALE,48.92750430718995
26,20-24,MALE,110.2841730149967
27,20-24,FEMALE,42.5271100604811
27,20-24,MALE,113.4381399090356
28,20-24,FEMALE,81.41884365199272
28,20-24,MALE,247.8007611512281
29,20-24,FEMALE,65.84565587621127
29,20-24,MALE,163.87151951147314
30,20-24,FEMALE,69.45987895511071
30,20-24,MALE,108.1030510498554
31,20-24,FEMALE,39.76584430859567
31,20-24,MALE,93.04435415894714
32,20-24,FEMALE,51.99709912238048
32,20-24,MALE,134.900885199746
33,20-24,FEMALE,30.959257110579273
33,20-24,MALE,93.75122999629961
34,20-24,FEMALE,35.79858637911817
34,20-24,MALE,95.10228854012988
35,20-24,FEMALE,83.11721472383621
35,20-24,MALE,223.76969074315025
36,20-24,FEMALE,33.28536913535403
36,20-24,MALE,87.54642947138976
37,20-24,FEMALE,65.73365399109215
37,20-24,MALE,162.44077271358518
38,20-24,FEMALE,47.582588664049354
38,20-24,MALE,99.7106685216156
39,20-24,FEMALE,56.507174351374516
39,20-24,MALE,131.32227734548857
40,20-24,FEMALE,59.373070775039025
40,20-24,MALE,127.90318231637761
41,20-24,FEMALE,55.835632212867395
41,20-24,MALE,147.788718829163
42,20-24,FEMALE,40.56874920459387
42,20-24,MALE,128.09115971619954
44,20-24,FEMALE,30.879217306830732
44,20-24,MALE,70.2768393879596
45,20-24,FEMALE,58.814991124610096
45,20-24,MALE,193.08149332588306
46,20-24,FEMALE,47.230818338822516
46,20-24,MALE,116.9250746680606
47,20-24,FEMALE,72.72259801362495
47,20-24,MALE,213.65330077687113
48,20-24,FEMALE,56.09251142172221
48,20-24,MALE,140.27988558326714
49,20-24,FEMALE,37.6735071413953
49,20-24,MALE,93.8012956997685
50,20-24,FEMALE,30.880992046917374
50,20-24,MALE,103.96923341187856
51,20-24,FEMALE,55.710411893098176
51,20-24,MALE,139.07986631058665
53,20-24,FEMALE,46.82090187799445
53,20-24,MALE,132.8727910137611
54,20-24,FEMALE,69.40135814174982
54,20-24,MALE,179.55583937836437
55,20-24,FEMALE,41.172763406035244
55,20-24,MALE,112.636917032225
56,20-24,FEMALE,48.275345660454214
56,20-24,MALE,164.35204061231872
01,25-29,FEMALE,78.6619756504927
01,25-29,MALE,275.95365555098124
02,25-29,FEMALE,161.58156068201447
02,25-29,MALE,186.27573421584822
04,25-29,FEMALE,82.23381950127667
04,25-29,MALE,228.29674652021095
05,25-29,FEMALE,83.37038714300567
05,25-29,MALE,207.24619822813204
06,25-29,FEMALE,55.06641742824072
06,25-29,MALE,166.48909629655483
08,25-29,FEMALE,63.84126756784041
08,25-29,MALE,181.56069579520673
09,25-29,FEMALE,49.723804534829995
09,25-29,MALE,128.40441288700217
10,25-29,FEMALE,108.29193274225325
10,25-29,MALE,244.81255276609298
11,25-29,FEMALE,71.9989327081897
11,25-29,MALE,206.27252208349026
12,25-29,FEMALE,72.3965118577391
12,25-29,MALE,173.28642998880525
13,25-29,FEMALE,81.87082331866382
13,25-29,MALE,193.80664993736332
15,25-29,FEMALE,59.05024511023781
15,25-29,MALE,122.793224931223
16,25-29,FEMALE,57.14377635351548
16,25-29,MALE,152.35078729867053
17,25-29,FEMALE,59.89160280294654
17,25-29,MALE,177.01514841594562
18,25-29,FEMALE,77.569731416442
18,25-29,MALE,206.3572803837148
19,25-29,FEMALE,54.152366047429496
19,25-29,MALE,127.74902870075827
20,25-29,FEMALE,82.45202976223305
20,25-29,MALE,167.0842814652944
21,25-29,FEMALE,88.02697224715783
21,25-29,MALE,213.79390341509492
22,25-29,FEMALE,97.6196505152721
22,25-29,MALE,268.91819641444323
23,25-29,FEMALE,54.56096351684651
23,25-29,MALE,177.56758019102736
24,25-29,FEMALE,73.85552626184418
24,25-29,MALE,203.05423558866607
25,25-29,FEMALE,40.96710807404629
25,25-29,MALE,109.66431052840223
26,25-29,FEMALE,73.39125646078493
26,25-29,MALE,160.09947477937357
27,25-29,FEMALE,60.084173846918254
27,25-29,MALE,150.5030523470696
28,25-29,FEMALE,102.09351979095096
28,25-29,MALE,253.31400812161698
29,25-29,FEMALE,80.10396331406754
29,25-29,MALE,215.45886794982815
30,25-29,FEMALE,76.30803603519205
30,25-29,MALE,169.54080313972796
31,25-29,FEMALE,58.39401894830189
31,25-29,MALE,125.66778953832902
32,25-29,FEMALE,72.40717541340834
32,25-29,MALE,199.04683925726212
33,25-29,FEMALE,45.12869766902622
33,25-29,MALE,170.22738862682147
34,25-29,FEMALE,47.89536144678723
34,25-29,MALE,127.95044197591412
35,25-29,FEMALE,119.02848519685256
35,25-29,MALE,309.6864399931087
36,25-29,FEMALE,52.88237640735242
36,25-29,MALE,120.7333211832664
37,25-29,FEMALE,85.44404063834725
37,25-29,MALE,215.552011610376
38,25-29,FEMALE,65.76455343811699
38,25-29,MALE,157.1579402013825
39,25-29,FEMALE,74.22133233543063
39,25-29,MALE,192.97546407211962
40,25-29,FEMALE,108.21062152863664
40,25-29,MALE,191.51015366078096
41,25-29,FEMALE,75.65142476393746
41,25-29,MALE,190.05590195533708
42,25-29,FEMALE,73.08268621844513
42,25-29,MALE,170.03512075823727
44,25-29,FEMALE,58.080032552032726
44,25-29,MALE,133.58407486967528
45,25-29,FEMALE,96.58967760397698
45,25-29,MALE,249.05848987043709
46,25-29,FEMALE,116.54108427506205
46,25-29,MALE,180.09149431632324
47,25-29,FEMALE,105.8943093882609
47,25-29,MALE,230.926144569581
48,25-29,FEMALE,64.55013446104601
48,25-29,MALE,159.13941282037996
49,25-29,FEMALE,49.81699802199734
49,25-29,MALE,114.93288219278465
50,25-29,FEMALE,45.01461223139994
50,25-29,MALE,208.132078059161
51,25-29,FEMALE,62.18380482433846
51,25-29,MALE,156.14608403840194
53,25-29,FEMALE,57.1707854510248
53,25-29,MALE,180.28511481021442
54,25-29,FEMALE,113.78594765100843
54,25-29,MALE,290.11381688324497
55,25-29,FEMALE,57.249747212201385
55,25-29,MALE,151.3589207117105
56,25-29,FEMALE,66.72202245753834
56,25-29,MALE,216.65033174447746
01,30-34,FEMALE,146.74425843641106
01,30-34,MALE,307.6927341447044
02,30-34,FEMALE,236.44185052867581
02,30-34,MALE,281.3580244366726
04,30-34,FEMALE,125.99395916445604
04,30-34,MALE,282.5319084293863
05,30-34,FEMALE,123.48255454199897
05,30-34,MALE,245.09714050414286
06,30-34,FEMALE,77.98595333080577
06,30-34,MALE,200.81879076533193
08,30-34,FEMALE,79.99504284636973
08,30-34,MALE,217.64068489036504
09,30-34,FEMALE,70.39330759636718
09,30-34,MALE,206.11004467966788
10,30-34,FEMALE,134.25839072949654
10,30-34,MALE,314.15479852748126
11,30-34,FEMALE,98.71613556852748
11,30-34,MALE,278.7625798442597
12,30-34,FEMALE,103.79740856711992
12,30-34,MALE,237.54196862559377
13,30-34,FEMALE,114.28618518287165
13,30-34,MALE,238.65932587031548
15,30-34,FEMALE,90.72620440778259
15,30-34,MALE,164.73454140852766
16,30-34,FEMALE,97.16398958739875
16,30-34,MALE,195.4043174280315
17,30-34,FEMALE,89.34487457610611
17,30-34,MALE,218.4861431199596
18,30-34,FEMALE,113.63024512727837
18,30-34,MALE,244.99354507389663
19,30-34,FEMALE,81.86048871083598
19,30-34,MALE,173.63756869068058
20,30-34,FEMALE,107.42548108444788
20,30-34,MALE,243.19384739966338
21,30-34,FEMALE,145.22968485221327
21,30-34,MALE,275.14603558735644
22,30-34,FEMALE,146.77148656049917
22,30-34,MALE,347.97154703191586
23,30-34,FEMALE,97.09504797890428
23,30-34,MALE,218.5371925809175
24,30-34,FEMALE,100.99403984887353
24,30-34,MALE,234.0696796881282
25,30-34,FEMALE,76.52346602510534
25,30-34,MALE,166.28394574394733
26,30-34,FEMALE,115.70960192002784
26,30-34,MALE,227.57208152557905
27,30-34,FEMALE,92.85735958160093
27,30-34,MALE,175.18048089133958
28,30-34,FEMALE,139.01258432480495
28,30-34,MALE,335.1266551286374
29,30-34,FEMALE,132.18639187179255
29,30-34,MALE,275.0665143219773
30,30-34,FEMALE,124.04947396490194
30,30-34,MALE,271.2848511866507
31,30-34,FEMALE,87.44624986307687
31,30-34,MALE,191.39725549501264
32,30-34,FEMALE,110.2144119715504
32,30-34,MALE,250.36360250327502
33,30-34,FEMALE,83.6579298724744
33,30-34,MALE,203.70997076835704
34,30-34,FEMALE,78.48151629268214
34,30-34,MALE,182.2384081332582
35,30-34,FEMALE,221.25976323697165
35,30-34,MALE,416.84103737227036
36,30-34,FEMALE,78.9788936288578
36,30-34,MALE,171.843103968026
37,30-34,FEMALE,127.19510595026692
37,30-34,MALE,284.68400812685695
38,30-34,FEMALE,136.6548735412637
38,30-34,MALE,221.27837980354658
39,30-34,FEMALE,123.40533522970932
39,30-34,MALE,250.27433263507208
40,30-34,FEMALE,130.75860363060005
40,30-34,MALE,310.84707203449125
41,30-34,FEMALE,86.29143160170416
41,30-34,MALE,267.7572362935232
42,30-34,FEMALE,96.95243453979214
42,30-34,MALE,216.59586439740795
44,30-34,FEMALE,54.88563076167093
44,30-34,MALE,167.27049374985427
45,30-34,FEMALE,141.11683394623586
45,30-34,MALE,297.7937071417446
46,30-34,FEMALE,113.56515872932323
46,30-34,MALE,218.8745240091775
47,30-34,FEMALE,147.99686613299113
47,30-34,MALE,340.5498179585406
48,30-34,FEMALE,80.2015977866912
48,30-34,MALE,195.2058283099102
49,30-34,FEMALE,50.96441448315659
49,30-34,MALE,161.30763083130424
50,30-34,FEMALE,97.38645140814695
50,30-34,MALE,287.0286564862383
51,30-34,FEMALE,97.49322081292182
51,30-34,MALE,205.18693957810103
53,30-34,FEMALE,92.95181151778687
53,30-34,MALE,215.96757055723333
54,30-34,FEMALE,220.20808840616263
54,30-34,MALE,344.48493903208674
55,30-34,FEMALE,93.22689999795122
55,30-34,MALE,220.5683753894745
56,30-34,FEMALE,83.30440745066184
56,30-34,MALE,235.78385289038917
01,35-39,FEMALE,217.7653447958223
01,35-39,MALE,436.11845030634316
02,35-39,FEMALE,231.19190812384505
02,35-39,MALE,401.71781512520084
04,35-39,FEMALE,142.83231268138414
04,35-39,MALE,348.8084510512486
05,35-39,FEMALE,185.51877422034397
05,35-39,MALE,340.5601663483156
06,35-39,FEMALE,97.23439473815478
06,35-39,MALE,234.0570787625583
08,35-39,FEMALE,116.84886548780487
08,35-39,MALE,272.29267909616783
09,35-39,FEMALE,111.53731840754024
09,35-39,MALE,245.98658596348253
10,35-39,FEMALE,152.848014061273
10,35-39,MALE,353.89134787159605
11,35-39,FEMALE,121.4061129977114
11,35-39,MALE,278.4679048127118
