GEOID,AGE_GROUP,SEX,MORTALITY_RATE_100K
50,40-44,FEMALE,162.6
50,40-44,MALE,372.1
51,40-44,FEMALE,172.6
51,40-44,MALE,291.4
53,40-44,FEMALE,178.2
53,40-44,MALE,336.7
54,40-44,FEMALE,374.3
54,40-44,MALE,600.2
55,40-44,FEMALE,186.4
55,40-44,MALE,274.8
56,40-44,FEMALE,237.6
56,40-44,MALE,343.1
01,45-49,FEMALE,386.3
01,45-49,MALE,707.8
02,45-49,FEMALE,396.5
02,45-49,MALE,505.1
04,45-49,FEMALE,248.8
04,45-49,MALE,447.9
05,45-49,FEMALE,351.3
05,45-49,MALE,607.1
06,45-49,FEMALE,190.0
06,45-49,MALE,352.0
08,45-49,FEMALE,210.3
08,45-49,MALE,381.0
09,45-49,FEMALE,185.7
09,45-49,MALE,364.7
10,45-49,FEMALE,277.4
10,45-49,MALE,500.6
11,45-49,FEMALE,274.3
11,45-49,MALE,533.9
12,45-49,FEMALE,241.3
12,45-49,MALE,414.0
13,45-49,FEMALE,274.4
13,45-49,MALE,479.3
15,45-49,FEMALE,214.5
15,45-49,MALE,401.1
16,45-49,FEMALE,195.0
16,45-49,MALE,357.8
17,45-49,FEMALE,212.1
17,45-49,MALE,401.9
18,45-49,FEMALE,291.4
18,45-49,MALE,496.7
19,45-49,FEMALE,246.0
19,45-49,MALE,395.3
20,45-49,FEMALE,247.1
20,45-49,MALE,444.3
21,45-49,FEMALE,378.0
21,45-49,MALE,656.4
22,45-49,FEMALE,365.9
22,45-49,MALE,668.0
23,45-49,FEMALE,272.1
23,45-49,MALE,483.9
24,45-49,FEMALE,217.5
24,45-49,MALE,416.4
25,45-49,FEMALE,176.8
25,45-49,MALE,333.7
26,45-49,FEMALE,255.7
26,45-49,MALE,451.8
27,45-49,FEMALE,207.5
27,45-49,MALE,326.4
28,45-49,FEMALE,428.1
28,45-49,MALE,674.4
29,45-49,FEMALE,286.7
29,45-49,MALE,511.7
30,45-49,FEMALE,305.2
30,45-49,MALE,372.2
31,45-49,FEMALE,217.6
31,45-49,MALE,353.7
32,45-49,FEMALE,268.7
32,45-49,MALE,461.5
33,45-49,FEMALE,183.2
33,45-49,MALE,419.8
34,45-49,FEMALE,165.9
34,45-49,MALE,325.9
35,45-49,FEMALE,375.9
35,45-49,MALE,755.2
36,45-49,FEMALE,204.5
36,45-49,MALE,355.5
37,45-49,FEMALE,273.1
37,45-49,MALE,496.5
38,45-49,FEMALE,231.7
38,45-49,MALE,496.6
39,45-49,FEMALE,305.7
39,45-49,MALE,504.7
40,45-49,FEMALE,374.6
40,45-49,MALE,577.2
41,45-49,FEMALE,219.1
41,45-49,MALE,413.6
42,45-49,FEMALE,243.4
42,45-49,MALE,420.1
44,45-49,FEMALE,209.6
44,45-49,MALE,337.2
45,45-49,FEMALE,331.0
45,45-49,MALE,554.1
46,45-49,FEMALE,291.9
46,45-49,MALE,474.8
47,45-49,FEMALE,387.7
47,45-49,MALE,649.3
48,45-49,FEMALE,226.9
48,45-49,MALE,391.1
49,45-49,FEMALE,206.2
49,45-49,MALE,328.8
50,45-49,FEMALE,171.8
50,45-49,MALE,405.5
51,45-49,FEMALE,225.6
51,45-49,MALE,391.3
53,45-49,FEMALE,215.9
53,45-49,MALE,402.6
54,45-49,FEMALE,439.6
54,45-49,MALE,763.5
55,45-49,FEMALE,221.1
55,45-49,MALE,372.7
56,45-49,FEMALE,280.4
56,45-49,MALE,364.8
01,50-54,FEMALE,541.8
01,50-54,MALE,835.3
02,50-54,FEMALE,388.2
02,50-54,MALE,668.2
04,50-54,FEMALE,372.5
04,50-54,MALE,648.7
05,50-54,FEMALE,544.9
05,50-54,MALE,904.1
06,50-54,FEMALE,273.9
06,50-54,MALE,485.0
08,50-54,FEMALE,318.3
08,50-54,MALE,528.2
09,50-54,FEMALE,272.8
09,50-54,MALE,499.1
10,50-54,FEMALE,411.6
10,50-54,MALE,681.0
11,50-54,FEMALE,539.0
11,50-54,MALE,590.4
12,50-54,FEMALE,336.4
12,50-54,MALE,578.3
13,50-54,FEMALE,416.9
13,50-54,MALE,649.5
15,50-54,FEMALE,303.8
15,50-54,MALE,551.6
16,50-54,FEMALE,317.0
16,50-54,MALE,423.1
17,50-54,FEMALE,321.6
17,50-54,MALE,586.9
18,50-54,FEMALE,428.7
18,50-54,MALE,706.4
19,50-54,FEMALE,360.3
19,50-54,MALE,574.6
20,50-54,FEMALE,388.5
20,50-54,MALE,600.0
21,50-54,FEMALE,584.7
21,50-54,MALE,877.1
22,50-54,FEMALE,496.7
22,50-54,MALE,866.7
23,50-54,FEMALE,383.4
23,50-54,MALE,641.7
24,50-54,FEMALE,308.5
24,50-54,MALE,563.4
25,50-54,FEMALE,285.5
25,50-54,MALE,492.7
26,50-54,FEMALE,368.7
26,50-54,MALE,596.4
27,50-54,FEMALE,296.5
27,50-54,MALE,482.6
28,50-54,FEMALE,560.0
28,50-54,MALE,961.2
29,50-54,FEMALE,434.4
29,50-54,MALE,687.8
30,50-54,FEMALE,353.5
30,50-54,MALE,614.5
31,50-54,FEMALE,318.7
31,50-54,MALE,523.1
32,50-54,FEMALE,375.5
32,50-54,MALE,690.4
33,50-54,FEMALE,309.1
33,50-54,MALE,547.1
34,50-54,FEMALE,265.8
34,50-54,MALE,474.6
35,50-54,FEMALE,459.8
35,50-54,MALE,907.6
36,50-54,FEMALE,287.3
36,50-54,MALE,509.6
37,50-54,FEMALE,423.0
37,50-54,MALE,677.7
38,50-54,FEMALE,398.0
38,50-54,MALE,656.3
39,50-54,FEMALE,415.1
39,50-54,MALE,698.0
40,50-54,FEMALE,488.1
40,50-54,MALE,810.9
41,50-54,FEMALE,412.4
41,50-54,MALE,616.0
42,50-54,FEMALE,353.2
42,50-54,MALE,586.8
44,50-54,FEMALE,315.6
44,50-54,MALE,516.0
45,50-54,FEMALE,462.9
45,50-54,MALE,789.2
46,50-54,FEMALE,483.5
46,50-54,MALE,568.6
47,50-54,FEMALE,513.5
47,50-54,MALE,849.8
48,50-54,FEMALE,348.4
48,50-54,MALE,566.0
49,50-54,FEMALE,279.3
49,50-54,MALE,456.2
50,50-54,FEMALE,280.6
50,50-54,MALE,646.2
51,50-54,FEMALE,337.6
51,50-54,MALE,525.0
53,50-54,FEMALE,322.2
53,50-54,MALE,566.1
54,50-54,FEMALE,637.9
54,50-54,MALE,945.0
55,50-54,FEMALE,341.8
55,50-54,MALE,551.9
56,50-54,FEMALE,445.3
56,50-54,MALE,671.5
01,55-59,FEMALE,793.4
01,55-59,MALE,1214.2
02,55-59,FEMALE,677.5
02,55-59,MALE,974.0
04,55-59,FEMALE,520.3
04,55-59,MALE,934.2
05,55-59,FEMALE,846.8
05,55-59,MALE,1243.3
06,55-59,FEMALE,426.1
06,55-59,MALE,747.4
08,55-59,FEMALE,463.3
08,55-59,MALE,754.3
09,55-59,FEMALE,379.8
09,55-59,MALE,715.9
10,55-59,FEMALE,566.0
10,55-59,MALE,1121.5
11,55-59,FEMALE,825.6
11,55-59,MALE,1066.3
12,55-59,FEMALE,498.9
12,55-59,MALE,878.9
13,55-59,FEMALE,617.0
13,55-59,MALE,975.9
15,55-59,FEMALE,392.5
15,55-59,MALE,873.3
16,55-59,FEMALE,508.5
16,55-59,MALE,789.3
17,55-59,FEMALE,506.4
17,55-59,MALE,870.5
18,55-59,FEMALE,637.9
18,55-59,MALE,1022.2
19,55-59,FEMALE,522.5
19,55-59,MALE,814.4
20,55-59,FEMALE,573.1
20,55-59,MALE,905.4
21,55-59,FEMALE,849.2
21,55-59,MALE,1324.4
22,55-59,FEMALE,750.7
22,55-59,MALE,1225.3
23,55-59,FEMALE,543.7
23,55-59,MALE,937.8
24,55-59,FEMALE,500.7
24,55-59,MALE,863.0
25,55-59,FEMALE,417.8
25,55-59,MALE,720.5
26,55-59,FEMALE,559.1
26,55-59,MALE,956.0
27,55-59,FEMALE,410.2
27,55-59,MALE,717.6
28,55-59,FEMALE,912.0
28,55-59,MALE,1302.5
29,55-59,FEMALE,678.0
29,55-59,MALE,1067.7
30,55-59,FEMALE,550.3
30,55-59,MALE,840.2
31,55-59,FEMALE,510.3
31,55-59,MALE,806.7
32,55-59,FEMALE,558.1
32,55-59,MALE,1018.1
33,55-59,FEMALE,427.8
33,55-59,MALE,731.6
34,55-59,FEMALE,423.9
34,55-59,MALE,705.7
35,55-59,FEMALE,657.9
35,55-59,MALE,1193.6
36,55-59,FEMALE,448.2
36,55-59,MALE,773.9
37,55-59,FEMALE,618.6
37,55-59,MALE,1009.0
38,55-59,FEMALE,550.5
38,55-59,MALE,841.5
39,55-59,FEMALE,617.6
39,55-59,MALE,1005.7
40,55-59,FEMALE,801.3
40,55-59,MALE,1312.1
41,55-59,FEMALE,527.7
41,55-59,MALE,872.4
42,55-59,FEMALE,553.0
42,55-59,MALE,889.8
44,55-59,FEMALE,444.2
44,55-59,MALE,751.1
45,55-59,FEMALE,673.0
45,55-59,MALE,1174.4
46,55-59,FEMALE,527.2
46,55-59,MALE,758.5
47,55-59,FEMALE,746.5
47,55-59,MALE,1205.4
48,55-59,FEMALE,534.3
48,55-59,MALE,891.1
49,55-59,FEMALE,468.6
49,55-59,MALE,678.1
50,55-59,FEMALE,516.0
50,55-59,MALE,803.7
51,55-59,FEMALE,521.0
51,55-59,MALE,840.3
53,55-59,FEMALE,509.4
53,55-59,MALE,834.4
54,55-59,FEMALE,972.1
54,55-59,MALE,1439.3
55,55-59,FEMALE,493.6
55,55-59,MALE,811.0
56,55-59,FEMALE,604.4
56,55-59,MALE,847.1
01,60-64,FEMALE,1167.3
01,60-64,MALE,1843.8
02,60-64,FEMALE,900.3
02,60-64,MALE,1396.6
04,60-64,FEMALE,788.0
04,60-64,MALE,1343.1
05,60-64,FEMALE,1232.2
05,60-64,MALE,1916.7
06,60-64,FEMALE,650.7
06,60-64,MALE,1129.3
08,60-64,FEMALE,698.5
08,60-64,MALE,1124.1
09,60-64,FEMALE,646.7
09,60-64,MALE,1070.4
10,60-64,FEMALE,768.3
10,60-64,MALE,1276.5
11,60-64,FEMALE,1089.5
11,60-64,MALE,1668.6
12,60-64,FEMALE,789.9
12,60-64,MALE,1268.6
13,60-64,FEMALE,936.3
13,60-64,MALE,1488.5
15,60-64,FEMALE,618.8
15,60-64,MALE,1237.0
16,60-64,FEMALE,676.0
16,60-64,MALE,1058.7
17,60-64,FEMALE,784.8
17,60-64,MALE,1295.9
18,60-64,FEMALE,1033.8
18,60-64,MALE,1552.8
19,60-64,FEMALE,798.1
19,60-64,MALE,1327.5
20,60-64,FEMALE,927.6
20,60-64,MALE,1416.0
21,60-64,FEMALE,1186.6
21,60-64,MALE,1872.6
22,60-64,FEMALE,1119.3
22,60-64,MALE,1857.0
23,60-64,FEMALE,804.9
23,60-64,MALE,1332.0
24,60-64,FEMALE,779.7
24,60-64,MALE,1253.0
25,60-64,FEMALE,604.7
25,60-64,MALE,1006.3
26,60-64,FEMALE,892.7
26,60-64,MALE,1417.5
27,60-64,FEMALE,650.2
27,60-64,MALE,1009.2
28,60-64,FEMALE,1245.9
28,60-64,MALE,1972.4
29,60-64,FEMALE,972.4
29,60-64,MALE,1589.9
30,60-64,FEMALE,832.8
30,60-64,MALE,1244.2
31,60-64,FEMALE,807.4
31,60-64,MALE,1231.2
32,60-64,FEMALE,848.7
32,60-64,MALE,1339.9
33,60-64,FEMALE,683.9
33,60-64,MALE,1033.5
34,60-64,FEMALE,661.7
34,60-64,MALE,1011.9
35,60-64,FEMALE,872.8
35,60-64,MALE,1510.5
36,60-64,FEMALE,649.0
36,60-64,MALE,1106.1
37,60-64,FEMALE,949.8
37,60-64,MALE,1473.1
38,60-64,FEMALE,735.4
38,60-64,MALE,1291.8
39,60-64,FEMALE,969.7
39,60-64,MALE,1541.2
40,60-64,FEMALE,1209.0
40,60-64,MALE,1820.1
41,60-64,FEMALE,809.1
41,60-64,MALE,1358.1
42,60-64,FEMALE,803.9
42,60-64,MALE,1299.3
44,60-64,FEMALE,708.7
44,60-64,MALE,1141.1
45,60-64,FEMALE,915.8
45,60-64,MALE,1620.9
46,60-64,FEMALE,746.3
46,60-64,MALE,1071.7
47,60-64,FEMALE,1112.5
47,60-64,MALE,1743.0
48,60-64,FEMALE,845.1
48,60-64,MALE,1362.7
49,60-64,FEMALE,677.1
49,60-64,MALE,1050.7
50,60-64,FEMALE,688.7
50,60-64,MALE,1178.9
51,60-64,FEMALE,810.9
51,60-64,MALE,1264.7
53,60-64,FEMALE,771.6
53,60-64,MALE,1234.9
54,60-64,FEMALE,1327.8
54,60-64,MALE,1946.8
55,60-64,FEMALE,731.5
55,60-64,MALE,1194.1
56,60-64,FEMALE,856.8
56,60-64,MALE,1227.0
01,65-69,FEMALE,1593.1
01,65-69,MALE,2535.6
02,65-69,FEMALE,1117.3
02,65-69,MALE,2005.3
04,65-69,FEMALE,1147.0
04,65-69,MALE,1866.8
05,65-69,FEMALE,1648.4
05,65-69,MALE,2438.3
06,65-69,FEMALE,939.0
06,65-69,MALE,1600.3
08,65-69,FEMALE,986.6
08,65-69,MALE,1597.8
09,65-69,FEMALE,952.8
09,65-69,MALE,1473.4
10,65-69,FEMALE,1035.1
10,65-69,MALE,1595.0
11,65-69,FEMALE,1506.2
11,65-69,MALE,2578.8
12,65-69,FEMALE,1075.2
12,65-69,MALE,1804.7
13,65-69,FEMALE,1380.3
13,65-69,MALE,2107.6
15,65-69,FEMALE,916.2
15,65-69,MALE,1557.0
16,65-69,FEMALE,1066.6
16,65-69,MALE,1620.0
17,65-69,FEMALE,1149.6
17,65-69,MALE,1848.9
18,65-69,FEMALE,1387.5
18,65-69,MALE,2151.0
19,65-69,FEMALE,1223.3
19,65-69,MALE,1844.3
20,65-69,FEMALE,1278.9
20,65-69,MALE,1875.2
21,65-69,FEMALE,1682.5
21,65-69,MALE,2532.6
22,65-69,FEMALE,1552.4
22,65-69,MALE,2440.8
23,65-69,FEMALE,1129.5
23,65-69,MALE,1652.6
24,65-69,FEMALE,1095.2
24,65-69,MALE,1715.5
25,65-69,FEMALE,958.4
25,65-69,MALE,1487.9
26,65-69,FEMALE,1281.7
26,65-69,MALE,1926.8
27,65-69,FEMALE,966.4
27,65-69,MALE,1497.8
28,65-69,FEMALE,1752.7
28,65-69,MALE,2678.0
29,65-69,FEMALE,1364.6
29,65-69,MALE,2231.5
30,65-69,FEMALE,1117.0
30,65-69,MALE,1536.6
31,65-69,FEMALE,1142.1
31,65-69,MALE,1793.2
32,65-69,FEMALE,1237.5
32,65-69,MALE,2023.8
33,65-69,FEMALE,1022.1
33,65-69,MALE,1603.6
34,65-69,FEMALE,920.9
34,65-69,MALE,1469.1
35,65-69,FEMALE,1195.0
35,65-69,MALE,1985.1
36,65-69,FEMALE,936.9
36,65-69,MALE,1514.5
37,65-69,FEMALE,1326.2
37,65-69,MALE,2092.7
38,65-69,FEMALE,1133.1
38,65-69,MALE,1650.4
39,65-69,FEMALE,1360.6
39,65-69,MALE,2170.1
40,65-69,FEMALE,1685.7
40,65-69,MALE,2489.7
41,65-69,FEMALE,1171.5
41,65-69,MALE,1870.2
42,65-69,FEMALE,1188.5
42,65-69,MALE,1880.8
44,65-69,FEMALE,1089.0
44,65-69,MALE,1720.6
45,65-69,FEMALE,1334.0
45,65-69,MALE,2161.6
46,65-69,FEMALE,1076.5
46,65-69,MALE,1536.8
47,65-69,FEMALE,1592.6
47,65-69,MALE,2381.8
48,65-69,FEMALE,1245.3
48,65-69,MALE,1945.5
49,65-69,FEMALE,976.5
49,65-69,MALE,1492.7
50,65-69,FEMALE,965.9
50,65-69,MALE,1577.7
51,65-69,FEMALE,1247.2
51,65-69,MALE,1841.1
53,65-69,FEMALE,1056.2
53,65-69,MALE,1643.1
54,65-69,FEMALE,1726.9
54,65-69,MALE,2607.3
55,65-69,FEMALE,1042.9
55,65-69,MALE,1617.8
56,65-69,FEMALE,1222.0
56,65-69,MALE,1783.6
01,70-74,FEMALE,2272.7
01,70-74,MALE,3438.0
02,70-74,FEMALE,1619.2
02,70-74,MALE,2691.3
04,70-74,FEMALE,1619.1
04,70-74,MALE,2566.3
05,70-74,FEMALE,2401.7
05,70-74,MALE,3634.7
06,70-74,FEMALE,1482.6
06,70-74,MALE,2275.0
08,70-74,FEMALE,1510.2
08,70-74,MALE,2224.1
09,70-74,FEMALE,1460.2
09,70-74,MALE,2073.7
10,70-74,FEMALE,1670.4
10,70-74,MALE,2369.4
11,70-74,FEMALE,1910.3
11,70-74,MALE,2950.5
12,70-74,FEMALE,1564.4
12,70-74,MALE,2449.3
13,70-74,FEMALE,2037.3
13,70-74,MALE,2985.2
15,70-74,FEMALE,1267.0
15,70-74,MALE,2331.1
16,70-74,FEMALE,1714.2
16,70-74,MALE,2308.4
17,70-74,FEMALE,1752.2
17,70-74,MALE,2605.0
18,70-74,FEMALE,2142.9
18,70-74,MALE,2971.9
19,70-74,FEMALE,1877.1
19,70-74,MALE,2892.2
20,70-74,FEMALE,1984.5
20,70-74,MALE,2960.2
21,70-74,FEMALE,2416.3
21,70-74,MALE,3426.5
22,70-74,FEMALE,2178.4
22,70-74,MALE,3337.9
23,70-74,FEMALE,1715.8
23,70-74,MALE,2578.0
24,70-74,FEMALE,1702.8
24,70-74,MALE,2481.6
25,70-74,FEMALE,1462.9
25,70-74,MALE,2200.1
26,70-74,FEMALE,1854.7
26,70-74,MALE,2721.0
27,70-74,FEMALE,1559.9
27,70-74,MALE,2321.3
28,70-74,FEMALE,2464.8
28,70-74,MALE,3786.4
29,70-74,FEMALE,2054.8
29,70-74,MALE,3040.4
30,70-74,FEMALE,1730.6
30,70-74,MALE,2399.3
31,70-74,FEMALE,1864.6
31,70-74,MALE,2547.2
32,70-74,FEMALE,1829.9
32,70-74,MALE,2919.6
33,70-74,FEMALE,1625.8
33,70-74,MALE,2367.7
34,70-74,FEMALE,1463.0
34,70-74,MALE,2123.2
35,70-74,FEMALE,1699.2
35,70-74,MALE,2663.7
36,70-74,FEMALE,1460.1
36,70-74,MALE,2223.7
37,70-74,FEMALE,1888.6
37,70-74,MALE,2895.9
38,70-74,FEMALE,1667.9
38,70-74,MALE,2464.7
39,70-74,FEMALE,2042.9
39,70-74,MALE,2920.7
40,70-74,FEMALE,2450.5
40,70-74,MALE,3392.8
41,70-74,FEMALE,1633.3
41,70-74,MALE,2623.9
42,70-74,FEMALE,1777.8
42,70-74,MALE,2692.8
44,70-74,FEMALE,1451.2
44,70-74,MALE,2457.8
45,70-74,FEMALE,1984.9
45,70-74,MALE,2978.0
46,70-74,FEMALE,1699.6
46,70-74,MALE,2446.9
47,70-74,FEMALE,2369.2
47,70-74,MALE,3324.4
48,70-74,FEMALE,1914.5
48,70-74,MALE,2812.1
49,70-74,FEMALE,1709.1
49,70-74,MALE,2175.2
50,70-74,FEMALE,1605.7
50,70-74,MALE,2158.2
51,70-74,FEMALE,1808.5
51,70-74,MALE,2633.3
53,70-74,FEMALE,1610.7
53,70-74,MALE,2453.6
54,70-74,FEMALE,2400.8
54,70-74,MALE,3529.6
55,70-74,FEMALE,1677.4
55,70-74,MALE,2484.1
56,70-74,FEMALE,1842.2
56,70-74,MALE,2490.4
01,75-79,FEMALE,3670.1
01,75-79,MALE,5030.9
02,75-79,FEMALE,2530.7
02,75-79,MALE,3740.4
04,75-79,FEMALE,2732.3
04,75-79,MALE,3642.5
05,75-79,FEMALE,3917.8
05,75-79,MALE,5260.4
06,75-79,FEMALE,2406.6
06,75-79,MALE,3489.5
08,75-79,FEMALE,2643.2
08,75-79,MALE,3460.8
09,75-79,FEMALE,2500.9
09,75-79,MALE,3418.4
10,75-79,FEMALE,2876.6
10,75-79,MALE,3886.0
11,75-79,FEMALE,2607.2
11,75-79,MALE,3093.5
12,75-79,FEMALE,2505.8
12,75-79,MALE,3558.3
13,75-79,FEMALE,3198.1
13,75-79,MALE,4509.4
15,75-79,FEMALE,1954.8
15,75-79,MALE,3032.8
16,75-79,FEMALE,2855.2
16,75-79,MALE,3858.5
17,75-79,FEMALE,2913.3
17,75-79,MALE,3998.6
18,75-79,FEMALE,3418.9
18,75-79,MALE,4634.7
19,75-79,FEMALE,3191.5
19,75-79,MALE,4459.1
20,75-79,FEMALE,3405.6
20,75-79,MALE,4577.9
21,75-79,FEMALE,3952.8
21,75-79,MALE,5377.4
22,75-79,FEMALE,3507.3
22,75-79,MALE,4829.6
23,75-79,FEMALE,3179.7
23,75-79,MALE,4026.8
24,75-79,FEMALE,2793.3
24,75-79,MALE,3878.9
25,75-79,FEMALE,2591.4
25,75-79,MALE,3639.8
26,75-79,FEMALE,3120.7
26,75-79,MALE,4224.5
27,75-79,FEMALE,2700.9
27,75-79,MALE,3704.5
28,75-79,FEMALE,3875.5
28,75-79,MALE,5417.2
29,75-79,FEMALE,3400.3
29,75-79,MALE,4545.5
30,75-79,FEMALE,2664.0
30,75-79,MALE,3699.8
31,75-79,FEMALE,3217.4
31,75-79,MALE,4245.3
32,75-79,FEMALE,3102.4
32,75-79,MALE,4314.8
33,75-79,FEMALE,2944.6
33,75-79,MALE,3769.8
34,75-79,FEMALE,2419.4
34,75-79,MALE,3447.7
35,75-79,FEMALE,2737.9
35,75-79,MALE,3595.4
36,75-79,FEMALE,2377.5
36,75-79,MALE,3406.0
37,75-79,FEMALE,3245.4
37,75-79,MALE,4450.7
38,75-79,FEMALE,2444.5
38,75-79,MALE,4074.9
39,75-79,FEMALE,3299.5
39,75-79,MALE,4483.6
40,75-79,FEMALE,3845.9
40,75-79,MALE,5202.4
41,75-79,FEMALE,2955.6
41,75-79,MALE,4000.9
42,75-79,FEMALE,3040.8
42,75-79,MALE,4180.5
44,75-79,FEMALE,2877.4
44,75-79,MALE,3614.5
45,75-79,FEMALE,3272.4
45,75-79,MALE,4295.2
46,75-79,FEMALE,2704.5
46,75-79,MALE,4216.2
47,75-79,FEMALE,3768.1
47,75-79,MALE,4817.6
48,75-79,FEMALE,3128.7
48,75-79,MALE,4281.1
49,75-79,FEMALE,2894.9
49,75-79,MALE,3716.6
50,75-79,FEMALE,2767.7
50,75-79,MALE,3561.4
51,75-79,FEMALE,2993.5
51,75-79,MALE,4064.9
53,75-79,FEMALE,2773.0
53,75-79,MALE,3757.3
54,75-79,FEMALE,3814.0
54,75-79,MALE,5080.6
55,75-79,FEMALE,2845.9
55,75-79,MALE,3871.3
56,75-79,FEMALE,3154.6
56,75-79,MALE,3913.0
01,80-84,FEMALE,6044.3
01,80-84,MALE,8228.8
02,80-84,FEMALE,4487.5
02,80-84,MALE,6668.1
04,80-84,FEMALE,4633.9
04,80-84,MALE,6076.5
05,80-84,FEMALE,6343.3
05,80-84,MALE,8202.3
06,80-84,FEMALE,4374.5
06,80-84,MALE,5935.8
08,80-84,FEMALE,4883.2
08,80-84,MALE,6305.4
09,80-84,FEMALE,4588.1
09,80-84,MALE,6085.4
10,80-84,FEMALE,5302.8
10,80-84,MALE,7056.7
11,80-84,FEMALE,4144.1
11,80-84,MALE,5787.9
12,80-84,FEMALE,4289.6
12,80-84,MALE,5753.2
13,80-84,FEMALE,5720.0
13,80-84,MALE,7363.2
15,80-84,FEMALE,3508.0
15,80-84,MALE,5245.5
16,80-84,FEMALE,5600.2
16,80-84,MALE,6966.7
17,80-84,FEMALE,5058.6
17,80-84,MALE,6863.2
18,80-84,FEMALE,6028.9
18,80-84,MALE,7885.5
19,80-84,FEMALE,5429.4
19,80-84,MALE,7072.3
20,80-84,FEMALE,5507.4
20,80-84,MALE,7856.6
21,80-84,FEMALE,6702.1
21,80-84,MALE,8536.7
22,80-84,FEMALE,5949.3
22,80-84,MALE,8027.6
23,80-84,FEMALE,5900.1
23,80-84,MALE,7281.6
24,80-84,FEMALE,4819.5
24,80-84,MALE,6621.9
25,80-84,FEMALE,4812.5
25,80-84,MALE,6526.9
26,80-84,FEMALE,5497.3
26,80-84,MALE,7180.1
27,80-84,FEMALE,4990.8
27,80-84,MALE,6595.0
28,80-84,FEMALE,6432.2
28,80-84,MALE,8695.3
29,80-84,FEMALE,5765.0
29,80-84,MALE,7794.4
30,80-84,FEMALE,5559.6
30,80-84,MALE,6403.5
31,80-84,FEMALE,5521.6
31,80-84,MALE,7709.4
32,80-84,FEMALE,5263.8
32,80-84,MALE,7003.6
33,80-84,FEMALE,5189.9
33,80-84,MALE,7400.1
34,80-84,FEMALE,4387.4
34,80-84,MALE,6054.8
35,80-84,FEMALE,5019.6
35,80-84,MALE,6471.1
36,80-84,FEMALE,4167.8
36,80-84,MALE,5845.1
37,80-84,FEMALE,5708.9
37,80-84,MALE,7258.2
38,80-84,FEMALE,4767.6
38,80-84,MALE,6672.7
39,80-84,FEMALE,5755.6
39,80-84,MALE,7787.1
40,80-84,FEMALE,6563.8
40,80-84,MALE,8315.3
41,80-84,FEMALE,5343.4
41,80-84,MALE,7232.2
42,80-84,FEMALE,5294.8
42,80-84,MALE,7083.0
44,80-84,FEMALE,4801.7
44,80-84,MALE,6421.8
45,80-84,FEMALE,5857.4
45,80-84,MALE,7440.5
46,80-84,FEMALE,5354.2
46,80-84,MALE,7612.3
47,80-84,FEMALE,6539.6
47,80-84,MALE,8221.2
48,80-84,FEMALE,5451.5
48,80-84,MALE,7045.2
49,80-84,FEMALE,5595.6
49,80-84,MALE,7029.6
50,80-84,FEMALE,5566.9
50,80-84,MALE,6147.5
51,80-84,FEMALE,5203.9
51,80-84,MALE,6922.0
53,80-84,FEMALE,5204.0
53,80-84,MALE,6579.7
54,80-84,FEMALE,6562.7
54,80-84,MALE,7996.1
55,80-84,FEMALE,5279.2
55,80-84,MALE,7142.5
56,80-84,FEMALE,5614.6
56,80-84,MALE,6672.6
01,85+,FEMALE,14485.8
01,85+,MALE,16292.5
02,85+,FEMALE,12575.5
02,85+,MALE,15637.6
04,85+,FEMALE,12449.3
04,85+,MALE,12313.7
05,85+,FEMALE,14401.2
05,85+,MALE,15895.1
06,85+,FEMALE,12553.7
06,85+,MALE,14303.2
08,85+,FEMALE,14339.0
08,85+,MALE,16305.4
09,85+,FEMALE,13917.4
09,85+,MALE,15815.9
10,85+,FEMALE,14421.3
10,85+,MALE,15661.3
11,85+,FEMALE,10410.4
11,85+,MALE,9939.4
12,85+,FEMALE,11783.2
12,85+,MALE,12250.5
13,85+,FEMALE,14225.8
13,85+,MALE,15268.7
15,85+,FEMALE,9999.2
15,85+,MALE,11814.0
16,85+,FEMALE,15073.1
16,85+,MALE,16364.5
17,85+,FEMALE,13234.1
17,85+,MALE,15404.8
18,85+,FEMALE,14556.0
18,85+,MALE,17640.6
19,85+,FEMALE,14347.8
19,85+,MALE,17007.0
20,85+,FEMALE,14696.5
20,85+,MALE,17084.5
21,85+,FEMALE,15139.6
21,85+,MALE,17093.4
22,85+,FEMALE,14357.9
22,85+,MALE,15492.0
23,85+,FEMALE,15895.5
23,85+,MALE,18088.5
24,85+,FEMALE,12615.7
24,85+,MALE,14563.5
25,85+,FEMALE,14241.1
25,85+,MALE,16873.2
26,85+,FEMALE,15184.7
26,85+,MALE,17102.6
27,85+,FEMALE,13574.1
27,85+,MALE,16076.2
28,85+,FEMALE,14770.3
28,85+,MALE,16541.0
29,85+,FEMALE,14030.6
29,85+,MALE,16775.8
30,85+,FEMALE,14584.9
30,85+,MALE,16530.1
31,85+,FEMALE,15163.3
31,85+,MALE,17327.7
32,85+,FEMALE,13373.0
32,85+,MALE,13918.0
33,85+,FEMALE,15048.6
33,85+,MALE,17110.8
34,85+,FEMALE,13217.9
34,85+,MALE,14606.9
35,85+,FEMALE,13359.9
35,85+,MALE,15036.2
36,85+,FEMALE,11695.0
36,85+,MALE,13482.7
37,85+,FEMALE,15037.8
37,85+,MALE,16606.8
38,85+,FEMALE,11549.8
38,85+,MALE,15839.6
39,85+,FEMALE,15271.5
