ORIGIN_FIPS,DESTINATION_FIPS,AGE_GROUP,SEX,MIGRATION_RATE
01,47,65-69,MALE,0.00012546416291275495
01,47,75-79,FEMALE,0.00016918312234812604
01,47,75-79,MALE,0.00016487455386727392
01,48,0-4,FEMALE,0.0004226458161310919
01,48,0-4,MALE,0.00044499197220590817
01,48,20-24,FEMALE,0.0006158240431526679
01,48,20-24,MALE,0.000648383930551732
01,48,25-29,FEMALE,0.000700600137037703
01,48,25-29,MALE,0.0007376423113849969
01,48,35-39,FEMALE,0.0002725708163372312
01,48,35-39,MALE,0.00028698219761876887
01,48,45-49,FEMALE,0.0003667847920916631
01,48,45-49,MALE,0.00038617746060303697
01,48,5-9,FEMALE,0.0002255408513046073
01,48,5-9,MALE,0.0002374656613278927
01,48,55-59,FEMALE,4.328663510380377e-05
01,48,55-59,MALE,4.557528878749053e-05
01,48,60-64,FEMALE,3.277008624602207e-05
01,48,60-64,MALE,3.450270829949974e-05
01,48,65-69,FEMALE,6.074675864428693e-05
01,48,65-69,MALE,6.395856507391308e-05
01,48,75-79,FEMALE,0.00011600339346523203
01,48,75-79,MALE,0.00012213673215366794
01,49,0-4,FEMALE,0.00012658027893584187
01,49,0-4,MALE,5.643706704145814e-05
01,49,20-24,FEMALE,5.7628543294718375e-05
01,49,20-24,MALE,2.569425497216742e-05
01,49,25-29,FEMALE,0.00013908439055417313
01,49,25-29,MALE,6.201214865472686e-05
01,49,45-49,FEMALE,1.2473562866134495e-05
01,49,45-49,MALE,5.561461150505824e-06
01,49,55-59,FEMALE,1.483506826014468e-05
01,49,55-59,MALE,6.6143616446504924e-06
01,51,0-4,FEMALE,9.956463627097383e-05
01,51,0-4,MALE,0.00016140454225222617
01,51,20-24,FEMALE,0.0001381186379322491
01,51,20-24,MALE,0.00022390455453765085
01,51,25-29,FEMALE,0.0001430099970435988
01,51,25-29,MALE,0.00023183395204190118
01,51,35-39,FEMALE,0.0001433633813730491
01,51,35-39,MALE,0.00023240682448005085
01,51,45-49,FEMALE,1.6054966485078704e-05
01,51,45-49,MALE,2.602675622041536e-05
01,51,5-9,FEMALE,0.00010952963619633071
01,51,5-9,MALE,0.00017755883469716924
01,51,55-59,FEMALE,3.0395336430243005e-05
01,51,55-59,MALE,4.9273974644710486e-05
01,51,60-64,FEMALE,0.0001347456225606096
01,51,60-64,MALE,0.0002184365488032904
01,51,75-79,FEMALE,1.3880613451941254e-05
01,51,75-79,MALE,2.2501905739837624e-05
01,53,20-24,FEMALE,3.0264372703834375e-05
01,53,20-24,MALE,2.7199626100914435e-05
01,53,25-29,FEMALE,0.00011353642475018666
01,53,25-29,MALE,0.00010203906528181332
01,53,35-39,FEMALE,4.493927236229279e-05
01,53,35-39,MALE,4.038845997117453e-05
01,53,45-49,FEMALE,1.6622280468670154e-05
01,53,45-49,MALE,1.4939011560450392e-05
01,53,5-9,FEMALE,1.0294463183245109e-05
01,53,5-9,MALE,9.251985898865857e-06
01,53,55-59,FEMALE,4.518679899943516e-05
01,53,55-59,MALE,4.061092061974552e-05
01,54,20-24,FEMALE,6.033719874498627e-05
01,54,20-24,MALE,3.4478399282849294e-05
02,01,20-24,FEMALE,0.0009353249196221849
02,01,20-24,MALE,0.00019275277059781502
02,01,25-29,FEMALE,0.0002614228616352896
02,01,25-29,MALE,5.387430594511034e-05
02,01,35-39,FEMALE,0.000914057554562111
02,01,35-39,MALE,0.000188369969014489
02,01,5-9,FEMALE,0.0009435185988760225
