ORIGIN_FIPS,DESTINATION_FIPS,AGE_GROUP,MIGRATION_RATE
01,40,25_TO_34,2.252281239140787e-05
01,40,5_TO_17,2.0768102149742903e-05
01,40,75_AND_OVER,2.3152512212950194e-05
01,42,18_TO_19,0.00037806308252577
01,42,20_TO_24,0.00012929399731068485
01,42,25_TO_34,7.078598180156758e-05
01,42,35_TO_44,6.563671717959026e-05
01,42,45_TO_54,5.861382805408103e-05
01,42,55_TO_59,2.1449429904795174e-05
01,42,5_TO_17,2.0768102149742903e-05
01,42,60_TO_64,4.372731645458918e-05
01,44,18_TO_19,0.00013888031602987469
01,44,25_TO_34,2.8957901646095833e-05
01,44,45_TO_54,3.156129202912055e-05
01,44,5_TO_17,1.4659836811583226e-05
01,45,0_TO_4,9.489788309936486e-05
01,45,18_TO_19,0.000586383556570582
01,45,20_TO_24,0.00046545839031846546
01,45,25_TO_34,0.0003121018288523662
01,45,35_TO_44,0.00011322333713479321
01,45,45_TO_54,6.462550272629446e-05
01,45,55_TO_59,0.0002359437289527469
01,45,5_TO_17,5.49743880434371e-05
01,45,60_TO_64,7.06364342727979e-05
01,45,75_AND_OVER,7.607254012826492e-05
01,47,0_TO_4,0.0008100212164552929
01,47,18_TO_19,0.0031479538300104933
01,47,20_TO_24,0.0024968107480663367
01,47,25_TO_34,0.0019433969549157647
01,47,35_TO_44,0.0008549182412641631
01,47,45_TO_54,0.0005635945005200098
01,47,55_TO_59,0.00044430961945647146
01,47,5_TO_17,0.0007024505138883629
01,47,60_TO_64,0.0003531821713639895
01,47,65_TO_74,0.00025420700604101366
01,47,75_AND_OVER,0.0003340576762154242
01,48,0_TO_4,0.0008676377883370501
01,48,18_TO_19,0.0012422072711561014
01,48,20_TO_24,0.001264207973704474
01,48,25_TO_34,0.0014382424484227596
01,48,35_TO_44,0.000559553013956007
01,48,45_TO_54,0.0007529622526947331
01,48,55_TO_59,8.88619238912943e-05
01,48,5_TO_17,0.0004630065126325035
01,48,60_TO_64,6.727279454552181e-05
01,48,65_TO_74,0.00012470532371823312
01,48,75_AND_OVER,0.00023814012561891628
01,49,0_TO_4,0.00018301734597734652
01,49,20_TO_24,8.332279826688579e-05
01,49,25_TO_34,0.00020109653920899882
01,49,45_TO_54,1.8035024016640316e-05
01,49,55_TO_59,2.1449429904795174e-05
01,51,0_TO_4,0.00026096917852325336
01,51,18_TO_19,0.0001774581815937288
01,51,20_TO_24,0.0003620231924699176
01,51,25_TO_34,0.00037484394908557383
01,51,35_TO_44,0.0003757702058531543
01,51,45_TO_54,4.208172270549407e-05
01,51,55_TO_59,7.96693110749535e-05
01,51,5_TO_17,0.0002870884708935048
01,51,60_TO_64,0.0003531821713639895
01,51,75_AND_OVER,3.6382519191778876e-05
01,53,18_TO_19,0.0002237516202703537
01,53,20_TO_24,5.7463998804748824e-05
01,53,25_TO_34,0.00021557549003204676
01,53,35_TO_44,8.532773233346734e-05
01,53,45_TO_54,3.156129202912055e-05
01,53,55_TO_59,8.57977196191807e-05
01,53,5_TO_17,1.9546449082110968e-05
01,54,20_TO_24,9.481559802783556e-05
02,01,20_TO_24,0.0011280776902200568
02,01,25_TO_34,0.00031529716758044456
02,01,35_TO_44,0.001102427523576668
02,01,5_TO_17,0.0011379599317525486
02,04,0_TO_4,0.001364802649536877
02,04,18_TO_19,0.005764719914125551
02,04,20_TO_24,0.00559134159500376
02,04,25_TO_34,0.005719140289723064
02,04,35_TO_44,0.003776632902549773
02,04,45_TO_54,0.002781254345709915
02,04,55_TO_59,0.0027185521767835643
02,04,5_TO_17,0.002788378640718166
02,04,60_TO_64,0.0038755886970172682
02,04,65_TO_74,0.0025569024952628817
02,04,75_AND_OVER,0.0008218052321599781
02,06,0_TO_4,0.005295434280203083
02,06,18_TO_19,0.009640997097761698
02,06,20_TO_24,0.006915606709609914
02,06,25_TO_34,0.007479549475380546
02,06,35_TO_44,0.00744411456514146
02,06,45_TO_54,0.0033474382660865763
02,06,55_TO_59,0.0039030641966678317
02,06,5_TO_17,0.004649809787359752
02,06,60_TO_64,0.002551020408163265
02,06,65_TO_74,0.003629888363810698
02,06,75_AND_OVER,0.00794411724421312
02,08,0_TO_4,0.000946263170345568
02,08,18_TO_19,0.003578102015664135
02,08,20_TO_24,0.0022725043324722887
02,08,25_TO_34,0.002084464607892939
02,08,35_TO_44,0.0018337408312958435
02,08,45_TO_54,0.00046685340802987864
02,08,5_TO_17,0.0012660746260558158
02,08,60_TO_64,0.0002943485086342229
02,08,65_TO_74,0.0015752345729744537
02,09,0_TO_4,0.0008188815897221262
02,09,18_TO_19,0.0010436130879020395
02,09,20_TO_24,0.0026648791812444823
02,09,25_TO_34,0.0010772653225665188
02,09,35_TO_44,0.0008841250436604959
02,09,45_TO_54,0.0019071458370582275
02,09,5_TO_17,0.0008666582261691595
02,10,0_TO_4,0.0004367368478518006
02,10,20_TO_24,0.00014714056828957263
02,10,35_TO_44,0.001015106531610199
02,10,45_TO_54,0.00032779069074438287
02,10,55_TO_59,5.825468950250495e-05
02,10,5_TO_17,0.0002034762791875418
02,11,18_TO_19,0.0007454379199300281
02,11,20_TO_24,0.001732988915410522
02,11,25_TO_34,0.0011122983411865684
02,11,35_TO_44,0.000589416695773664
02,11,45_TO_54,0.0007251127401315136
02,11,5_TO_17,0.00021101243767596928
02,11,60_TO_64,0.0007604003139717425
02,12,0_TO_4,0.005331829017524066
02,12,18_TO_19,0.005267761300838866
02,12,20_TO_24,0.008599548768923913
02,12,25_TO_34,0.0069540541960798055
02,12,35_TO_44,0.0047917394341599725
02,12,45_TO_54,0.005463178179073048
02,12,55_TO_59,0.0038253912773311585
02,12,5_TO_17,0.005900812096438713
02,12,60_TO_64,0.003311420722135008
02,12,65_TO_74,0.0022829486564847155
02,12,75_AND_OVER,0.0039264027758754505
02,13,0_TO_4,9.098684330245846e-05
02,13,18_TO_19,0.0018884427304894048
02,13,20_TO_24,0.0007684007455122126
02,13,25_TO_34,0.0008320341922261732
02,13,35_TO_44,0.0009605309116311561
02,13,45_TO_54,0.00026819238333631326
02,13,5_TO_17,0.0004823141432593584
02,15,0_TO_4,0.0012556184375739268
02,15,18_TO_19,0.00238540134377609
02,15,20_TO_24,0.0021580616682470655
02,15,25_TO_34,0.002478586067368495
02,15,35_TO_44,0.0009387006636395389
02,15,45_TO_54,5.959830740806961e-05
02,15,55_TO_59,0.0007573109635325644
02,15,5_TO_17,0.0005802842036089156
02,15,60_TO_64,4.905808477237049e-05
02,15,65_TO_74,0.0001598064059539301
02,16,0_TO_4,5.4592105981475076e-05
02,16,18_TO_19,0.001093308949230708
02,16,20_TO_24,9.809371219304843e-05
02,16,25_TO_34,0.0015414528192821734
02,16,35_TO_44,0.0001528117359413203
02,16,45_TO_54,0.0022051373740985757
02,16,55_TO_59,0.002757388636451901
02,16,5_TO_17,0.0022457752295513876
02,16,65_TO_74,0.0007533730566399562
02,16,75_AND_OVER,0.0027850066200977037
02,17,0_TO_4,0.0004185394791913089
02,17,20_TO_24,0.004185331720236733
02,17,25_TO_34,0.004431676855436249
02,17,35_TO_44,0.00077497380370241
02,17,45_TO_54,0.00011919661481613922
02,17,55_TO_59,0.0003495281370150297
02,17,5_TO_17,0.0007912966412848848
02,17,65_TO_74,0.000593566650686026
02,18,45_TO_54,0.00046685340802987864
02,18,5_TO_17,8.289774337270222e-05
02,18,60_TO_64,0.0002207613814756672
02,19,0_TO_4,0.0010372500136480265
02,19,25_TO_34,7.882429189511114e-05
02,19,35_TO_44,0.0008950401676563046
02,19,5_TO_17,0.000602892679074198
02,20,18_TO_19,0.0007454379199300281
02,20,25_TO_34,0.0003328136768904693
02,20,45_TO_54,0.00013906271728549575
02,20,5_TO_17,0.0001808678037222594
02,21,20_TO_24,0.0005068175129974169
02,21,55_TO_59,0.0016893859955726437
02,22,0_TO_4,0.0007642894837406511
