ORIGIN_FIPS,DESTINATION_FIPS,SEX,MIGRATION_PROPORTION
06,19,FEMALE,0.4553398058252427
06,19,MALE,0.5446601941747573
06,20,FEMALE,0.5053441641727234
06,20,MALE,0.4946558358272766
06,21,FEMALE,0.3855109961190168
06,21,MALE,0.6144890038809832
06,22,FEMALE,0.4792095512556608
06,22,MALE,0.5207904487443392
06,23,FEMALE,0.47699757869249393
06,23,MALE,0.5230024213075061
06,24,FEMALE,0.4889305177111717
06,24,MALE,0.5110694822888283
06,25,FEMALE,0.5168286445012787
06,25,MALE,0.4831713554987212
06,26,FEMALE,0.5391949152542372
06,26,MALE,0.4608050847457627
06,27,FEMALE,0.4967824967824968
06,27,MALE,0.5032175032175032
06,28,FEMALE,0.1241565452091768
06,28,MALE,0.8758434547908233
06,29,FEMALE,0.44397163120567373
06,29,MALE,0.5560283687943263
06,30,FEMALE,0.552012545739676
06,30,MALE,0.4479874542603241
06,31,FEMALE,0.4864450127877238
06,31,MALE,0.5135549872122762
06,32,FEMALE,0.4944308183884251
06,32,MALE,0.5055691816115749
06,33,FEMALE,0.49924585218702866
06,33,MALE,0.5007541478129713
06,34,FEMALE,0.4483811850946854
06,34,MALE,0.5516188149053146
06,35,FEMALE,0.46733812949640285
06,35,MALE,0.5326618705035971
06,36,FEMALE,0.4898867313915858
06,36,MALE,0.5101132686084142
06,37,FEMALE,0.38819875776397517
06,37,MALE,0.6118012422360248
06,38,FEMALE,0.20967741935483872
06,38,MALE,0.7903225806451613
06,39,FEMALE,0.4465806765636408
06,39,MALE,0.5534193234363592
06,40,FEMALE,0.4835430784123911
06,40,MALE,0.5164569215876089
06,41,FEMALE,0.5006384117962025
06,41,MALE,0.4993615882037975
06,42,FEMALE,0.4811287477954145
06,42,MALE,0.5188712522045855
06,44,FEMALE,0.5202193283070596
06,44,MALE,0.47978067169294036
06,45,FEMALE,0.386988076723691
06,45,MALE,0.6130119232763089
06,46,FEMALE,0.3448275862068966
06,46,MALE,0.6551724137931034
06,47,FEMALE,0.4983108108108108
06,47,MALE,0.5016891891891891
06,48,FEMALE,0.4963350785340314
06,48,MALE,0.5036649214659686
06,49,FEMALE,0.48522186695781017
06,49,MALE,0.5147781330421898
06,50,FEMALE,0.5879629629629629
06,50,MALE,0.41203703703703703
06,51,FEMALE,0.4598829059124268
06,51,MALE,0.5401170940875731
06,53,FEMALE,0.48935049736688124
06,53,MALE,0.5106495026331188
06,54,FEMALE,0.37305699481865284
06,54,MALE,0.6269430051813472
06,55,FEMALE,0.4372328021764477
06,55,MALE,0.5627671978235522
06,56,FEMALE,0.4541832669322709
06,56,MALE,0.545816733067729
08,01,FEMALE,0.4573170731707317
08,01,MALE,0.5426829268292683
08,02,FEMALE,0.4782608695652174
08,02,MALE,0.5217391304347826
08,04,FEMALE,0.5025255636318837
08,04,MALE,0.4974744363681163
08,05,FEMALE,0.3867924528301887
08,05,MALE,0.6132075471698113
08,06,FEMALE,0.4673783159404126
08,06,MALE,0.5326216840595873
08,09,FEMALE,0.4921052631578947
08,09,MALE,0.5078947368421053
08,11,FEMALE,0.4542372881355932
08,11,MALE,0.5457627118644067
08,12,FEMALE,0.45866503368034295
08,12,MALE,0.541334966319657
08,13,FEMALE,0.5256816740646798
08,13,MALE,0.47431832593532025
08,15,FEMALE,0.5070643642072213
08,15,MALE,0.49293563579277866
08,16,FEMALE,0.4883401920438957
08,16,MALE,0.5116598079561042
08,17,FEMALE,0.5512965050732808
08,17,MALE,0.4487034949267193
08,18,FEMALE,0.5670731707317073
08,18,MALE,0.4329268292682927
08,19,FEMALE,0.5019011406844106
08,19,MALE,0.49809885931558934
08,20,FEMALE,0.5525800130633572
08,20,MALE,0.4474199869366427
08,21,FEMALE,0.4321880650994575
08,21,MALE,0.5678119349005425
08,22,FEMALE,0.5836734693877551
08,22,MALE,0.4163265306122449
08,24,FEMALE,0.5043816942551119
08,24,MALE,0.495618305744888
08,25,FEMALE,0.5192150449713818
08,25,MALE,0.4807849550286182
08,26,FEMALE,0.5161290322580645
08,26,MALE,0.4838709677419355
08,27,FEMALE,0.5049407114624506
08,27,MALE,0.4950592885375494
08,28,FEMALE,0.06944444444444445
08,28,MALE,0.9305555555555556
08,29,FEMALE,0.42586323628977657
08,29,MALE,0.5741367637102234
08,30,FEMALE,0.4662790697674419
08,30,MALE,0.5337209302325582
08,31,FEMALE,0.4115549215406562
08,31,MALE,0.5884450784593438
08,32,FEMALE,0.5286173633440514
08,32,MALE,0.47138263665594854
08,33,FEMALE,0.08943089430894309
08,33,MALE,0.9105691056910569
08,34,FEMALE,0.5518072289156627
08,34,MALE,0.44819277108433736
08,35,FEMALE,0.43350864012021034
08,35,MALE,0.5664913598797896
08,36,FEMALE,0.5203349282296651
08,36,MALE,0.4796650717703349
08,37,FEMALE,0.4092093831450912
08,37,MALE,0.5907906168549087
08,38,FEMALE,0.6334519572953736
08,38,MALE,0.3665480427046263
08,39,FEMALE,0.497131931166348
08,39,MALE,0.502868068833652
08,40,FEMALE,0.46743554952510175
08,40,MALE,0.5325644504748982
08,41,FEMALE,0.6545454545454545
08,41,MALE,0.34545454545454546
08,42,FEMALE,0.35947712418300654
08,42,MALE,0.6405228758169934
08,44,MALE,1.0
08,45,FEMALE,0.5252621544327931
08,45,MALE,0.4747378455672069
08,46,FEMALE,0.3931297709923664
08,46,MALE,0.6068702290076335
08,47,FEMALE,0.5209876543209877
08,47,MALE,0.47901234567901235
08,48,FEMALE,0.5029609555354813
08,48,MALE,0.49703904446451874
08,49,FEMALE,0.4973100201748487
08,49,MALE,0.5026899798251513
08,50,FEMALE,0.3373493975903614
08,50,MALE,0.6626506024096386
08,51,FEMALE,0.4602203182374541
08,51,MALE,0.5397796817625459
08,53,FEMALE,0.48683568990736226
08,53,MALE,0.5131643100926377
08,55,FEMALE,0.5044510385756676
08,55,MALE,0.49554896142433236
08,56,FEMALE,0.4854368932038835
08,56,MALE,0.5145631067961165
09,01,FEMALE,0.4235294117647059
09,01,MALE,0.5764705882352941
09,02,FEMALE,0.23076923076923078
09,02,MALE,0.7692307692307693
09,04,FEMALE,0.51278928136419
09,04,MALE,0.48721071863581
09,06,FEMALE,0.49142411642411643
09,06,MALE,0.5085758835758836
09,08,FEMALE,0.42487046632124353
09,08,MALE,0.5751295336787565
09,10,FEMALE,0.6290322580645161
09,10,MALE,0.3709677419354839
09,11,FEMALE,0.5642857142857143
09,11,MALE,0.4357142857142857
09,12,FEMALE,0.5393344383526711
09,12,MALE,0.4606655616473288
09,13,FEMALE,0.5130111524163569
09,13,MALE,0.48698884758364314
09,15,FEMALE,0.5501285347043702
09,15,MALE,0.4498714652956298
09,17,FEMALE,0.4097706879361914
09,17,MALE,0.5902293120638086
09,18,FEMALE,0.33159268929503916
09,18,MALE,0.6684073107049608
09,19,FEMALE,1.0
09,21,FEMALE,0.29850746268656714
09,21,MALE,0.7014925373134329
09,22,FEMALE,0.6788990825688074
09,22,MALE,0.3211009174311927
09,23,FEMALE,0.4151291512915129
09,23,MALE,0.584870848708487
09,24,FEMALE,0.3781021897810219
09,24,MALE,0.621897810218978
09,25,FEMALE,0.46110075542038653
09,25,MALE,0.5388992445796135
09,26,FEMALE,0.3739130434782609
09,26,MALE,0.6260869565217392
09,27,FEMALE,0.3146067415730337
09,27,MALE,0.6853932584269663
09,28,MALE,1.0
09,29,FEMALE,0.3152542372881356
09,29,MALE,0.6847457627118644
09,32,FEMALE,0.480225988700565
09,32,MALE,0.519774011299435
09,33,FEMALE,0.6103169670602859
09,33,MALE,0.3896830329397141
09,34,FEMALE,0.41555380989787905
09,34,MALE,0.584446190102121
09,36,FEMALE,0.5054617676266137
09,36,MALE,0.4945382323733863
09,37,FEMALE,0.6191553544494721
09,37,MALE,0.3808446455505279
09,39,FEMALE,0.3475177304964539
09,39,MALE,0.6524822695035462
09,41,FEMALE,0.25
09,41,MALE,0.75
09,42,FEMALE,0.4626407369498465
09,42,MALE,0.5373592630501536
09,44,FEMALE,0.4948489010989011
09,44,MALE,0.5051510989010989
09,45,FEMALE,0.5586145648312612
09,45,MALE,0.4413854351687389
09,47,FEMALE,0.21014492753623187
09,47,MALE,0.7898550724637681
09,48,FEMALE,0.3819124423963134
09,48,MALE,0.6180875576036866
09,49,FEMALE,0.4727272727272727
09,49,MALE,0.5272727272727272
09,50,FEMALE,0.4512779552715655
09,50,MALE,0.5487220447284346
09,51,FEMALE,0.44002447980416154
09,51,MALE,0.5599755201958384
09,53,FEMALE,0.324
09,53,MALE,0.676
09,54,FEMALE,0.0851063829787234
09,54,MALE,0.9148936170212766
09,55,FEMALE,0.5
09,55,MALE,0.5
09,56,MALE,1.0
10,04,FEMALE,0.519893899204244
10,04,MALE,0.48010610079575594
10,06,FEMALE,0.48863636363636365
10,06,MALE,0.5113636363636364
10,09,FEMALE,0.5
10,09,MALE,0.5
10,11,FEMALE,0.5139442231075697
10,11,MALE,0.4860557768924303
10,12,FEMALE,0.266304347826087
10,12,MALE,0.7336956521739131
10,13,FEMALE,0.6182795698924731
10,13,MALE,0.3817204301075269
10,15,FEMALE,0.32653061224489793
10,15,MALE,0.673469387755102
10,17,FEMALE,0.3275862068965517
10,17,MALE,0.6724137931034483
10,18,MALE,1.0
10,23,MALE,1.0
10,24,FEMALE,0.4986425339366516
10,24,MALE,0.5013574660633484
10,25,FEMALE,0.6556603773584906
10,25,MALE,0.3443396226415094
10,26,MALE,1.0
10,27,FEMALE,0.5111111111111111
10,27,MALE,0.4888888888888889
10,29,FEMALE,0.5111111111111111
10,29,MALE,0.4888888888888889
10,32,FEMALE,0.7291666666666666
10,32,MALE,0.2708333333333333
10,33,FEMALE,0.9411764705882353
10,33,MALE,0.058823529411764705
10,34,FEMALE,0.49142857142857144
10,34,MALE,0.5085714285714286
10,36,FEMALE,0.5460636515912898
10,36,MALE,0.4539363484087102
10,37,FEMALE,0.5107398568019093
10,37,MALE,0.4892601431980907
10,39,FEMALE,0.5714285714285714
10,39,MALE,0.42857142857142855
10,40,FEMALE,0.8
10,40,MALE,0.2
10,42,FEMALE,0.42047155688622756
10,42,MALE,0.5795284431137725
10,44,FEMALE,0.17647058823529413
10,44,MALE,0.8235294117647058
10,45,FEMALE,0.28095238095238095
10,45,MALE,0.719047619047619
10,47,FEMALE,1.0
10,48,FEMALE,0.6004784688995215
10,48,MALE,0.39952153110047844
10,50,FEMALE,1.0
10,51,FEMALE,0.5213358070500927
10,51,MALE,0.47866419294990725
10,54,FEMALE,0.5379310344827586
10,54,MALE,0.46206896551724136
11,01,FEMALE,0.36645962732919257
11,01,MALE,0.6335403726708074
11,04,FEMALE,0.5246636771300448
11,04,MALE,0.47533632286995514
11,05,FEMALE,1.0
11,06,FEMALE,0.5497109826589596
11,06,MALE,0.4502890173410405
11,08,FEMALE,0.4161616161616162
11,08,MALE,0.5838383838383838
11,09,FEMALE,0.45871559633027525
11,09,MALE,0.5412844036697247
11,10,FEMALE,0.536036036036036
11,10,MALE,0.46396396396396394
11,12,FEMALE,0.3491189427312775
11,12,MALE,0.6508810572687225
11,13,FEMALE,0.37656903765690375
11,13,MALE,0.6234309623430963
11,15,FEMALE,0.2708333333333333
11,15,MALE,0.7291666666666666
11,17,FEMALE,0.5424063116370809
11,17,MALE,0.45759368836291914
11,18,FEMALE,0.5278688524590164
11,18,MALE,0.4721311475409836
11,21,FEMALE,0.6030927835051546
11,21,MALE,0.39690721649484534
11,22,FEMALE,0.7323943661971831
11,22,MALE,0.2676056338028169
11,23,FEMALE,0.6382978723404256
11,23,MALE,0.3617021276595745
11,24,FEMALE,0.515078286260887
11,24,MALE,0.4849217137391129
11,25,FEMALE,0.5049407114624506
11,25,MALE,0.4950592885375494
11,26,FEMALE,0.296
11,26,MALE,0.704
11,27,FEMALE,0.5885167464114832
11,27,MALE,0.41148325358851673
11,29,FEMALE,0.459546925566343
11,29,MALE,0.540453074433657
11,32,FEMALE,0.40482573726541554
11,32,MALE,0.5951742627345844
11,33,FEMALE,0.6810344827586207
11,33,MALE,0.31896551724137934
11,34,FEMALE,0.5049226441631505
11,34,MALE,0.49507735583684953
11,36,FEMALE,0.5063897763578274
11,36,MALE,0.4936102236421725
11,37,FEMALE,0.46794871794871795
11,37,MALE,0.532051282051282
11,38,MALE,1.0
11,39,FEMALE,0.3665254237288136
11,39,MALE,0.6334745762711864
11,40,FEMALE,0.6370370370370371
11,40,MALE,0.362962962962963
11,41,FEMALE,0.5534883720930233
11,41,MALE,0.44651162790697674
11,42,FEMALE,0.4603372891942536
11,42,MALE,0.5396627108057465
11,44,FEMALE,0.8666666666666667
11,44,MALE,0.13333333333333333
11,45,FEMALE,0.6590909090909091
11,45,MALE,0.3409090909090909
11,47,FEMALE,0.7602339181286549
11,47,MALE,0.23976608187134502
11,48,FEMALE,0.5220522052205221
11,48,MALE,0.47794779477947796
11,49,FEMALE,0.2926829268292683
11,49,MALE,0.7073170731707317
11,50,FEMALE,0.59375
11,50,MALE,0.40625
11,51,FEMALE,0.5044779264566431
11,51,MALE,0.49552207354335687
11,53,FEMALE,0.6115288220551378
11,53,MALE,0.38847117794486213
11,54,FEMALE,0.28012048192771083
11,54,MALE,0.7198795180722891
11,55,FEMALE,0.4397590361445783
11,55,MALE,0.5602409638554217
12,01,FEMALE,0.4518585441404233
12,01,MALE,0.5481414558595766
12,02,FEMALE,0.5426829268292683
12,02,MALE,0.4573170731707317
12,04,FEMALE,0.4486175115207373
12,04,MALE,0.5513824884792626
12,05,FEMALE,0.3963210702341137
12,05,MALE,0.6036789297658863
12,06,FEMALE,0.47795444294091116
12,06,MALE,0.5220455570590888
12,08,FEMALE,0.49903121636167924
12,08,MALE,0.5009687836383208
12,09,FEMALE,0.5817888799355359
12,09,MALE,0.41821112006446415
12,10,FEMALE,0.5918918918918918
12,10,MALE,0.4081081081081081
12,11,FEMALE,0.5721551176096631
12,11,MALE,0.4278448823903369
12,13,FEMALE,0.48571553572209825
12,13,MALE,0.5142844642779018
12,15,FEMALE,0.4166666666666667
12,15,MALE,0.5833333333333334
12,16,MALE,1.0
12,17,FEMALE,0.4593924364538128
12,17,MALE,0.5406075635461872
12,18,FEMALE,0.5317769130998703
12,18,MALE,0.4682230869001297
12,19,FEMALE,0.5880551301684533
12,19,MALE,0.4119448698315467
12,20,FEMALE,0.38289205702647655
12,20,MALE,0.6171079429735234
12,21,FEMALE,0.5085926614026939
12,21,MALE,0.49140733859730606
12,22,FEMALE,0.5047406581148912
12,22,MALE,0.4952593418851088
12,23,FEMALE,0.5164556962025316
12,23,MALE,0.4835443037974684
12,24,FEMALE,0.49607843137254903
12,24,MALE,0.503921568627451
12,25,FEMALE,0.5522501906941266
12,25,MALE,0.4477498093058734
12,26,FEMALE,0.501658809149642
12,26,MALE,0.49834119085035794
12,27,FEMALE,0.45868263473053894
12,27,MALE,0.5413173652694611
12,28,FEMALE,0.34096858638743455
12,28,MALE,0.6590314136125655
12,29,FEMALE,0.4510956707642972
12,29,MALE,0.5489043292357029
12,30,FEMALE,0.5
12,30,MALE,0.5
12,31,FEMALE,0.4091456077015644
12,31,MALE,0.5908543922984356
12,32,FEMALE,0.48356027897708403
12,32,MALE,0.516439721022916
12,33,FEMALE,0.45295404814004375
12,33,MALE,0.5470459518599562
12,34,FEMALE,0.5094842451794952
12,34,MALE,0.4905157548205048
12,35,FEMALE,0.4394366197183099
12,35,MALE,0.5605633802816902
12,36,FEMALE,0.5219506675718488
