GEOID,AGE_GROUP,SEX,2029,2034,2039,2044,2049,2054,2059,2064,2069,2074,2079,2084,2089,2094
04,85+,FEMALE,121244.0,172158.0,220010.0,258704.0,278662.0,271622.0,271260.0,271276.0,299489.0,327331.0,361803.0,373312.0,385785.0,404195.0
04,0-4,MALE,206910.0,206194.0,203711.0,198581.0,190235.0,182128.0,176688.0,174768.0,174166.0,172828.0,169911.0,165925.0,162135.0,159597.0
04,10-14,MALE,225986.0,207675.0,209281.0,209068.0,207107.0,202604.0,194834.0,187101.0,181882.0,180146.0,179749.0,178639.0,175950.0,172153.0
04,15-19,MALE,238555.0,227288.0,209396.0,211208.0,211151.0,209372.0,205104.0,197554.0,189960.0,184821.0,183153.0,182833.0,181810.0,179208.0
04,20-24,MALE,264972.0,241789.0,230946.0,213522.0,215712.0,215928.0,214498.0,210684.0,203546.0,196207.0,191222.0,189698.0,189545.0,188705.0
04,25-29,MALE,275441.0,270433.0,249073.0,238823.0,222167.0,224764.0,225318.0,224325.0,221056.0,214409.0,207375.0,202571.0,201206.0,201232.0
04,30-34,MALE,278468.0,278009.0,274877.0,255211.0,245647.0,229718.0,232561.0,233358.0,232706.0,229870.0,223641.0,216895.0,212256.0,210998.0
04,35-39,MALE,284181.0,280735.0,281536.0,280096.0,262031.0,253045.0,237859.0,240957.0,242011.0,241700.0,239278.0,233453.0,226994.0,222527.0
04,40-44,MALE,264794.0,285928.0,282899.0,284601.0,284367.0,267383.0,258947.0,244474.0,247833.0,249142.0,249118.0,247031.0,241545.0,235351.0
04,45-49,MALE,251620.0,265576.0,287043.0,284191.0,286656.0,287466.0,271498.0,263603.0,249803.0,253433.0,255001.0,255266.0,253510.0,248356.0
04,5-9,MALE,206398.0,207708.0,207338.0,205167.0,200430.0,192441.0,184572.0,179275.0,177472.0,176996.0,175796.0,173017.0,169146.0,165433.0
04,50-54,MALE,219973.0,249449.0,263405.0,284767.0,282015.0,285094.0,286674.0,271556.0,264134.0,250916.0,254781.0,256599.0,257137.0,255681.0
04,55-59,MALE,219197.0,215688.0,244871.0,258562.0,279710.0,277223.0,280915.0,283248.0,269069.0,262204.0,249668.0,253796.0,255906.0,256765.0
04,60-64,MALE,211414.0,214808.0,211675.0,240669.0,254263.0,275417.0,273257.0,277699.0,280916.0,267746.0,261548.0,249775.0,254280.0,256789.0
04,65-69,MALE,217856.0,205308.0,209373.0,206819.0,235774.0,249530.0,270927.0,269274.0,274635.0,278929.0,266927.0,261533.0,250627.0,255669.0
04,70-74,MALE,201775.0,209356.0,198089.0,202678.0,200736.0,229756.0,243696.0,265346.0,264199.0,270550.0,275931.0,265083.0,260537.0,250460.0
04,75-79,MALE,165528.0,186425.0,194865.0,185317.0,190644.0,189731.0,218420.0,232592.0,254344.0,254023.0,261428.0,267944.0,258571.0,255127.0
04,80-84,MALE,121772.0,139709.0,159074.0,167996.0,161151.0,167376.0,167910.0,194950.0,208980.0,230033.0,230870.0,239183.0,246874.0,239783.0
04,85+,MALE,91719.0,126479.0,155984.0,184651.0,204918.0,208084.0,217078.0,225303.0,257747.0,288514.0,323405.0,341714.0,361002.0,383101.0
05,0-4,FEMALE,85486.0,83150.0,81422.0,79331.0,76040.0,72556.0,69580.0,67492.0,65993.0,64506.0,62645.0,60500.0,58457.0,56800.0
05,10-14,FEMALE,96218.0,88381.0,85232.0,83047.0,81445.0,79469.0,76282.0,72885.0,69989.0,67978.0,66549.0,65124.0,63318.0,61220.0
05,15-19,FEMALE,98142.0,96085.0,88305.0,85207.0,83054.0,81478.0,79527.0,76365.0,72992.0,70118.0,68129.0,66719.0,65311.0,63522.0
05,20-24,FEMALE,106045.0,100421.0,98343.0,90553.0,87598.0,85525.0,84018.0,82128.0,79002.0,75647.0,72797.0,70856.0,69501.0,68142.0
05,25-29,FEMALE,100896.0,105405.0,99937.0,97877.0,90221.0,87402.0,85417.0,83983.0,82165.0,79114.0,75826.0,73038.0,71160.0,69862.0
