year,age,sex,deaths_per_1000_people
2021,0,female,5.063
2021,0,male,5.86
2021,1,female,0.393
2021,1,male,0.42
2021,2,female,0.22
2021,2,male,0.269
2021,3,female,0.175
2021,3,male,0.222
2021,4,female,0.143
2021,4,male,0.182
2021,5,female,0.12
2021,5,male,0.155
2021,6,female,0.107
2021,6,male,0.138
2021,7,female,0.1
2021,7,male,0.127
2021,8,female,0.097
2021,8,male,0.121
2021,9,female,0.096
2021,9,male,0.121
2021,10,female,0.101
2021,10,male,0.127
2021,11,female,0.112
2021,11,male,0.136
2021,12,female,0.129
2021,12,male,0.162
2021,13,female,0.155
2021,13,male,0.217
2021,14,female,0.187
2021,14,male,0.305
2021,15,female,0.229
2021,15,male,0.44
2021,16,female,0.287
2021,16,male,0.63
2021,17,female,0.353
2021,17,male,0.866
2021,18,female,0.423
2021,18,male,1.113
2021,19,female,0.48
2021,19,male,1.316
2021,20,female,0.537
2021,20,male,1.453
2021,21,female,0.587
2021,21,male,1.578
2021,22,female,0.633
2021,22,male,1.684
2021,23,female,0.678
2021,23,male,1.771
2021,24,female,0.724
2021,24,male,1.872
2021,25,female,0.772
2021,25,male,1.986
2021,26,female,0.825
2021,26,male,2.097
2021,27,female,0.881
2021,27,male,2.214
2021,28,female,0.944
2021,28,male,2.339
2021,29,female,1.016
2021,29,male,2.465
2021,30,female,1.095
2021,30,male,2.582
2021,31,female,1.181
2021,31,male,2.69
2021,32,female,1.277
2021,32,male,2.793
2021,33,female,1.37
2021,33,male,2.885
2021,34,female,1.451
2021,34,male,2.976
2021,35,female,1.529
2021,35,male,3.075
2021,36,female,1.611
2021,36,male,3.176
2021,37,female,1.703
2021,37,male,3.295
2021,38,female,1.807
2021,38,male,3.445
2021,39,female,1.922
2021,39,male,3.611
2021,40,female,2.047
2021,40,male,3.784
2021,41,female,2.183
2021,41,male,3.965
2021,42,female,2.33
2021,42,male,4.151
2021,43,female,2.461
2021,43,male,4.346
2021,44,female,2.601
2021,44,male,4.551
2021,45,female,2.767
2021,45,male,4.79
2021,46,female,2.971
2021,46,male,5.084
2021,47,female,3.194
2021,47,male,5.422
2021,48,female,3.44
2021,48,male,5.818
2021,49,female,3.7
2021,49,male,6.236
2021,50,female,3.979
2021,50,male,6.692
2021,51,female,4.273
2021,51,male,7.187
2021,52,female,4.598
2021,52,male,7.755
2021,53,female,4.943
2021,53,male,8.367
2021,54,female,5.329
2021,54,male,9.047
2021,55,female,5.784
2021,55,male,9.775
2021,56,female,6.274
2021,56,male,10.561
2021,57,female,6.781
2021,57,male,11.381
2021,58,female,7.337
2021,58,male,12.262
2021,59,female,7.963
2021,59,male,13.184
2021,60,female,8.612
2021,60,male,14.215
2021,61,female,9.329
2021,61,male,15.291
2021,62,female,10.052
2021,62,male,16.41
2021,63,female,10.764
2021,63,male,17.537
2021,64,female,11.48
2021,64,male,18.686
2021,65,female,12.175
2021,65,male,19.863
2021,66,female,12.93
2021,66,male,21.072
2021,67,female,13.834
2021,67,male,22.406
2021,68,female,14.883
2021,68,male,23.858
2021,69,female,16.121
2021,69,male,25.437
2021,70,female,17.536
2021,70,male,27.238
2021,71,female,19.117
2021,71,male,29.212
2021,72,female,20.872
2021,72,male,31.435
2021,73,female,22.861
2021,73,male,33.989
2021,74,female,25.177
2021,74,male,36.958
2021,75,female,28.086
2021,75,male,40.732
2021,76,female,31.066
2021,76,male,44.459
2021,77,female,34.249
2021,77,male,48.629
2021,78,female,37.705
2021,78,male,53.341
2021,79,female,41.767
2021,79,male,58.85
2021,80,female,46.285
2021,80,male,64.657
2021,81,female,51.218
2021,81,male,70.933
2021,82,female,56.717
2021,82,male,77.747
2021,83,female,63.018
2021,83,male,85.514
2021,84,female,70.387
2021,84,male,94.568
2021,85,female,78.813
2021,85,male,104.785
2021,86,female,88.27
2021,86,male,116.224
2021,87,female,98.731
2021,87,male,128.839
2021,88,female,109.851
2021,88,male,142.121
2021,89,female,122.237
2021,89,male,156.808
2021,90,female,136.099
2021,90,male,173.276
2021,91,female,151.344
2021,91,male,191.47
2021,92,female,168.117
2021,92,male,211.261
2021,93,female,186.281
2021,93,male,231.658
2021,94,female,205.914
2021,94,male,253.208
2021,95,female,226.35
2021,95,male,276.8
2021,96,female,247.028
2021,96,male,300.003
2021,97,female,268.052
2021,97,male,323.281
2021,98,female,290.399
2021,98,male,345.085
2021,99,female,314.195
2021,99,male,367.152
2021,100,female,338.561
2021,100,male,389.606
2021,101,female,363.332
2021,101,male,412.347
2021,102,female,388.32
2021,102,male,435.264
2021,103,female,413.323
2021,103,male,458.242
2021,104,female,438.123
2021,104,male,481.154
2021,105,female,464.41
2021,105,male,505.211
2021,106,female,492.275
2021,106,male,530.472
2021,107,female,521.811
2021,107,male,556.996
2021,108,female,553.12
2021,108,male,584.845
2021,109,female,586.307
2021,109,male,614.088
2021,110,female,621.486
2021,110,male,644.792
2021,111,female,658.775
2021,111,male,677.032
2021,112,female,698.301
2021,112,male,710.883
2021,113,female,740.199
2021,113,male,746.427
2021,114,female,783.749
2021,114,male,783.749
2021,115,female,822.936
2021,115,male,822.936
2021,116,female,864.083
2021,116,male,864.083
2021,117,female,907.287
2021,117,male,907.287
2021,118,female,952.652
2021,118,male,952.652
2021,119,female,1000.0
2021,119,male,1000.0
2022,0,female,5.119
2022,0,male,6.064
2022,1,female,0.398
2022,1,male,0.491
2022,2,female,0.24
2022,2,male,0.309
2022,3,female,0.198
2022,3,male,0.248
2022,4,female,0.16
2022,4,male,0.199
2022,5,female,0.134
2022,5,male,0.167
2022,6,female,0.118
2022,6,male,0.143
2022,7,female,0.109
2022,7,male,0.126
2022,8,female,0.106
2022,8,male,0.121
2022,9,female,0.106
2022,9,male,0.121
2022,10,female,0.111
2022,10,male,0.127
2022,11,female,0.121
2022,11,male,0.143
2022,12,female,0.14
2022,12,male,0.171
2022,13,female,0.162
2022,13,male,0.227
2022,14,female,0.188
2022,14,male,0.32
2022,15,female,0.224
2022,15,male,0.451
2022,16,female,0.276
2022,16,male,0.622
2022,17,female,0.337
2022,17,male,0.826
2022,18,female,0.395
2022,18,male,1.026
2022,19,female,0.45
2022,19,male,1.182
2022,20,female,0.496
2022,20,male,1.301
2022,21,female,0.532
2022,21,male,1.404
2022,22,female,0.567
2022,22,male,1.498
2022,23,female,0.61
2022,23,male,1.586
2022,24,female,0.65
2022,24,male,1.679
2022,25,female,0.699
2022,25,male,1.776
2022,26,female,0.743
2022,26,male,1.881
2022,27,female,0.796
2022,27,male,1.985
2022,28,female,0.855
2022,28,male,2.095
2022,29,female,0.924
2022,29,male,2.219
2022,30,female,0.988
2022,30,male,2.332
2022,31,female,1.053
2022,31,male,2.445
2022,32,female,1.123
2022,32,male,2.562
2022,33,female,1.198
2022,33,male,2.653
2022,34,female,1.263
2022,34,male,2.716
2022,35,female,1.324
2022,35,male,2.791
2022,36,female,1.403
2022,36,male,2.894
2022,37,female,1.493
2022,37,male,2.994
2022,38,female,1.596
2022,38,male,3.091
2022,39,female,1.7
2022,39,male,3.217
2022,40,female,1.803
2022,40,male,3.353
2022,41,female,1.905
2022,41,male,3.499
2022,42,female,2.009
2022,42,male,3.642
2022,43,female,2.116
2022,43,male,3.811
2022,44,female,2.223
2022,44,male,3.996
2022,45,female,2.352
2022,45,male,4.175
2022,46,female,2.516
2022,46,male,4.388
2022,47,female,2.712
2022,47,male,4.666
2022,48,female,2.936
2022,48,male,4.973
2022,49,female,3.177
2022,49,male,5.305
2022,50,female,3.407
2022,50,male,5.666
2022,51,female,3.642
2022,51,male,6.069
2022,52,female,3.917
2022,52,male,6.539
2022,53,female,4.238
2022,53,male,7.073
2022,54,female,4.619
2022,54,male,7.675
2022,55,female,5.04
2022,55,male,8.348
2022,56,female,5.493
2022,56,male,9.051
2022,57,female,5.987
2022,57,male,9.822
2022,58,female,6.509
2022,58,male,10.669
2022,59,female,7.067
2022,59,male,11.548
2022,60,female,7.658
2022,60,male,12.458
2022,61,female,8.305
2022,61,male,13.403
2022,62,female,8.991
2022,62,male,14.45
2022,63,female,9.681
2022,63,male,15.571
2022,64,female,10.343
2022,64,male,16.737
2022,65,female,11.018
2022,65,male,17.897
2022,66,female,11.743
2022,66,male,19.017
2022,67,female,12.532
2022,67,male,20.213
2022,68,female,13.512
2022,68,male,21.569
2022,69,female,14.684
2022,69,male,23.088
2022,70,female,16.025
2022,70,male,24.828
2022,71,female,17.468
2022,71,male,26.705
2022,72,female,19.195
2022,72,male,28.761
2022,73,female,21.195
2022,73,male,31.116
2022,74,female,23.452
2022,74,male,33.861
2022,75,female,25.98
2022,75,male,37.088
2022,76,female,29.153
2022,76,male,41.126
2022,77,female,32.394
2022,77,male,45.241
2022,78,female,35.888
2022,78,male,49.793
2022,79,female,39.676
2022,79,male,54.768
2022,80,female,44.156
2022,80,male,60.66
2022,81,female,49.087
2022,81,male,67.027
2022,82,female,54.635
2022,82,male,73.999
2022,83,female,61.066
2022,83,male,81.737
2022,84,female,68.431
2022,84,male,90.458
2022,85,female,76.841
2022,85,male,100.525
2022,86,female,86.205
2022,86,male,111.793
2022,87,female,96.851
2022,87,male,124.494
2022,88,female,109.019
2022,88,male,138.398
2022,89,female,121.867
2022,89,male,153.207
2022,90,female,135.805
2022,90,male,169.704
2022,91,female,151.108
2022,91,male,187.963
2022,92,female,168.02
2022,92,male,208.395
2022,93,female,186.34
2022,93,male,230.808
2022,94,female,206.432
2022,94,male,253.914
2022,95,female,228.086
2022,95,male,277.402
2022,96,female,250.406
2022,96,male,300.882
2022,97,female,273.699
2022,97,male,324.326
2022,98,female,296.984
2022,98,male,347.332
2022,99,female,319.502
2022,99,male,369.43
2022,100,female,342.716
2022,100,male,391.927
2022,101,female,366.532
2022,101,male,414.726
2022,102,female,390.844
2022,102,male,437.722
2022,103,female,415.531
2022,103,male,460.8
2022,104,female,440.463
2022,104,male,483.84
2022,105,female,466.891
2022,105,male,508.032
2022,106,female,494.904
2022,106,male,533.434
2022,107,female,524.599
2022,107,male,560.105
2022,108,female,556.075
2022,108,male,588.111
2022,109,female,589.439
2022,109,male,617.516
2022,110,female,624.805
2022,110,male,648.392
2022,111,female,662.294
2022,111,male,680.812
2022,112,female,702.031
2022,112,male,714.852
2022,113,female,744.153
2022,113,male,750.595
2022,114,female,788.125
2022,114,male,788.125
2022,115,female,827.531
2022,115,male,827.531
2022,116,female,868.907
2022,116,male,868.907
2022,117,female,912.353
2022,117,male,912.353
2022,118,female,957.97
2022,118,male,957.97
2022,119,female,1000.0
2022,119,male,1000.0
2023,0,female,5.075
2023,0,male,5.948
2023,1,female,0.394
2023,1,male,0.517
2023,2,female,0.231
2023,2,male,0.323
2023,3,female,0.19
2023,3,male,0.251
2023,4,female,0.156
2023,4,male,0.195
2023,5,female,0.134
2023,5,male,0.161
2023,6,female,0.116
2023,6,male,0.138
2023,7,female,0.105
2023,7,male,0.126
2023,8,female,0.101
2023,8,male,0.12
2023,9,female,0.099
2023,9,male,0.121
2023,10,female,0.102
2023,10,male,0.125
2023,11,female,0.111
2023,11,male,0.141
2023,12,female,0.127
2023,12,male,0.173
2023,13,female,0.152
2023,13,male,0.234
2023,14,female,0.189
2023,14,male,0.329
2023,15,female,0.23
2023,15,male,0.466
2023,16,female,0.275
2023,16,male,0.638
2023,17,female,0.325
2023,17,male,0.825
2023,18,female,0.375
2023,18,male,1.008
2023,19,female,0.414
2023,19,male,1.148
2023,20,female,0.445
2023,20,male,1.247
2023,21,female,0.481
2023,21,male,1.328
2023,22,female,0.518
2023,22,male,1.393
2023,23,female,0.552
2023,23,male,1.456
2023,24,female,0.589
2023,24,male,1.528
2023,25,female,0.616
2023,25,male,1.614
2023,26,female,0.649
2023,26,male,1.705
2023,27,female,0.691
2023,27,male,1.803
2023,28,female,0.749
2023,28,male,1.897
2023,29,female,0.818
2023,29,male,1.992
2023,30,female,0.888
2023,30,male,2.108
2023,31,female,0.957
2023,31,male,2.226
2023,32,female,1.028
2023,32,male,2.333
2023,33,female,1.099
2023,33,male,2.432
2023,34,female,1.165
2023,34,male,2.515
2023,35,female,1.22
2023,35,male,2.602
2023,36,female,1.274
2023,36,male,2.69
2023,37,female,1.358
2023,37,male,2.789
2023,38,female,1.449
2023,38,male,2.889
2023,39,female,1.544
2023,39,male,3.01
2023,40,female,1.654
2023,40,male,3.137
2023,41,female,1.753
2023,41,male,3.275
2023,42,female,1.855
2023,42,male,3.44
2023,43,female,1.964
2023,43,male,3.62
2023,44,female,2.085
2023,44,male,3.798
2023,45,female,2.197
2023,45,male,3.952
2023,46,female,2.317
2023,46,male,4.094
2023,47,female,2.449
2023,47,male,4.266
2023,48,female,2.606
2023,48,male,4.496
2023,49,female,2.801
2023,49,male,4.814
2023,50,female,3.041
2023,50,male,5.145
2023,51,female,3.299
2023,51,male,5.514
2023,52,female,3.565
2023,52,male,5.934
2023,53,female,3.858
2023,53,male,6.421
2023,54,female,4.183
2023,54,male,6.941
2023,55,female,4.545
2023,55,male,7.51
2023,56,female,4.937
2023,56,male,8.192
2023,57,female,5.379
2023,57,male,8.957
2023,58,female,5.829
2023,58,male,9.732
2023,59,female,6.348
2023,59,male,10.513
2023,60,female,6.938
2023,60,male,11.358
2023,61,female,7.571
2023,61,male,12.253
2023,62,female,8.236
2023,62,male,13.217
2023,63,female,8.896
2023,63,male,14.247
2023,64,female,9.524
2023,64,male,15.324
2023,65,female,10.188
2023,65,male,16.447
2023,66,female,10.874
2023,66,male,17.557
2023,67,female,11.65
2023,67,male,18.714
2023,68,female,12.533
2023,68,male,19.959
2023,69,female,13.571
2023,69,male,21.344
2023,70,female,14.76
2023,70,male,22.881
2023,71,female,16.145
2023,71,male,24.592
2023,72,female,17.695
2023,72,male,26.481
2023,73,female,19.482
2023,73,male,28.625
2023,74,female,21.519
2023,74,male,31.046
2023,75,female,23.829
2023,75,male,33.775
2023,76,female,26.441
2023,76,male,36.984
2023,77,female,29.683
2023,77,male,41.129
2023,78,female,33.116
2023,78,male,45.428
2023,79,female,36.959
2023,79,male,50.312
2023,80,female,41.158
2023,80,male,55.597
2023,81,female,45.93
2023,81,male,61.719
2023,82,female,51.248
2023,82,male,68.321
2023,83,female,57.223
2023,83,male,75.382
2023,84,female,64.061
2023,84,male,83.319
2023,85,female,71.7
2023,85,male,92.625
2023,86,female,80.437
2023,86,male,103.392
2023,87,female,90.508
2023,87,male,115.422
2023,88,female,102.142
2023,88,male,128.917
2023,89,female,115.107
2023,89,male,143.693
2023,90,female,129.096
2023,90,male,159.326
2023,91,female,144.139
2023,91,male,176.406
2023,92,female,160.258
2023,92,male,195.185
2023,93,female,177.511
2023,93,male,216.061
2023,94,female,196.283
2023,94,male,238.456
2023,95,female,216.462
2023,95,male,261.706
2023,96,female,238.221
2023,96,male,285.503
2023,97,female,260.707
2023,97,male,309.844
2023,98,female,283.133
2023,98,male,330.89
2023,99,female,305.613
2023,99,male,347.35
2023,100,female,328.693
2023,100,male,364.647
2023,101,female,352.24
2023,101,male,382.823
2023,102,female,376.108
2023,102,male,401.925
2023,103,female,400.134
2023,103,male,422.001
2023,104,female,424.142
2023,104,male,443.101
2023,105,female,449.59
2023,105,male,465.256
2023,106,female,476.565
2023,106,male,488.519
2023,107,female,505.159
2023,107,male,512.945
2023,108,female,535.469
2023,108,male,538.592
2023,109,female,565.522
2023,109,male,565.522
2023,110,female,593.798
2023,110,male,593.798
2023,111,female,623.488
2023,111,male,623.488
2023,112,female,654.662
2023,112,male,654.662
2023,113,female,687.395
2023,113,male,687.395
2023,114,female,721.765
2023,114,male,721.765
2023,115,female,757.853
2023,115,male,757.853
2023,116,female,795.746
2023,116,male,795.746
2023,117,female,835.533
2023,117,male,835.533
2023,118,female,877.31
2023,118,male,877.31
2023,119,female,1000.0
2023,119,male,1000.0
2024,0,female,4.786
2024,0,male,5.768
2024,1,female,0.332
2024,1,male,0.404
2024,2,female,0.193
2024,2,male,0.234
2024,3,female,0.16
2024,3,male,0.188
2024,4,female,0.134
2024,4,male,0.153
2024,5,female,0.124
2024,5,male,0.14
2024,6,female,0.112
2024,6,male,0.127
2024,7,female,0.103
2024,7,male,0.12
2024,8,female,0.097
2024,8,male,0.117
2024,9,female,0.094
2024,9,male,0.119
2024,10,female,0.096
2024,10,male,0.128
2024,11,female,0.103
2024,11,male,0.139
2024,12,female,0.117
2024,12,male,0.156
2024,13,female,0.137
2024,13,male,0.189
2024,14,female,0.158
2024,14,male,0.252
2024,15,female,0.182
2024,15,male,0.346
2024,16,female,0.22
2024,16,male,0.481
2024,17,female,0.27
2024,17,male,0.649
2024,18,female,0.327
2024,18,male,0.838
2024,19,female,0.371
2024,19,male,1.001
2024,20,female,0.431
2024,20,male,1.195
2024,21,female,0.469
2024,21,male,1.316
2024,22,female,0.507
2024,22,male,1.387
2024,23,female,0.548
2024,23,male,1.437
2024,24,female,0.579
2024,24,male,1.497
2024,25,female,0.652
2024,25,male,1.681
2024,26,female,0.691
2024,26,male,1.759
2024,27,female,0.733
2024,27,male,1.831
2024,28,female,0.779
2024,28,male,1.906
2024,29,female,0.834
2024,29,male,1.973
2024,30,female,0.935
2024,30,male,2.106
2024,31,female,1.002
2024,31,male,2.147
2024,32,female,1.066
2024,32,male,2.187
2024,33,female,1.13
2024,33,male,2.247
2024,34,female,1.175
2024,34,male,2.328
2024,35,female,1.208
2024,35,male,2.366
2024,36,female,1.278
2024,36,male,2.451
2024,37,female,1.372
2024,37,male,2.556
2024,38,female,1.479
2024,38,male,2.674
2024,39,female,1.571
2024,39,male,2.794
2024,40,female,1.517
2024,40,male,2.705
2024,41,female,1.581
2024,41,male,2.788
2024,42,female,1.665
2024,42,male,2.888
2024,43,female,1.784
2024,43,male,3.007
2024,44,female,1.921
2024,44,male,3.179
2024,45,female,1.93
2024,45,male,3.152
2024,46,female,2.097
2024,46,male,3.395
2024,47,female,2.275
2024,47,male,3.65
2024,48,female,2.471
2024,48,male,3.929
2024,49,female,2.68
2024,49,male,4.255
2024,50,female,2.898
2024,50,male,4.622
2024,51,female,3.14
2024,51,male,5.037
2024,52,female,3.416
2024,52,male,5.486
2024,53,female,3.731
2024,53,male,5.988
2024,54,female,4.073
2024,54,male,6.593
2024,55,female,4.612
2024,55,male,7.503
2024,56,female,5.026
2024,56,male,8.159
2024,57,female,5.479
2024,57,male,8.847
2024,58,female,5.961
2024,58,male,9.583
2024,59,female,6.467
2024,59,male,10.372
2024,60,female,7.095
2024,60,male,11.326
2024,61,female,7.647
2024,61,male,12.258
2024,62,female,8.21
2024,62,male,13.254
2024,63,female,8.781
2024,63,male,14.287
2024,64,female,9.365
2024,64,male,15.334
2024,65,female,9.483
2024,65,male,15.653
2024,66,female,10.162
2024,66,male,16.728
2024,67,female,10.958
2024,67,male,17.795
2024,68,female,11.902
2024,68,male,18.887
2024,69,female,12.995
2024,69,male,20.125
2024,70,female,14.039
2024,70,male,21.292
2024,71,female,15.43
2024,71,male,22.945
2024,72,female,17.003
2024,72,male,24.908
2024,73,female,18.922
2024,73,male,27.484
2024,74,female,20.86
2024,74,male,30.136
2024,75,female,23.104
2024,75,male,33.142
2024,76,female,25.495
2024,76,male,36.295
2024,77,female,28.341
2024,77,male,40.012
2024,78,female,31.587
2024,78,male,44.203
2024,79,female,35.322
2024,79,male,48.912
2024,80,female,40.025
2024,80,male,54.744
2024,81,female,45.03
2024,81,male,60.783
2024,82,female,50.868
2024,82,male,67.66
2024,83,female,57.342
2024,83,male,75.416
2024,84,female,64.4
2024,84,male,84.163
2024,85,female,73.137
2024,85,male,94.842
2024,86,female,82.101
2024,86,male,105.635
2024,87,female,91.997
2024,87,male,117.668
2024,88,female,103.019
2024,88,male,130.666
2024,89,female,115.55
2024,89,male,144.914
2024,90,female,130.124
2024,90,male,162.045
2024,91,female,144.644
2024,91,male,179.157
2024,92,female,160.523
2024,92,male,197.773
2024,93,female,178.026
2024,93,male,218.141
2024,94,female,197.089
2024,94,male,239.922
2024,95,female,219.972
2024,95,male,266.107
2024,96,female,241.374
2024,96,male,289.326
2024,97,female,262.398
2024,97,male,312.798
2024,98,female,281.875
2024,98,male,334.609
2024,99,female,300.062
2024,99,male,352.557
2024,100,female,313.107
2024,100,male,364.177
2024,101,female,332.653
2024,101,male,383.105
2024,102,female,353.072
2024,102,male,402.698
2024,103,female,374.376
2024,103,male,422.96
2024,104,female,396.571
2024,104,male,443.889
2024,105,female,418.712
2024,105,male,464.326
2024,106,female,443.561
2024,106,male,487.317
2024,107,female,469.898
2024,107,male,511.454
2024,108,female,497.813
2024,108,male,536.797
2024,109,female,527.4
2024,109,male,563.404
2024,110,female,558.767
2024,110,male,591.345
2024,111,female,592.009
2024,111,male,620.677
2024,112,female,627.245
2024,112,male,651.475
2024,113,female,664.595
2024,113,male,683.813
2024,114,female,704.185
2024,114,male,717.768
2024,115,female,749.735
2024,115,male,757.038
2024,116,female,794.434
2024,116,male,794.654
2024,117,female,834.172
2024,117,male,834.149
2024,118,female,875.642
2024,118,male,875.62
2024,119,female,1000.0
2024,119,male,1000.0
2025,0,female,4.734
2025,0,male,5.705
2025,1,female,0.327
2025,1,male,0.398
2025,2,female,0.189
2025,2,male,0.23
2025,3,female,0.157
2025,3,male,0.185
2025,4,female,0.131
2025,4,male,0.15
2025,5,female,0.122
2025,5,male,0.139
2025,6,female,0.11
2025,6,male,0.126
2025,7,female,0.101
2025,7,male,0.119
2025,8,female,0.095
2025,8,male,0.116
2025,9,female,0.092
2025,9,male,0.118
2025,10,female,0.095
2025,10,male,0.127
2025,11,female,0.102
2025,11,male,0.138
2025,12,female,0.116
2025,12,male,0.155
2025,13,female,0.135
2025,13,male,0.188
2025,14,female,0.157
2025,14,male,0.252
2025,15,female,0.18
2025,15,male,0.344
2025,16,female,0.218
2025,16,male,0.479
2025,17,female,0.268
2025,17,male,0.646
2025,18,female,0.325
2025,18,male,0.835
2025,19,female,0.369
2025,19,male,0.997
2025,20,female,0.432
2025,20,male,1.202
2025,21,female,0.471
2025,21,male,1.324
2025,22,female,0.509
2025,22,male,1.395
2025,23,female,0.551
2025,23,male,1.445
2025,24,female,0.581
2025,24,male,1.506
2025,25,female,0.663
2025,25,male,1.713
2025,26,female,0.703
2025,26,male,1.793
2025,27,female,0.746
2025,27,male,1.866
2025,28,female,0.792
2025,28,male,1.943
2025,29,female,0.849
2025,29,male,2.011
2025,30,female,0.959
2025,30,male,2.163
2025,31,female,1.028
2025,31,male,2.205
2025,32,female,1.094
2025,32,male,2.247
2025,33,female,1.16
2025,33,male,2.31
2025,34,female,1.206
2025,34,male,2.392
2025,35,female,1.237
2025,35,male,2.424
2025,36,female,1.309
2025,36,male,2.511
2025,37,female,1.404
2025,37,male,2.617
2025,38,female,1.513
2025,38,male,2.738
2025,39,female,1.606
2025,39,male,2.86
2025,40,female,1.526
2025,40,male,2.725
2025,41,female,1.588
2025,41,male,2.806
2025,42,female,1.67
2025,42,male,2.905
2025,43,female,1.788
2025,43,male,3.023
2025,44,female,1.922
2025,44,male,3.193
2025,45,female,1.899
2025,45,male,3.114
2025,46,female,2.061
2025,46,male,3.352
2025,47,female,2.235
2025,47,male,3.602
2025,48,female,2.427
2025,48,male,3.877
2025,49,female,2.632
2025,49,male,4.198
2025,50,female,2.846
2025,50,male,4.56
2025,51,female,3.084
2025,51,male,4.971
2025,52,female,3.357
2025,52,male,5.414
2025,53,female,3.667
2025,53,male,5.912
2025,54,female,4.005
2025,54,male,6.511
2025,55,female,4.573
2025,55,male,7.469
2025,56,female,4.984
2025,56,male,8.123
2025,57,female,5.433
2025,57,male,8.808
2025,58,female,5.91
2025,58,male,9.54
2025,59,female,6.41
2025,59,male,10.323
2025,60,female,7.046
2025,60,male,11.296
2025,61,female,7.59
2025,61,male,12.223
2025,62,female,8.143
2025,62,male,13.213
2025,63,female,8.706
2025,63,male,14.239
2025,64,female,9.282
2025,64,male,15.281
2025,65,female,9.296
2025,65,male,15.433
2025,66,female,9.966
2025,66,male,16.498
2025,67,female,10.755
2025,67,male,17.558
2025,68,female,11.699
2025,68,male,18.649
2025,69,female,12.797
2025,69,male,19.893
2025,70,female,13.814
2025,70,male,21.013
2025,71,female,15.215
2025,71,male,22.675
2025,72,female,16.801
2025,72,male,24.646
2025,73,female,18.728
2025,73,male,27.225
2025,74,female,20.67
2025,74,male,29.873
2025,75,female,22.922
2025,75,male,32.887
2025,76,female,25.285
2025,76,male,36.006
2025,77,female,28.075
2025,77,male,39.659
2025,78,female,31.231
2025,78,male,43.75
2025,79,female,34.835
2025,79,male,48.32
2025,80,female,39.443
2025,80,male,54.077
2025,81,female,44.239
2025,81,male,59.898
2025,82,female,49.825
2025,82,male,66.516
2025,83,female,56.015
2025,83,male,73.978
2025,84,female,62.763
2025,84,male,82.404
2025,85,female,71.305
2025,85,male,92.915
2025,86,female,79.957
2025,86,male,103.385
2025,87,female,89.549
2025,87,male,115.103
2025,88,female,100.283
2025,88,male,127.802
2025,89,female,112.547
2025,89,male,141.774
2025,90,female,127.096
2025,90,male,158.923
2025,91,female,141.426
2025,91,male,175.834
2025,92,female,157.139
2025,92,male,194.275
2025,93,female,174.495
2025,93,male,214.486
2025,94,female,193.426
2025,94,male,236.124
2025,95,female,216.743
2025,95,male,262.853
2025,96,female,238.086
2025,96,male,286.011
2025,97,female,259.059
2025,97,male,309.428
2025,98,female,278.49
2025,98,male,331.191
2025,99,female,296.636
2025,99,male,349.098
2025,100,female,308.461
2025,100,male,359.304
2025,101,female,327.893
2025,101,male,378.12
2025,102,female,348.196
2025,102,male,397.601
2025,103,female,369.38
2025,103,male,417.749
2025,104,female,391.455
2025,104,male,438.563
2025,105,female,413.202
2025,105,male,458.585
2025,106,female,437.905
2025,106,male,481.44
2025,107,female,464.089
2025,107,male,505.436
2025,108,female,491.844
2025,108,male,530.633
2025,109,female,521.263
2025,109,male,557.089
2025,110,female,552.454
2025,110,male,584.873
2025,111,female,585.51
2025,111,male,614.041
2025,112,female,620.549
2025,112,male,644.667
2025,113,female,657.691
2025,113,male,676.824
2025,114,female,697.06
2025,114,male,710.589
2025,115,female,743.071
2025,115,male,750.364
2025,116,female,787.564
2025,116,male,787.806
2025,117,female,827.119
2025,117,male,827.119
2025,118,female,868.399
2025,118,male,868.399
2025,119,female,1000.0
2025,119,male,1000.0
2026,0,female,4.684
2026,0,male,5.645
2026,1,female,0.324
2026,1,male,0.394
2026,2,female,0.187
2026,2,male,0.227
2026,3,female,0.155
2026,3,male,0.183
2026,4,female,0.13
2026,4,male,0.148
2026,5,female,0.122
2026,5,male,0.139
2026,6,female,0.11
2026,6,male,0.126
2026,7,female,0.101
2026,7,male,0.119
2026,8,female,0.095
2026,8,male,0.116
2026,9,female,0.092
2026,9,male,0.118
2026,10,female,0.095
2026,10,male,0.127
2026,11,female,0.102
2026,11,male,0.139
2026,12,female,0.116
2026,12,male,0.155
2026,13,female,0.136
2026,13,male,0.188
2026,14,female,0.157
2026,14,male,0.252
2026,15,female,0.18
2026,15,male,0.343
2026,16,female,0.217
2026,16,male,0.477
2026,17,female,0.267
2026,17,male,0.644
2026,18,female,0.324
2026,18,male,0.832
2026,19,female,0.367
2026,19,male,0.994
2026,20,female,0.435
2026,20,male,1.21
2026,21,female,0.474
2026,21,male,1.333
2026,22,female,0.511
2026,22,male,1.404
2026,23,female,0.553
2026,23,male,1.454
2026,24,female,0.584
2026,24,male,1.515
2026,25,female,0.676
2026,25,male,1.748
2026,26,female,0.716
2026,26,male,1.828
2026,27,female,0.76
2026,27,male,1.903
2026,28,female,0.807
2026,28,male,1.982
2026,29,female,0.865
2026,29,male,2.051
2026,30,female,0.985
2026,30,male,2.223
2026,31,female,1.055
2026,31,male,2.267
2026,32,female,1.124
2026,32,male,2.309
2026,33,female,1.192
2026,33,male,2.374
2026,34,female,1.239
2026,34,male,2.459
