year,age,sex,immigration_status,migration_flow,number_of_people
2051,85,female,LPR+,emigration,96.0
2051,85,female,LPR+,immigration,139.0
2051,85,female,OFN,emigration,664.0
2051,85,female,OFN,immigration,208.0
2051,85,male,INA Nonimmigrant,emigration,88.0
2051,85,male,INA Nonimmigrant,immigration,35.0
2051,85,male,LPR+,emigration,453.0
2051,85,male,LPR+,immigration,430.0
2051,85,male,OFN,emigration,491.0
2051,85,male,OFN,immigration,177.0
2051,86,female,INA Nonimmigrant,emigration,0.0
2051,86,female,INA Nonimmigrant,immigration,13.0
2051,86,female,LPR+,emigration,0.0
2051,86,female,LPR+,immigration,139.0
2051,86,female,OFN,emigration,0.0
2051,86,female,OFN,immigration,189.0
2051,86,male,INA Nonimmigrant,emigration,0.0
2051,86,male,INA Nonimmigrant,immigration,31.0
2051,86,male,LPR+,emigration,0.0
2051,86,male,LPR+,immigration,378.0
2051,86,male,OFN,emigration,0.0
2051,86,male,OFN,immigration,161.0
2051,87,female,INA Nonimmigrant,emigration,0.0
2051,87,female,INA Nonimmigrant,immigration,12.0
2051,87,female,LPR+,emigration,0.0
2051,87,female,LPR+,immigration,139.0
2051,87,female,OFN,emigration,0.0
2051,87,female,OFN,immigration,166.0
2051,87,male,INA Nonimmigrant,emigration,0.0
2051,87,male,INA Nonimmigrant,immigration,27.0
2051,87,male,LPR+,emigration,0.0
2051,87,male,LPR+,immigration,327.0
2051,87,male,OFN,emigration,0.0
2051,87,male,OFN,immigration,139.0
2051,88,female,INA Nonimmigrant,emigration,0.0
2051,88,female,INA Nonimmigrant,immigration,10.0
2051,88,female,LPR+,emigration,0.0
2051,88,female,LPR+,immigration,139.0
2051,88,female,OFN,emigration,0.0
2051,88,female,OFN,immigration,145.0
2051,88,male,INA Nonimmigrant,emigration,0.0
2051,88,male,INA Nonimmigrant,immigration,23.0
2051,88,male,LPR+,emigration,0.0
2051,88,male,LPR+,immigration,279.0
2051,88,male,OFN,emigration,0.0
2051,88,male,OFN,immigration,113.0
2051,89,female,INA Nonimmigrant,emigration,0.0
2051,89,female,INA Nonimmigrant,immigration,9.0
2051,89,female,LPR+,emigration,0.0
2051,89,female,LPR+,immigration,139.0
2051,89,female,OFN,emigration,0.0
2051,89,female,OFN,immigration,127.0
2051,89,male,INA Nonimmigrant,emigration,0.0
2051,89,male,INA Nonimmigrant,immigration,19.0
2051,89,male,LPR+,emigration,0.0
2051,89,male,LPR+,immigration,236.0
2051,89,male,OFN,emigration,0.0
2051,89,male,OFN,immigration,107.0
2051,90,female,INA Nonimmigrant,emigration,0.0
2051,90,female,INA Nonimmigrant,immigration,8.0
2051,90,female,LPR+,emigration,0.0
2051,90,female,LPR+,immigration,139.0
2051,90,female,OFN,emigration,0.0
2051,90,female,OFN,immigration,116.0
2051,90,male,INA Nonimmigrant,emigration,0.0
2051,90,male,INA Nonimmigrant,immigration,16.0
2051,90,male,LPR+,emigration,0.0
2051,90,male,LPR+,immigration,198.0
2051,90,male,OFN,emigration,0.0
2051,90,male,OFN,immigration,104.0
2051,91,female,INA Nonimmigrant,emigration,0.0
2051,91,female,INA Nonimmigrant,immigration,7.0
2051,91,female,LPR+,emigration,0.0
2051,91,female,LPR+,immigration,139.0
2051,91,female,OFN,emigration,0.0
2051,91,female,OFN,immigration,108.0
2051,91,male,INA Nonimmigrant,emigration,0.0
2051,91,male,INA Nonimmigrant,immigration,14.0
2051,91,male,LPR+,emigration,0.0
2051,91,male,LPR+,immigration,166.0
2051,91,male,OFN,emigration,0.0
2051,91,male,OFN,immigration,103.0
2051,92,female,INA Nonimmigrant,emigration,0.0
2051,92,female,INA Nonimmigrant,immigration,6.0
2051,92,female,LPR+,emigration,0.0
2051,92,female,LPR+,immigration,238.0
2051,92,female,OFN,emigration,0.0
2051,92,female,OFN,immigration,99.0
2051,92,male,INA Nonimmigrant,emigration,0.0
2051,92,male,INA Nonimmigrant,immigration,11.0
2051,92,male,LPR+,emigration,0.0
2051,92,male,LPR+,immigration,136.0
2051,92,male,OFN,emigration,0.0
2051,92,male,OFN,immigration,101.0
2051,93,female,INA Nonimmigrant,emigration,0.0
2051,93,female,INA Nonimmigrant,immigration,6.0
2051,93,female,LPR+,emigration,0.0
2051,93,female,LPR+,immigration,206.0
2051,93,female,OFN,emigration,0.0
2051,93,female,OFN,immigration,88.0
2051,93,male,INA Nonimmigrant,emigration,0.0
2051,93,male,INA Nonimmigrant,immigration,9.0
2051,93,male,LPR+,emigration,0.0
2051,93,male,LPR+,immigration,112.0
2051,93,male,OFN,emigration,0.0
2051,93,male,OFN,immigration,98.0
2051,94,female,INA Nonimmigrant,emigration,0.0
2051,94,female,INA Nonimmigrant,immigration,7.0
2051,94,female,LPR+,emigration,0.0
2051,94,female,LPR+,immigration,186.0
2051,94,female,OFN,emigration,0.0
2051,94,female,OFN,immigration,76.0
2051,94,male,INA Nonimmigrant,emigration,0.0
2051,94,male,INA Nonimmigrant,immigration,7.0
2051,94,male,LPR+,emigration,0.0
2051,94,male,LPR+,immigration,89.0
2051,94,male,OFN,emigration,0.0
2051,94,male,OFN,immigration,92.0
2051,95,female,INA Nonimmigrant,emigration,0.0
2051,95,female,INA Nonimmigrant,immigration,11.0
2051,95,female,LPR+,emigration,0.0
2051,95,female,LPR+,immigration,183.0
2051,95,female,OFN,emigration,0.0
2051,95,female,OFN,immigration,3.0
2051,95,male,INA Nonimmigrant,emigration,0.0
2051,95,male,INA Nonimmigrant,immigration,6.0
2051,95,male,LPR+,emigration,0.0
2051,95,male,LPR+,immigration,69.0
2051,95,male,OFN,emigration,0.0
2051,95,male,OFN,immigration,3.0
2051,96,female,INA Nonimmigrant,emigration,0.0
2051,96,female,INA Nonimmigrant,immigration,18.0
2051,96,female,LPR+,emigration,0.0
2051,96,female,LPR+,immigration,214.0
2051,96,female,OFN,emigration,0.0
2051,96,female,OFN,immigration,3.0
2051,96,male,INA Nonimmigrant,emigration,0.0
2051,96,male,INA Nonimmigrant,immigration,4.0
2051,96,male,LPR+,emigration,0.0
2051,96,male,LPR+,immigration,51.0
2051,96,male,OFN,emigration,0.0
2051,96,male,OFN,immigration,3.0
2051,97,female,INA Nonimmigrant,emigration,0.0
2051,97,female,INA Nonimmigrant,immigration,33.0
2051,97,female,LPR+,emigration,0.0
2051,97,female,LPR+,immigration,297.0
2051,97,female,OFN,emigration,0.0
2051,97,female,OFN,immigration,3.0
2051,97,male,INA Nonimmigrant,emigration,0.0
2051,97,male,INA Nonimmigrant,immigration,3.0
2051,97,male,LPR+,emigration,0.0
2051,97,male,LPR+,immigration,36.0
2051,97,male,OFN,emigration,0.0
2051,97,male,OFN,immigration,3.0
2051,98,female,INA Nonimmigrant,emigration,0.0
2051,98,female,INA Nonimmigrant,immigration,56.0
2051,98,female,LPR+,emigration,0.0
2051,98,female,LPR+,immigration,297.0
2051,98,female,OFN,emigration,0.0
2051,98,female,OFN,immigration,3.0
2051,98,male,INA Nonimmigrant,emigration,0.0
2051,98,male,INA Nonimmigrant,immigration,2.0
2051,98,male,LPR+,emigration,0.0
2051,98,male,LPR+,immigration,24.0
2051,98,male,OFN,emigration,0.0
2051,98,male,OFN,immigration,3.0
2051,99,female,INA Nonimmigrant,emigration,0.0
2051,99,female,INA Nonimmigrant,immigration,90.0
2051,99,female,LPR+,emigration,0.0
2051,99,female,LPR+,immigration,297.0
2051,99,female,OFN,emigration,0.0
2051,99,female,OFN,immigration,3.0
2051,99,male,INA Nonimmigrant,emigration,0.0
2051,99,male,INA Nonimmigrant,immigration,1.0
2051,99,male,LPR+,emigration,0.0
2051,99,male,LPR+,immigration,17.0
2051,99,male,OFN,emigration,0.0
2051,99,male,OFN,immigration,3.0
2051,100+,female,INA Nonimmigrant,emigration,0.0
2051,100+,female,INA Nonimmigrant,immigration,134.0
2051,100+,female,LPR+,emigration,0.0
2051,100+,female,LPR+,immigration,297.0
2051,100+,female,OFN,emigration,0.0
2051,100+,female,OFN,immigration,3.0
2051,100+,male,INA Nonimmigrant,emigration,0.0
2051,100+,male,INA Nonimmigrant,immigration,1.0
2051,100+,male,LPR+,emigration,0.0
2051,100+,male,LPR+,immigration,14.0
2051,100+,male,OFN,emigration,0.0
2051,100+,male,OFN,immigration,3.0
2052,-1,female,INA Nonimmigrant,emigration,0.0
2052,-1,female,INA Nonimmigrant,immigration,157.0
2052,-1,female,LPR+,emigration,0.0
2052,-1,female,LPR+,immigration,496.0
2052,-1,female,OFN,emigration,0.0
2052,-1,female,OFN,immigration,3143.0
2052,-1,male,INA Nonimmigrant,emigration,0.0
2052,-1,male,INA Nonimmigrant,immigration,95.0
2052,-1,male,LPR+,emigration,0.0
2052,-1,male,LPR+,immigration,510.0
2052,-1,male,OFN,emigration,0.0
2052,-1,male,OFN,immigration,3419.0
2052,0,female,INA Nonimmigrant,emigration,0.0
2052,0,female,INA Nonimmigrant,immigration,157.0
2052,0,female,LPR+,emigration,0.0
2052,0,female,LPR+,immigration,496.0
2052,0,female,OFN,emigration,0.0
2052,0,female,OFN,immigration,3143.0
2052,0,male,INA Nonimmigrant,emigration,0.0
2052,0,male,INA Nonimmigrant,immigration,95.0
2052,0,male,LPR+,emigration,0.0
2052,0,male,LPR+,immigration,510.0
2052,0,male,OFN,emigration,0.0
2052,0,male,OFN,immigration,3419.0
2052,1,female,INA Nonimmigrant,emigration,8.0
2052,1,female,INA Nonimmigrant,immigration,329.0
2052,1,female,LPR+,emigration,21.0
2052,1,female,LPR+,immigration,1081.0
2052,1,female,OFN,emigration,185.0
2052,1,female,OFN,immigration,3143.0
2052,1,male,INA Nonimmigrant,emigration,5.0
2052,1,male,INA Nonimmigrant,immigration,250.0
2052,1,male,LPR+,emigration,21.0
2052,1,male,LPR+,immigration,1391.0
2052,1,male,OFN,emigration,201.0
2052,1,male,OFN,immigration,3419.0
2052,2,female,INA Nonimmigrant,emigration,17.0
2052,2,female,INA Nonimmigrant,immigration,355.0
2052,2,female,LPR+,emigration,43.0
2052,2,female,LPR+,immigration,1252.0
2052,2,female,OFN,emigration,251.0
2052,2,female,OFN,immigration,3150.0
2052,2,male,INA Nonimmigrant,emigration,11.0
2052,2,male,INA Nonimmigrant,immigration,313.0
2052,2,male,LPR+,emigration,50.0
2052,2,male,LPR+,immigration,1807.0
2052,2,male,OFN,emigration,273.0
2052,2,male,OFN,immigration,3426.0
2052,3,female,INA Nonimmigrant,emigration,25.0
2052,3,female,INA Nonimmigrant,immigration,389.0
2052,3,female,LPR+,emigration,69.0
2052,3,female,LPR+,immigration,1492.0
2052,3,female,OFN,emigration,307.0
2052,3,female,OFN,immigration,3139.0
2052,3,male,INA Nonimmigrant,emigration,19.0
2052,3,male,INA Nonimmigrant,immigration,375.0
2052,3,male,LPR+,emigration,87.0
2052,3,male,LPR+,immigration,2252.0
2052,3,male,OFN,emigration,334.0
2052,3,male,OFN,immigration,3371.0
2052,4,female,INA Nonimmigrant,emigration,35.0
2052,4,female,INA Nonimmigrant,immigration,427.0
2052,4,female,LPR+,emigration,98.0
2052,4,female,LPR+,immigration,1783.0
2052,4,female,OFN,emigration,356.0
2052,4,female,OFN,immigration,3128.0
2052,4,male,INA Nonimmigrant,emigration,28.0
2052,4,male,INA Nonimmigrant,immigration,430.0
2052,4,male,LPR+,emigration,132.0
2052,4,male,LPR+,immigration,2706.0
2052,4,male,OFN,emigration,386.0
2052,4,male,OFN,immigration,3351.0
2052,5,female,INA Nonimmigrant,emigration,45.0
2052,5,female,INA Nonimmigrant,immigration,464.0
2052,5,female,LPR+,emigration,133.0
2052,5,female,LPR+,immigration,2101.0
2052,5,female,OFN,emigration,397.0
2052,5,female,OFN,immigration,3123.0
2052,5,male,INA Nonimmigrant,emigration,39.0
2052,5,male,INA Nonimmigrant,immigration,479.0
2052,5,male,LPR+,emigration,186.0
2052,5,male,LPR+,immigration,3153.0
2052,5,male,OFN,emigration,429.0
2052,5,male,OFN,immigration,3355.0
2052,6,female,INA Nonimmigrant,emigration,56.0
2052,6,female,INA Nonimmigrant,immigration,498.0
2052,6,female,LPR+,emigration,174.0
2052,6,female,LPR+,immigration,2421.0
2052,6,female,OFN,emigration,431.0
2052,6,female,OFN,immigration,3120.0
2052,6,male,INA Nonimmigrant,emigration,50.0
2052,6,male,INA Nonimmigrant,immigration,518.0
2052,6,male,LPR+,emigration,248.0
2052,6,male,LPR+,immigration,3576.0
2052,6,male,OFN,emigration,466.0
2052,6,male,OFN,immigration,3369.0
2052,7,female,INA Nonimmigrant,emigration,67.0
2052,7,female,INA Nonimmigrant,immigration,525.0
2052,7,female,LPR+,emigration,220.0
2052,7,female,LPR+,immigration,2723.0
2052,7,female,OFN,emigration,535.0
2052,7,female,OFN,immigration,3096.0
2052,7,male,INA Nonimmigrant,emigration,62.0
2052,7,male,INA Nonimmigrant,immigration,550.0
2052,7,male,LPR+,emigration,316.0
2052,7,male,LPR+,immigration,3963.0
2052,7,male,OFN,emigration,578.0
2052,7,male,OFN,immigration,3383.0
2052,8,female,INA Nonimmigrant,emigration,79.0
2052,8,female,INA Nonimmigrant,immigration,549.0
2052,8,female,LPR+,emigration,271.0
2052,8,female,LPR+,immigration,2988.0
2052,8,female,OFN,emigration,631.0
2052,8,female,OFN,immigration,3049.0
2052,8,male,INA Nonimmigrant,emigration,75.0
2052,8,male,INA Nonimmigrant,immigration,577.0
2052,8,male,LPR+,emigration,391.0
2052,8,male,LPR+,immigration,4306.0
2052,8,male,OFN,emigration,684.0
2052,8,male,OFN,immigration,3429.0
2052,9,female,INA Nonimmigrant,emigration,91.0
2052,9,female,INA Nonimmigrant,immigration,575.0
2052,9,female,LPR+,emigration,326.0
2052,9,female,LPR+,immigration,3200.0
2052,9,female,OFN,emigration,720.0
2052,9,female,OFN,immigration,3024.0
2052,9,male,INA Nonimmigrant,emigration,88.0
2052,9,male,INA Nonimmigrant,immigration,607.0
2052,9,male,LPR+,emigration,470.0
2052,9,male,LPR+,immigration,4598.0
2052,9,male,OFN,emigration,784.0
2052,9,male,OFN,immigration,3459.0
2052,10,female,INA Nonimmigrant,emigration,103.0
2052,10,female,INA Nonimmigrant,immigration,611.0
2052,10,female,LPR+,emigration,383.0
2052,10,female,LPR+,immigration,3349.0
2052,10,female,OFN,emigration,804.0
2052,10,female,OFN,immigration,3039.0
2052,10,male,INA Nonimmigrant,emigration,101.0
2052,10,male,INA Nonimmigrant,immigration,649.0
2052,10,male,LPR+,emigration,552.0
2052,10,male,LPR+,immigration,4837.0
2052,10,male,OFN,emigration,877.0
2052,10,male,OFN,immigration,3479.0
2052,11,female,INA Nonimmigrant,emigration,116.0
2052,11,female,INA Nonimmigrant,immigration,671.0
2052,11,female,LPR+,emigration,441.0
2052,11,female,LPR+,immigration,3424.0
2052,11,female,OFN,emigration,882.0
2052,11,female,OFN,immigration,3096.0
2052,11,male,INA Nonimmigrant,emigration,115.0
2052,11,male,INA Nonimmigrant,immigration,717.0
2052,11,male,LPR+,emigration,637.0
2052,11,male,LPR+,immigration,5028.0
2052,11,male,OFN,emigration,966.0
2052,11,male,OFN,immigration,3533.0
2052,12,female,INA Nonimmigrant,emigration,129.0
2052,12,female,INA Nonimmigrant,immigration,765.0
2052,12,female,LPR+,emigration,499.0
2052,12,female,LPR+,immigration,3424.0
2052,12,female,OFN,emigration,958.0
2052,12,female,OFN,immigration,3211.0
2052,12,male,INA Nonimmigrant,emigration,130.0
2052,12,male,INA Nonimmigrant,immigration,825.0
2052,12,male,LPR+,emigration,722.0
2052,12,male,LPR+,immigration,5181.0
2052,12,male,OFN,emigration,1052.0
2052,12,male,OFN,immigration,3664.0
2052,13,female,INA Nonimmigrant,emigration,145.0
2052,13,female,INA Nonimmigrant,immigration,905.0
2052,13,female,LPR+,emigration,554.0
2052,13,female,LPR+,immigration,3364.0
2052,13,female,OFN,emigration,1033.0
2052,13,female,OFN,immigration,3373.0
2052,13,male,INA Nonimmigrant,emigration,147.0
2052,13,male,INA Nonimmigrant,immigration,986.0
2052,13,male,LPR+,emigration,806.0
2052,13,male,LPR+,immigration,5325.0
2052,13,male,OFN,emigration,1138.0
2052,13,male,OFN,immigration,3872.0
2052,14,female,INA Nonimmigrant,emigration,164.0
2052,14,female,INA Nonimmigrant,immigration,1098.0
2052,14,female,LPR+,emigration,605.0
2052,14,female,LPR+,immigration,3274.0
2052,14,female,OFN,emigration,1109.0
2052,14,female,OFN,immigration,3580.0
2052,14,male,INA Nonimmigrant,emigration,168.0
2052,14,male,INA Nonimmigrant,immigration,1211.0
2052,14,male,LPR+,emigration,890.0
2052,14,male,LPR+,immigration,5506.0
2052,14,male,OFN,emigration,1225.0
2052,14,male,OFN,immigration,4114.0
2052,15,female,INA Nonimmigrant,emigration,187.0
2052,15,female,INA Nonimmigrant,immigration,1349.0
2052,15,female,LPR+,emigration,653.0
2052,15,female,LPR+,immigration,3201.0
2052,15,female,OFN,emigration,1185.0
2052,15,female,OFN,immigration,3822.0
2052,15,male,INA Nonimmigrant,emigration,194.0
2052,15,male,INA Nonimmigrant,immigration,1509.0
2052,15,male,LPR+,emigration,974.0
2052,15,male,LPR+,immigration,5776.0
2052,15,male,OFN,emigration,1316.0
2052,15,male,OFN,immigration,4388.0
2052,16,female,INA Nonimmigrant,emigration,216.0
2052,16,female,INA Nonimmigrant,immigration,1660.0
2052,16,female,LPR+,emigration,696.0
2052,16,female,LPR+,immigration,3192.0
2052,16,female,OFN,emigration,1263.0
2052,16,female,OFN,immigration,4072.0
2052,16,male,INA Nonimmigrant,emigration,227.0
2052,16,male,INA Nonimmigrant,immigration,1885.0
2052,16,male,LPR+,emigration,1060.0
2052,16,male,LPR+,immigration,6181.0
2052,16,male,OFN,emigration,1408.0
2052,16,male,OFN,immigration,4762.0
2052,17,female,INA Nonimmigrant,emigration,252.0
2052,17,female,INA Nonimmigrant,immigration,2026.0
2052,17,female,LPR+,emigration,738.0
2052,17,female,LPR+,immigration,3284.0
2052,17,female,OFN,emigration,1347.0
2052,17,female,OFN,immigration,4365.0
2052,17,male,INA Nonimmigrant,emigration,269.0
2052,17,male,INA Nonimmigrant,immigration,2341.0
2052,17,male,LPR+,emigration,1151.0
2052,17,male,LPR+,immigration,6742.0
2052,17,male,OFN,emigration,1508.0
2052,17,male,OFN,immigration,5216.0
2052,18,female,INA Nonimmigrant,emigration,298.0
2052,18,female,INA Nonimmigrant,immigration,2437.0
2052,18,female,LPR+,emigration,779.0
2052,18,female,LPR+,immigration,3495.0
2052,18,female,OFN,emigration,1433.0
2052,18,female,OFN,immigration,4690.0
2052,18,male,INA Nonimmigrant,emigration,322.0
2052,18,male,INA Nonimmigrant,immigration,2866.0
2052,18,male,LPR+,emigration,1251.0
2052,18,male,LPR+,immigration,7454.0
2052,18,male,OFN,emigration,1615.0
2052,18,male,OFN,immigration,5618.0
2052,19,female,INA Nonimmigrant,emigration,352.0
2052,19,female,INA Nonimmigrant,immigration,2870.0
2052,19,female,LPR+,emigration,823.0
2052,19,female,LPR+,immigration,3830.0
2052,19,female,OFN,emigration,1524.0
2052,19,female,OFN,immigration,5015.0
2052,19,male,INA Nonimmigrant,emigration,387.0
2052,19,male,INA Nonimmigrant,immigration,3434.0
2052,19,male,LPR+,emigration,1361.0
2052,19,male,LPR+,immigration,8291.0
2052,19,male,OFN,emigration,1726.0
2052,19,male,OFN,immigration,5960.0
2052,20,female,INA Nonimmigrant,emigration,417.0
2052,20,female,INA Nonimmigrant,immigration,3291.0
2052,20,female,LPR+,emigration,872.0
2052,20,female,LPR+,immigration,4292.0
2052,20,female,OFN,emigration,1619.0
2052,20,female,OFN,immigration,5330.0
2052,20,male,INA Nonimmigrant,emigration,465.0
2052,20,male,INA Nonimmigrant,immigration,4006.0
2052,20,male,LPR+,emigration,1484.0
2052,20,male,LPR+,immigration,9230.0
2052,20,male,OFN,emigration,1840.0
2052,20,male,OFN,immigration,6335.0
2052,21,female,INA Nonimmigrant,emigration,492.0
2052,21,female,INA Nonimmigrant,immigration,3661.0
2052,21,female,LPR+,emigration,934.0
2052,21,female,LPR+,immigration,4892.0
2052,21,female,OFN,emigration,1719.0
2052,21,female,OFN,immigration,5666.0
2052,21,male,INA Nonimmigrant,emigration,556.0
2052,21,male,INA Nonimmigrant,immigration,4539.0
2052,21,male,LPR+,emigration,1629.0
2052,21,male,LPR+,immigration,10262.0
2052,21,male,OFN,emigration,1961.0
2052,21,male,OFN,immigration,6695.0
2052,22,female,INA Nonimmigrant,emigration,573.0
2052,22,female,INA Nonimmigrant,immigration,3946.0
2052,22,female,LPR+,emigration,993.0
2052,22,female,LPR+,immigration,5641.0
2052,22,female,OFN,emigration,1820.0
2052,22,female,OFN,immigration,6013.0
2052,22,male,INA Nonimmigrant,emigration,658.0
2052,22,male,INA Nonimmigrant,immigration,4992.0
2052,22,male,LPR+,emigration,1774.0
2052,22,male,LPR+,immigration,11394.0
2052,22,male,OFN,emigration,2082.0
2052,22,male,OFN,immigration,7121.0
2052,23,female,INA Nonimmigrant,emigration,660.0
2052,23,female,INA Nonimmigrant,immigration,4129.0
2052,23,female,LPR+,emigration,1064.0
2052,23,female,LPR+,immigration,6543.0
2052,23,female,OFN,emigration,1915.0
2052,23,female,OFN,immigration,6327.0
2052,23,male,INA Nonimmigrant,emigration,769.0
2052,23,male,INA Nonimmigrant,immigration,5346.0
2052,23,male,LPR+,emigration,1935.0
2052,23,male,LPR+,immigration,12632.0
2052,23,male,OFN,emigration,2201.0
2052,23,male,OFN,immigration,7544.0
2052,24,female,INA Nonimmigrant,emigration,747.0
2052,24,female,INA Nonimmigrant,immigration,4215.0
2052,24,female,LPR+,emigration,1151.0
2052,24,female,LPR+,immigration,7577.0
2052,24,female,OFN,emigration,2035.0
2052,24,female,OFN,immigration,6578.0
2052,24,male,INA Nonimmigrant,emigration,885.0
2052,24,male,INA Nonimmigrant,immigration,5600.0
2052,24,male,LPR+,emigration,2112.0
2052,24,male,LPR+,immigration,13968.0
2052,24,male,OFN,emigration,2349.0
2052,24,male,OFN,immigration,7953.0
2052,25,female,INA Nonimmigrant,emigration,833.0
2052,25,female,INA Nonimmigrant,immigration,4221.0
2052,25,female,LPR+,emigration,1255.0
2052,25,female,LPR+,immigration,8695.0
2052,25,female,OFN,emigration,2111.0
2052,25,female,OFN,immigration,6811.0
2052,25,male,INA Nonimmigrant,emigration,1004.0
2052,25,male,INA Nonimmigrant,immigration,5771.0
2052,25,male,LPR+,emigration,2308.0
2052,25,male,LPR+,immigration,15367.0
2052,25,male,OFN,emigration,2452.0
2052,25,male,OFN,immigration,8300.0
2052,26,female,INA Nonimmigrant,emigration,915.0
2052,26,female,INA Nonimmigrant,immigration,4174.0
2052,26,female,LPR+,emigration,1376.0
2052,26,female,LPR+,immigration,9833.0
2052,26,female,OFN,emigration,2268.0
2052,26,female,OFN,immigration,7001.0
2052,26,male,INA Nonimmigrant,emigration,1120.0
2052,26,male,INA Nonimmigrant,immigration,5879.0
2052,26,male,LPR+,emigration,2522.0
2052,26,male,LPR+,immigration,16777.0
2052,26,male,OFN,emigration,2643.0
2052,26,male,OFN,immigration,8546.0
2052,27,female,INA Nonimmigrant,emigration,992.0
2052,27,female,INA Nonimmigrant,immigration,4096.0
2052,27,female,LPR+,emigration,1504.0
2052,27,female,LPR+,immigration,10925.0
2052,27,female,OFN,emigration,2324.0
2052,27,female,OFN,immigration,7147.0
2052,27,male,INA Nonimmigrant,emigration,1234.0
2052,27,male,INA Nonimmigrant,immigration,5944.0
2052,27,male,LPR+,emigration,2740.0
2052,27,male,LPR+,immigration,18142.0
2052,27,male,OFN,emigration,2723.0
2052,27,male,OFN,immigration,8689.0
2052,28,female,INA Nonimmigrant,emigration,1078.0
2052,28,female,INA Nonimmigrant,immigration,3997.0
2052,28,female,LPR+,emigration,1715.0
2052,28,female,LPR+,immigration,11926.0
2052,28,female,OFN,emigration,2567.0
2052,28,female,OFN,immigration,7264.0
2052,28,male,INA Nonimmigrant,emigration,1363.0
2052,28,male,INA Nonimmigrant,immigration,5976.0
2052,28,male,LPR+,emigration,3059.0
2052,28,male,LPR+,immigration,19420.0
2052,28,male,OFN,emigration,3009.0
2052,28,male,OFN,immigration,8774.0
2052,29,female,INA Nonimmigrant,emigration,1120.0
2052,29,female,INA Nonimmigrant,immigration,3883.0
2052,29,female,LPR+,emigration,1742.0
2052,29,female,LPR+,immigration,12816.0
2052,29,female,OFN,emigration,2815.0
2052,29,female,OFN,immigration,7325.0
2052,29,male,INA Nonimmigrant,emigration,1437.0
2052,29,male,INA Nonimmigrant,immigration,5978.0
2052,29,male,LPR+,emigration,3146.0
2052,29,male,LPR+,immigration,20591.0
2052,29,male,OFN,emigration,3277.0
2052,29,male,OFN,immigration,8806.0
2052,30,female,INA Nonimmigrant,emigration,1204.0
2052,30,female,INA Nonimmigrant,immigration,3753.0
2052,30,female,LPR+,emigration,2060.0
2052,30,female,LPR+,immigration,13596.0
2052,30,female,OFN,emigration,3128.0
2052,30,female,OFN,immigration,7301.0
2052,30,male,INA Nonimmigrant,emigration,1571.0
2052,30,male,INA Nonimmigrant,immigration,5950.0
2052,30,male,LPR+,emigration,3586.0
2052,30,male,LPR+,immigration,21648.0
2052,30,male,OFN,emigration,3649.0
2052,30,male,OFN,immigration,8815.0
2052,31,female,INA Nonimmigrant,emigration,1271.0
2052,31,female,INA Nonimmigrant,immigration,3604.0
2052,31,female,LPR+,emigration,2298.0
2052,31,female,LPR+,immigration,14284.0
2052,31,female,OFN,emigration,3368.0
2052,31,female,OFN,immigration,7199.0
2052,31,male,INA Nonimmigrant,emigration,1696.0
2052,31,male,INA Nonimmigrant,immigration,5891.0
2052,31,male,LPR+,emigration,3989.0
2052,31,male,LPR+,immigration,22597.0
2052,31,male,OFN,emigration,3949.0
2052,31,male,OFN,immigration,8783.0
2052,32,female,INA Nonimmigrant,emigration,1317.0
2052,32,female,INA Nonimmigrant,immigration,3436.0
2052,32,female,LPR+,emigration,2553.0
2052,32,female,LPR+,immigration,14900.0
2052,32,female,OFN,emigration,3467.0
2052,32,female,OFN,immigration,7037.0
2052,32,male,INA Nonimmigrant,emigration,1773.0
2052,32,male,INA Nonimmigrant,immigration,5798.0
2052,32,male,LPR+,emigration,4267.0
2052,32,male,LPR+,immigration,23443.0
2052,32,male,OFN,emigration,4046.0
2052,32,male,OFN,immigration,8677.0
2052,33,female,INA Nonimmigrant,emigration,1399.0
2052,33,female,INA Nonimmigrant,immigration,3250.0
2052,33,female,LPR+,emigration,2721.0
2052,33,female,LPR+,immigration,15458.0
2052,33,female,OFN,emigration,3622.0
2052,33,female,OFN,immigration,6800.0
2052,33,male,INA Nonimmigrant,emigration,1886.0
2052,33,male,INA Nonimmigrant,immigration,5673.0
2052,33,male,LPR+,emigration,4462.0
2052,33,male,LPR+,immigration,24189.0
2052,33,male,OFN,emigration,4213.0
2052,33,male,OFN,immigration,8517.0
2052,34,female,INA Nonimmigrant,emigration,1410.0
2052,34,female,INA Nonimmigrant,immigration,3048.0
2052,34,female,LPR+,emigration,3469.0
2052,34,female,LPR+,immigration,15963.0
2052,34,female,OFN,emigration,3660.0
2052,34,female,OFN,immigration,6534.0
2052,34,male,INA Nonimmigrant,emigration,1975.0
2052,34,male,INA Nonimmigrant,immigration,5518.0
2052,34,male,LPR+,emigration,5448.0
2052,34,male,LPR+,immigration,24837.0
2052,34,male,OFN,emigration,4335.0
2052,34,male,OFN,immigration,8238.0
2052,35,female,INA Nonimmigrant,emigration,1473.0
2052,35,female,INA Nonimmigrant,immigration,2839.0
2052,35,female,LPR+,emigration,3056.0
2052,35,female,LPR+,immigration,16410.0
2052,35,female,OFN,emigration,3784.0
2052,35,female,OFN,immigration,6250.0
2052,35,male,INA Nonimmigrant,emigration,2045.0
2052,35,male,INA Nonimmigrant,immigration,5338.0
