year,age,sex,immigration_status,migration_flow,number_of_people
2026,67,female,LPR+,emigration,299.0
2026,67,female,LPR+,immigration,108.0
2026,67,female,OFN,emigration,1441.0
2026,67,female,OFN,immigration,548.0
2026,67,male,INA Nonimmigrant,emigration,76.0
2026,67,male,INA Nonimmigrant,immigration,85.0
2026,67,male,LPR+,emigration,1016.0
2026,67,male,LPR+,immigration,4690.0
2026,67,male,OFN,emigration,1472.0
2026,67,male,OFN,immigration,307.0
2026,68,female,INA Nonimmigrant,emigration,35.0
2026,68,female,INA Nonimmigrant,immigration,21.0
2026,68,female,LPR+,emigration,289.0
2026,68,female,LPR+,immigration,108.0
2026,68,female,OFN,emigration,1443.0
2026,68,female,OFN,immigration,520.0
2026,68,male,INA Nonimmigrant,emigration,62.0
2026,68,male,INA Nonimmigrant,immigration,67.0
2026,68,male,LPR+,emigration,895.0
2026,68,male,LPR+,immigration,4286.0
2026,68,male,OFN,emigration,1339.0
2026,68,male,OFN,immigration,283.0
2026,69,female,INA Nonimmigrant,emigration,32.0
2026,69,female,INA Nonimmigrant,immigration,17.0
2026,69,female,LPR+,emigration,192.0
2026,69,female,LPR+,immigration,108.0
2026,69,female,OFN,emigration,569.0
2026,69,female,OFN,immigration,486.0
2026,69,male,INA Nonimmigrant,emigration,58.0
2026,69,male,INA Nonimmigrant,immigration,54.0
2026,69,male,LPR+,emigration,913.0
2026,69,male,LPR+,immigration,3881.0
2026,69,male,OFN,emigration,338.0
2026,69,male,OFN,immigration,259.0
2026,70,female,INA Nonimmigrant,emigration,29.0
2026,70,female,INA Nonimmigrant,immigration,15.0
2026,70,female,LPR+,emigration,177.0
2026,70,female,LPR+,immigration,108.0
2026,70,female,OFN,emigration,535.0
2026,70,female,OFN,immigration,451.0
2026,70,male,INA Nonimmigrant,emigration,50.0
2026,70,male,INA Nonimmigrant,immigration,46.0
2026,70,male,LPR+,emigration,828.0
2026,70,male,LPR+,immigration,3476.0
2026,70,male,OFN,emigration,309.0
2026,70,male,OFN,immigration,231.0
2026,71,female,INA Nonimmigrant,emigration,27.0
2026,71,female,INA Nonimmigrant,immigration,13.0
2026,71,female,LPR+,emigration,171.0
2026,71,female,LPR+,immigration,108.0
2026,71,female,OFN,emigration,506.0
2026,71,female,OFN,immigration,419.0
2026,71,male,INA Nonimmigrant,emigration,45.0
2026,71,male,INA Nonimmigrant,immigration,40.0
2026,71,male,LPR+,emigration,774.0
2026,71,male,LPR+,immigration,3071.0
2026,71,male,OFN,emigration,286.0
2026,71,male,OFN,immigration,208.0
2026,72,female,INA Nonimmigrant,emigration,25.0
2026,72,female,INA Nonimmigrant,immigration,12.0
2026,72,female,LPR+,emigration,165.0
2026,72,female,LPR+,immigration,108.0
2026,72,female,OFN,emigration,474.0
2026,72,female,OFN,immigration,386.0
2026,72,male,INA Nonimmigrant,emigration,39.0
2026,72,male,INA Nonimmigrant,immigration,36.0
2026,72,male,LPR+,emigration,692.0
2026,72,male,LPR+,immigration,2670.0
2026,72,male,OFN,emigration,257.0
2026,72,male,OFN,immigration,191.0
2026,73,female,INA Nonimmigrant,emigration,22.0
2026,73,female,INA Nonimmigrant,immigration,11.0
2026,73,female,LPR+,emigration,147.0
2026,73,female,LPR+,immigration,108.0
2026,73,female,OFN,emigration,435.0
2026,73,female,OFN,immigration,355.0
2026,73,male,INA Nonimmigrant,emigration,33.0
2026,73,male,INA Nonimmigrant,immigration,33.0
2026,73,male,LPR+,emigration,595.0
2026,73,male,LPR+,immigration,2276.0
2026,73,male,OFN,emigration,228.0
2026,73,male,OFN,immigration,183.0
2026,74,female,INA Nonimmigrant,emigration,23.0
2026,74,female,INA Nonimmigrant,immigration,10.0
2026,74,female,LPR+,emigration,156.0
2026,74,female,LPR+,immigration,108.0
2026,74,female,OFN,emigration,412.0
2026,74,female,OFN,immigration,318.0
2026,74,male,INA Nonimmigrant,emigration,34.0
2026,74,male,INA Nonimmigrant,immigration,30.0
2026,74,male,LPR+,emigration,594.0
2026,74,male,LPR+,immigration,1893.0
2026,74,male,OFN,emigration,220.0
2026,74,male,OFN,immigration,174.0
2026,75,female,INA Nonimmigrant,emigration,22.0
2026,75,female,INA Nonimmigrant,immigration,10.0
2026,75,female,LPR+,emigration,154.0
2026,75,female,LPR+,immigration,108.0
2026,75,female,OFN,emigration,382.0
2026,75,female,OFN,immigration,283.0
2026,75,male,INA Nonimmigrant,emigration,32.0
2026,75,male,INA Nonimmigrant,immigration,28.0
2026,75,male,LPR+,emigration,546.0
2026,75,male,LPR+,immigration,1529.0
2026,75,male,OFN,emigration,207.0
2026,75,male,OFN,immigration,163.0
2026,76,female,INA Nonimmigrant,emigration,22.0
2026,76,female,INA Nonimmigrant,immigration,9.0
2026,76,female,LPR+,emigration,157.0
2026,76,female,LPR+,immigration,108.0
2026,76,female,OFN,emigration,353.0
2026,76,female,OFN,immigration,253.0
2026,76,male,INA Nonimmigrant,emigration,29.0
2026,76,male,INA Nonimmigrant,immigration,26.0
2026,76,male,LPR+,emigration,470.0
2026,76,male,LPR+,immigration,1193.0
2026,76,male,OFN,emigration,192.0
2026,76,male,OFN,immigration,153.0
2026,77,female,INA Nonimmigrant,emigration,19.0
2026,77,female,INA Nonimmigrant,immigration,8.0
2026,77,female,LPR+,emigration,137.0
2026,77,female,LPR+,immigration,108.0
2026,77,female,OFN,emigration,314.0
2026,77,female,OFN,immigration,228.0
2026,77,male,INA Nonimmigrant,emigration,26.0
2026,77,male,INA Nonimmigrant,immigration,24.0
2026,77,male,LPR+,emigration,422.0
2026,77,male,LPR+,immigration,894.0
2026,77,male,OFN,emigration,182.0
2026,77,male,OFN,immigration,142.0
2026,78,female,INA Nonimmigrant,emigration,16.0
2026,78,female,INA Nonimmigrant,immigration,8.0
2026,78,female,LPR+,emigration,114.0
2026,78,female,LPR+,immigration,108.0
2026,78,female,OFN,emigration,276.0
2026,78,female,OFN,immigration,208.0
2026,78,male,INA Nonimmigrant,emigration,23.0
2026,78,male,INA Nonimmigrant,immigration,22.0
2026,78,male,LPR+,emigration,357.0
2026,78,male,LPR+,immigration,639.0
2026,78,male,OFN,emigration,168.0
2026,78,male,OFN,immigration,129.0
2026,79,female,INA Nonimmigrant,emigration,15.0
2026,79,female,INA Nonimmigrant,immigration,7.0
2026,79,female,LPR+,emigration,108.0
2026,79,female,LPR+,immigration,108.0
2026,79,female,OFN,emigration,250.0
2026,79,female,OFN,immigration,190.0
2026,79,male,INA Nonimmigrant,emigration,19.0
2026,79,male,INA Nonimmigrant,immigration,20.0
2026,79,male,LPR+,emigration,283.0
2026,79,male,LPR+,immigration,433.0
2026,79,male,OFN,emigration,150.0
2026,79,male,OFN,immigration,114.0
2026,80,female,INA Nonimmigrant,emigration,14.0
2026,80,female,INA Nonimmigrant,immigration,7.0
2026,80,female,LPR+,emigration,104.0
2026,80,female,LPR+,immigration,108.0
2026,80,female,OFN,emigration,229.0
2026,80,female,OFN,immigration,174.0
2026,80,male,INA Nonimmigrant,emigration,17.0
2026,80,male,INA Nonimmigrant,immigration,18.0
2026,80,male,LPR+,emigration,238.0
2026,80,male,LPR+,immigration,276.0
2026,80,male,OFN,emigration,136.0
2026,80,male,OFN,immigration,104.0
2026,81,female,INA Nonimmigrant,emigration,14.0
2026,81,female,INA Nonimmigrant,immigration,6.0
2026,81,female,LPR+,emigration,108.0
2026,81,female,LPR+,immigration,108.0
2026,81,female,OFN,emigration,215.0
2026,81,female,OFN,immigration,157.0
2026,81,male,INA Nonimmigrant,emigration,18.0
2026,81,male,INA Nonimmigrant,immigration,17.0
2026,81,male,LPR+,emigration,236.0
2026,81,male,LPR+,immigration,165.0
2026,81,male,OFN,emigration,128.0
2026,81,male,OFN,immigration,96.0
2026,82,female,INA Nonimmigrant,emigration,12.0
2026,82,female,INA Nonimmigrant,immigration,6.0
2026,82,female,LPR+,emigration,93.0
2026,82,female,LPR+,immigration,108.0
2026,82,female,OFN,emigration,191.0
2026,82,female,OFN,immigration,139.0
2026,82,male,INA Nonimmigrant,emigration,17.0
2026,82,male,INA Nonimmigrant,immigration,15.0
2026,82,male,LPR+,emigration,206.0
2026,82,male,LPR+,immigration,91.0
2026,82,male,OFN,emigration,116.0
2026,82,male,OFN,immigration,92.0
2026,83,female,INA Nonimmigrant,emigration,11.0
2026,83,female,INA Nonimmigrant,immigration,5.0
2026,83,female,LPR+,emigration,80.0
2026,83,female,LPR+,immigration,108.0
2026,83,female,OFN,emigration,169.0
2026,83,female,OFN,immigration,123.0
2026,83,male,INA Nonimmigrant,emigration,13.0
2026,83,male,INA Nonimmigrant,immigration,14.0
2026,83,male,LPR+,emigration,151.0
2026,83,male,LPR+,immigration,47.0
2026,83,male,OFN,emigration,101.0
2026,83,male,OFN,immigration,91.0
2026,84,female,INA Nonimmigrant,emigration,11.0
2026,84,female,INA Nonimmigrant,immigration,5.0
2026,84,female,LPR+,emigration,81.0
2026,84,female,LPR+,immigration,108.0
2026,84,female,OFN,emigration,154.0
2026,84,female,OFN,immigration,108.0
2026,84,male,INA Nonimmigrant,emigration,13.0
2026,84,male,INA Nonimmigrant,immigration,12.0
2026,84,male,LPR+,emigration,141.0
2026,84,male,LPR+,immigration,22.0
2026,84,male,OFN,emigration,97.0
2026,84,male,OFN,immigration,88.0
2026,85,female,INA Nonimmigrant,emigration,8.0
2026,85,female,INA Nonimmigrant,immigration,4.0
2026,85,female,LPR+,emigration,62.0
2026,85,female,LPR+,immigration,108.0
2026,85,female,OFN,emigration,130.0
2026,85,female,OFN,immigration,98.0
2026,85,male,INA Nonimmigrant,emigration,10.0
2026,85,male,INA Nonimmigrant,immigration,11.0
2026,85,male,LPR+,emigration,109.0
2026,85,male,LPR+,immigration,335.0
2026,85,male,OFN,emigration,89.0
2026,85,male,OFN,immigration,83.0
2026,86,female,INA Nonimmigrant,emigration,0.0
2026,86,female,INA Nonimmigrant,immigration,4.0
2026,86,female,LPR+,emigration,0.0
2026,86,female,LPR+,immigration,108.0
2026,86,female,OFN,emigration,0.0
2026,86,female,OFN,immigration,89.0
2026,86,male,INA Nonimmigrant,emigration,0.0
2026,86,male,INA Nonimmigrant,immigration,9.0
2026,86,male,LPR+,emigration,0.0
2026,86,male,LPR+,immigration,294.0
2026,86,male,OFN,emigration,0.0
2026,86,male,OFN,immigration,76.0
2026,87,female,INA Nonimmigrant,emigration,0.0
2026,87,female,INA Nonimmigrant,immigration,4.0
2026,87,female,LPR+,emigration,0.0
2026,87,female,LPR+,immigration,108.0
2026,87,female,OFN,emigration,0.0
2026,87,female,OFN,immigration,78.0
2026,87,male,INA Nonimmigrant,emigration,0.0
2026,87,male,INA Nonimmigrant,immigration,8.0
2026,87,male,LPR+,emigration,0.0
2026,87,male,LPR+,immigration,255.0
2026,87,male,OFN,emigration,0.0
2026,87,male,OFN,immigration,65.0
2026,88,female,INA Nonimmigrant,emigration,0.0
2026,88,female,INA Nonimmigrant,immigration,3.0
2026,88,female,LPR+,emigration,0.0
2026,88,female,LPR+,immigration,108.0
2026,88,female,OFN,emigration,0.0
2026,88,female,OFN,immigration,68.0
2026,88,male,INA Nonimmigrant,emigration,0.0
2026,88,male,INA Nonimmigrant,immigration,7.0
2026,88,male,LPR+,emigration,0.0
2026,88,male,LPR+,immigration,218.0
2026,88,male,OFN,emigration,0.0
2026,88,male,OFN,immigration,53.0
2026,89,female,INA Nonimmigrant,emigration,0.0
2026,89,female,INA Nonimmigrant,immigration,3.0
2026,89,female,LPR+,emigration,0.0
2026,89,female,LPR+,immigration,108.0
2026,89,female,OFN,emigration,0.0
2026,89,female,OFN,immigration,60.0
2026,89,male,INA Nonimmigrant,emigration,0.0
2026,89,male,INA Nonimmigrant,immigration,6.0
2026,89,male,LPR+,emigration,0.0
2026,89,male,LPR+,immigration,184.0
2026,89,male,OFN,emigration,0.0
2026,89,male,OFN,immigration,50.0
2026,90,female,INA Nonimmigrant,emigration,0.0
2026,90,female,INA Nonimmigrant,immigration,2.0
2026,90,female,LPR+,emigration,0.0
2026,90,female,LPR+,immigration,108.0
2026,90,female,OFN,emigration,0.0
2026,90,female,OFN,immigration,54.0
2026,90,male,INA Nonimmigrant,emigration,0.0
2026,90,male,INA Nonimmigrant,immigration,5.0
2026,90,male,LPR+,emigration,0.0
2026,90,male,LPR+,immigration,155.0
2026,90,male,OFN,emigration,0.0
2026,90,male,OFN,immigration,49.0
2026,91,female,INA Nonimmigrant,emigration,0.0
2026,91,female,INA Nonimmigrant,immigration,2.0
2026,91,female,LPR+,emigration,0.0
2026,91,female,LPR+,immigration,108.0
2026,91,female,OFN,emigration,0.0
2026,91,female,OFN,immigration,51.0
2026,91,male,INA Nonimmigrant,emigration,0.0
2026,91,male,INA Nonimmigrant,immigration,4.0
2026,91,male,LPR+,emigration,0.0
2026,91,male,LPR+,immigration,129.0
2026,91,male,OFN,emigration,0.0
2026,91,male,OFN,immigration,48.0
2026,92,female,INA Nonimmigrant,emigration,0.0
2026,92,female,INA Nonimmigrant,immigration,2.0
2026,92,female,LPR+,emigration,0.0
2026,92,female,LPR+,immigration,185.0
2026,92,female,OFN,emigration,0.0
2026,92,female,OFN,immigration,46.0
2026,92,male,INA Nonimmigrant,emigration,0.0
2026,92,male,INA Nonimmigrant,immigration,3.0
2026,92,male,LPR+,emigration,0.0
2026,92,male,LPR+,immigration,106.0
2026,92,male,OFN,emigration,0.0
2026,92,male,OFN,immigration,47.0
2026,93,female,INA Nonimmigrant,emigration,0.0
2026,93,female,INA Nonimmigrant,immigration,2.0
2026,93,female,LPR+,emigration,0.0
2026,93,female,LPR+,immigration,160.0
2026,93,female,OFN,emigration,0.0
2026,93,female,OFN,immigration,41.0
2026,93,male,INA Nonimmigrant,emigration,0.0
2026,93,male,INA Nonimmigrant,immigration,3.0
2026,93,male,LPR+,emigration,0.0
2026,93,male,LPR+,immigration,87.0
2026,93,male,OFN,emigration,0.0
2026,93,male,OFN,immigration,46.0
2026,94,female,INA Nonimmigrant,emigration,0.0
2026,94,female,INA Nonimmigrant,immigration,2.0
2026,94,female,LPR+,emigration,0.0
2026,94,female,LPR+,immigration,145.0
2026,94,female,OFN,emigration,0.0
2026,94,female,OFN,immigration,36.0
2026,94,male,INA Nonimmigrant,emigration,0.0
2026,94,male,INA Nonimmigrant,immigration,2.0
2026,94,male,LPR+,emigration,0.0
2026,94,male,LPR+,immigration,70.0
2026,94,male,OFN,emigration,0.0
2026,94,male,OFN,immigration,43.0
2026,95,female,INA Nonimmigrant,emigration,0.0
2026,95,female,INA Nonimmigrant,immigration,3.0
2026,95,female,LPR+,emigration,0.0
2026,95,female,LPR+,immigration,143.0
2026,95,female,OFN,emigration,0.0
2026,95,female,OFN,immigration,1.0
2026,95,male,INA Nonimmigrant,emigration,0.0
2026,95,male,INA Nonimmigrant,immigration,2.0
2026,95,male,LPR+,emigration,0.0
2026,95,male,LPR+,immigration,53.0
2026,95,male,OFN,emigration,0.0
2026,95,male,OFN,immigration,2.0
2026,96,female,INA Nonimmigrant,emigration,0.0
2026,96,female,INA Nonimmigrant,immigration,6.0
2026,96,female,LPR+,emigration,0.0
2026,96,female,LPR+,immigration,166.0
2026,96,female,OFN,emigration,0.0
2026,96,female,OFN,immigration,1.0
2026,96,male,INA Nonimmigrant,emigration,0.0
2026,96,male,INA Nonimmigrant,immigration,1.0
2026,96,male,LPR+,emigration,0.0
2026,96,male,LPR+,immigration,39.0
2026,96,male,OFN,emigration,0.0
2026,96,male,OFN,immigration,2.0
2026,97,female,INA Nonimmigrant,emigration,0.0
2026,97,female,INA Nonimmigrant,immigration,10.0
2026,97,female,LPR+,emigration,0.0
2026,97,female,LPR+,immigration,231.0
2026,97,female,OFN,emigration,0.0
2026,97,female,OFN,immigration,1.0
2026,97,male,INA Nonimmigrant,emigration,0.0
2026,97,male,INA Nonimmigrant,immigration,1.0
2026,97,male,LPR+,emigration,0.0
2026,97,male,LPR+,immigration,28.0
2026,97,male,OFN,emigration,0.0
2026,97,male,OFN,immigration,2.0
2026,98,female,INA Nonimmigrant,emigration,0.0
2026,98,female,INA Nonimmigrant,immigration,17.0
2026,98,female,LPR+,emigration,0.0
2026,98,female,LPR+,immigration,231.0
2026,98,female,OFN,emigration,0.0
2026,98,female,OFN,immigration,1.0
2026,98,male,INA Nonimmigrant,emigration,0.0
2026,98,male,INA Nonimmigrant,immigration,1.0
2026,98,male,LPR+,emigration,0.0
2026,98,male,LPR+,immigration,19.0
2026,98,male,OFN,emigration,0.0
2026,98,male,OFN,immigration,2.0
2026,99,female,INA Nonimmigrant,emigration,0.0
2026,99,female,INA Nonimmigrant,immigration,27.0
2026,99,female,LPR+,emigration,0.0
2026,99,female,LPR+,immigration,231.0
2026,99,female,OFN,emigration,0.0
2026,99,female,OFN,immigration,1.0
2026,99,male,INA Nonimmigrant,emigration,0.0
2026,99,male,INA Nonimmigrant,immigration,0.0
2026,99,male,LPR+,emigration,0.0
2026,99,male,LPR+,immigration,13.0
2026,99,male,OFN,emigration,0.0
2026,99,male,OFN,immigration,2.0
2026,100+,female,INA Nonimmigrant,emigration,0.0
2026,100+,female,INA Nonimmigrant,immigration,41.0
2026,100+,female,LPR+,emigration,0.0
2026,100+,female,LPR+,immigration,231.0
2026,100+,female,OFN,emigration,0.0
2026,100+,female,OFN,immigration,1.0
2026,100+,male,INA Nonimmigrant,emigration,0.0
2026,100+,male,INA Nonimmigrant,immigration,0.0
2026,100+,male,LPR+,emigration,0.0
2026,100+,male,LPR+,immigration,11.0
2026,100+,male,OFN,emigration,0.0
2026,100+,male,OFN,immigration,2.0
2027,-1,female,INA Nonimmigrant,emigration,0.0
2027,-1,female,INA Nonimmigrant,immigration,102.0
2027,-1,female,LPR+,emigration,0.0
2027,-1,female,LPR+,immigration,397.0
2027,-1,female,OFN,emigration,0.0
2027,-1,female,OFN,immigration,1333.0
2027,-1,male,INA Nonimmigrant,emigration,0.0
2027,-1,male,INA Nonimmigrant,immigration,61.0
2027,-1,male,LPR+,emigration,0.0
2027,-1,male,LPR+,immigration,408.0
2027,-1,male,OFN,emigration,0.0
2027,-1,male,OFN,immigration,1450.0
2027,0,female,INA Nonimmigrant,emigration,0.0
2027,0,female,INA Nonimmigrant,immigration,102.0
2027,0,female,LPR+,emigration,0.0
2027,0,female,LPR+,immigration,397.0
2027,0,female,OFN,emigration,0.0
2027,0,female,OFN,immigration,1333.0
2027,0,male,INA Nonimmigrant,emigration,0.0
2027,0,male,INA Nonimmigrant,immigration,61.0
2027,0,male,LPR+,emigration,0.0
2027,0,male,LPR+,immigration,408.0
2027,0,male,OFN,emigration,0.0
2027,0,male,OFN,immigration,1450.0
2027,1,female,INA Nonimmigrant,emigration,5.0
2027,1,female,INA Nonimmigrant,immigration,212.0
2027,1,female,LPR+,emigration,22.0
2027,1,female,LPR+,immigration,865.0
2027,1,female,OFN,emigration,362.0
2027,1,female,OFN,immigration,1333.0
2027,1,male,INA Nonimmigrant,emigration,3.0
2027,1,male,INA Nonimmigrant,immigration,162.0
2027,1,male,LPR+,emigration,22.0
2027,1,male,LPR+,immigration,1112.0
2027,1,male,OFN,emigration,393.0
2027,1,male,OFN,immigration,1450.0
2027,2,female,INA Nonimmigrant,emigration,15.0
2027,2,female,INA Nonimmigrant,immigration,229.0
2027,2,female,LPR+,emigration,48.0
2027,2,female,LPR+,immigration,1001.0
2027,2,female,OFN,emigration,755.0
2027,2,female,OFN,immigration,1336.0
2027,2,male,INA Nonimmigrant,emigration,12.0
2027,2,male,INA Nonimmigrant,immigration,203.0
2027,2,male,LPR+,emigration,55.0
2027,2,male,LPR+,immigration,1445.0
2027,2,male,OFN,emigration,822.0
2027,2,male,OFN,immigration,1453.0
2027,3,female,INA Nonimmigrant,emigration,25.0
2027,3,female,INA Nonimmigrant,immigration,252.0
2027,3,female,LPR+,emigration,75.0
2027,3,female,LPR+,immigration,1193.0
2027,3,female,OFN,emigration,1091.0
2027,3,female,OFN,immigration,1331.0
2027,3,male,INA Nonimmigrant,emigration,21.0
2027,3,male,INA Nonimmigrant,immigration,242.0
2027,3,male,LPR+,emigration,95.0
2027,3,male,LPR+,immigration,1800.0
2027,3,male,OFN,emigration,1186.0
2027,3,male,OFN,immigration,1430.0
2027,4,female,INA Nonimmigrant,emigration,27.0
2027,4,female,INA Nonimmigrant,immigration,276.0
2027,4,female,LPR+,emigration,76.0
2027,4,female,LPR+,immigration,1426.0
2027,4,female,OFN,emigration,1253.0
2027,4,female,OFN,immigration,1326.0
2027,4,male,INA Nonimmigrant,emigration,22.0
2027,4,male,INA Nonimmigrant,immigration,278.0
2027,4,male,LPR+,emigration,106.0
2027,4,male,LPR+,immigration,2164.0
2027,4,male,OFN,emigration,1359.0
2027,4,male,OFN,immigration,1421.0
2027,5,female,INA Nonimmigrant,emigration,73.0
2027,5,female,INA Nonimmigrant,immigration,300.0
2027,5,female,LPR+,emigration,392.0
2027,5,female,LPR+,immigration,1679.0
2027,5,female,OFN,emigration,1328.0
2027,5,female,OFN,immigration,1324.0
2027,5,male,INA Nonimmigrant,emigration,82.0
2027,5,male,INA Nonimmigrant,immigration,310.0
2027,5,male,LPR+,emigration,515.0
2027,5,male,LPR+,immigration,2521.0
2027,5,male,OFN,emigration,1469.0
2027,5,male,OFN,immigration,1423.0
2027,6,female,INA Nonimmigrant,emigration,102.0
2027,6,female,INA Nonimmigrant,immigration,322.0
2027,6,female,LPR+,emigration,598.0
2027,6,female,LPR+,immigration,1936.0
2027,6,female,OFN,emigration,1372.0
2027,6,female,OFN,immigration,1323.0
2027,6,male,INA Nonimmigrant,emigration,116.0
2027,6,male,INA Nonimmigrant,immigration,335.0
2027,6,male,LPR+,emigration,750.0
2027,6,male,LPR+,immigration,2859.0
2027,6,male,OFN,emigration,1519.0
2027,6,male,OFN,immigration,1428.0
2027,7,female,INA Nonimmigrant,emigration,133.0
2027,7,female,INA Nonimmigrant,immigration,340.0
2027,7,female,LPR+,emigration,830.0
2027,7,female,LPR+,immigration,2177.0
2027,7,female,OFN,emigration,1423.0
2027,7,female,OFN,immigration,1313.0
2027,7,male,INA Nonimmigrant,emigration,130.0
2027,7,male,INA Nonimmigrant,immigration,356.0
2027,7,male,LPR+,emigration,869.0
2027,7,male,LPR+,immigration,3169.0
2027,7,male,OFN,emigration,1536.0
2027,7,male,OFN,immigration,1435.0
2027,8,female,INA Nonimmigrant,emigration,175.0
2027,8,female,INA Nonimmigrant,immigration,355.0
2027,8,female,LPR+,emigration,1118.0
2027,8,female,LPR+,immigration,2389.0
2027,8,female,OFN,emigration,1490.0
2027,8,female,OFN,immigration,1293.0
2027,8,male,INA Nonimmigrant,emigration,175.0
2027,8,male,INA Nonimmigrant,immigration,373.0
2027,8,male,LPR+,emigration,1179.0
2027,8,male,LPR+,immigration,3442.0
2027,8,male,OFN,emigration,1617.0
2027,8,male,OFN,immigration,1454.0
2027,9,female,INA Nonimmigrant,emigration,177.0
2027,9,female,INA Nonimmigrant,immigration,372.0
2027,9,female,LPR+,emigration,1291.0
2027,9,female,LPR+,immigration,2559.0
2027,9,female,OFN,emigration,1488.0
2027,9,female,OFN,immigration,1282.0
2027,9,male,INA Nonimmigrant,emigration,194.0
2027,9,male,INA Nonimmigrant,immigration,392.0
2027,9,male,LPR+,emigration,1462.0
2027,9,male,LPR+,immigration,3676.0
2027,9,male,OFN,emigration,1655.0
2027,9,male,OFN,immigration,1467.0
2027,10,female,INA Nonimmigrant,emigration,214.0
2027,10,female,INA Nonimmigrant,immigration,395.0
2027,10,female,LPR+,emigration,436.0
2027,10,female,LPR+,immigration,2678.0
2027,10,female,OFN,emigration,1540.0
2027,10,female,OFN,immigration,1289.0
2027,10,male,INA Nonimmigrant,emigration,210.0
2027,10,male,INA Nonimmigrant,immigration,420.0
2027,10,male,LPR+,emigration,456.0
2027,10,male,LPR+,immigration,3868.0
2027,10,male,OFN,emigration,1691.0
2027,10,male,OFN,immigration,1475.0
2027,11,female,INA Nonimmigrant,emigration,207.0
2027,11,female,INA Nonimmigrant,immigration,434.0
2027,11,female,LPR+,emigration,452.0
2027,11,female,LPR+,immigration,2738.0
2027,11,female,OFN,emigration,1512.0
2027,11,female,OFN,immigration,1313.0
2027,11,male,INA Nonimmigrant,emigration,233.0
2027,11,male,INA Nonimmigrant,immigration,464.0
2027,11,male,LPR+,emigration,496.0
2027,11,male,LPR+,immigration,4020.0
2027,11,male,OFN,emigration,1741.0
2027,11,male,OFN,immigration,1498.0
2027,12,female,INA Nonimmigrant,emigration,212.0
2027,12,female,INA Nonimmigrant,immigration,495.0
2027,12,female,LPR+,emigration,473.0
2027,12,female,LPR+,immigration,2738.0
2027,12,female,OFN,emigration,1510.0
2027,12,female,OFN,immigration,1361.0
2027,12,male,INA Nonimmigrant,emigration,229.0
2027,12,male,INA Nonimmigrant,immigration,534.0
2027,12,male,LPR+,emigration,521.0
2027,12,male,LPR+,immigration,4142.0
2027,12,male,OFN,emigration,1740.0
2027,12,male,OFN,immigration,1554.0
2027,13,female,INA Nonimmigrant,emigration,234.0
2027,13,female,INA Nonimmigrant,immigration,585.0
2027,13,female,LPR+,emigration,503.0
2027,13,female,LPR+,immigration,2689.0
2027,13,female,OFN,emigration,1546.0
2027,13,female,OFN,immigration,1430.0
2027,13,male,INA Nonimmigrant,emigration,240.0
2027,13,male,INA Nonimmigrant,immigration,638.0
2027,13,male,LPR+,emigration,546.0
2027,13,male,LPR+,immigration,4258.0
2027,13,male,OFN,emigration,1766.0
2027,13,male,OFN,immigration,1642.0
2027,14,female,INA Nonimmigrant,emigration,237.0
2027,14,female,INA Nonimmigrant,immigration,710.0
2027,14,female,LPR+,emigration,508.0
2027,14,female,LPR+,immigration,2618.0
2027,14,female,OFN,emigration,1561.0
2027,14,female,OFN,immigration,1518.0
2027,14,male,INA Nonimmigrant,emigration,243.0
2027,14,male,INA Nonimmigrant,immigration,783.0
2027,14,male,LPR+,emigration,565.0
2027,14,male,LPR+,immigration,4403.0
2027,14,male,OFN,emigration,1789.0
2027,14,male,OFN,immigration,1744.0
2027,15,female,INA Nonimmigrant,emigration,267.0
2027,15,female,INA Nonimmigrant,immigration,873.0
2027,15,female,LPR+,emigration,529.0
2027,15,female,LPR+,immigration,2559.0
2027,15,female,OFN,emigration,1640.0
2027,15,female,OFN,immigration,1620.0
2027,15,male,INA Nonimmigrant,emigration,295.0
2027,15,male,INA Nonimmigrant,immigration,976.0
2027,15,male,LPR+,emigration,598.0
2027,15,male,LPR+,immigration,4619.0
2027,15,male,OFN,emigration,1921.0
2027,15,male,OFN,immigration,1861.0
2027,16,female,INA Nonimmigrant,emigration,281.0
2027,16,female,INA Nonimmigrant,immigration,1073.0
2027,16,female,LPR+,emigration,530.0
2027,16,female,LPR+,immigration,2553.0
2027,16,female,OFN,emigration,1707.0
2027,16,female,OFN,immigration,1727.0
2027,16,male,INA Nonimmigrant,emigration,288.0
2027,16,male,INA Nonimmigrant,immigration,1219.0
2027,16,male,LPR+,emigration,610.0
2027,16,male,LPR+,immigration,4942.0
2027,16,male,OFN,emigration,1951.0
2027,16,male,OFN,immigration,2019.0
2027,17,female,INA Nonimmigrant,emigration,339.0
2027,17,female,INA Nonimmigrant,immigration,1310.0
2027,17,female,LPR+,emigration,566.0
2027,17,female,LPR+,immigration,2626.0
2027,17,female,OFN,emigration,1856.0
2027,17,female,OFN,immigration,1851.0
2027,17,male,INA Nonimmigrant,emigration,355.0
2027,17,male,INA Nonimmigrant,immigration,1514.0
2027,17,male,LPR+,emigration,652.0
2027,17,male,LPR+,immigration,5391.0
2027,17,male,OFN,emigration,2139.0
2027,17,male,OFN,immigration,2212.0
2027,18,female,INA Nonimmigrant,emigration,367.0
2027,18,female,INA Nonimmigrant,immigration,1576.0
2027,18,female,LPR+,emigration,572.0
2027,18,female,LPR+,immigration,2794.0
