year,age,place_of_birth,births_per_1000_females
2053,17,all,3.6
2053,17,foreign-born,4.08
2053,17,native-born,3.53
2053,18,all,7.08
2053,18,foreign-born,8.02
2053,18,native-born,6.93
2053,19,all,15.59
2053,19,foreign-born,17.64
2053,19,native-born,15.25
2053,20,all,24.63
2053,20,foreign-born,27.87
2053,20,native-born,24.1
2053,21,all,33.4
2053,21,foreign-born,37.79
2053,21,native-born,32.68
2053,22,all,38.01
2053,22,foreign-born,43.01
2053,22,native-born,37.19
2053,23,all,42.35
2053,23,foreign-born,47.93
2053,23,native-born,41.44
2053,24,all,49.41
2053,24,foreign-born,55.92
2053,24,native-born,48.34
2053,25,all,56.19
2053,25,foreign-born,63.6
2053,25,native-born,54.99
2053,26,all,62.92
2053,26,foreign-born,71.21
2053,26,native-born,61.56
2053,27,all,75.96
2053,27,foreign-born,85.96
2053,27,native-born,74.32
2053,28,all,90.18
2053,28,foreign-born,102.06
2053,28,native-born,88.24
2053,29,all,107.11
2053,29,foreign-born,121.22
2053,29,native-born,104.8
2053,30,all,113.66
2053,30,foreign-born,128.63
2053,30,native-born,111.21
2053,31,all,116.11
2053,31,foreign-born,131.4
2053,31,native-born,113.61
2053,32,all,111.82
2053,32,foreign-born,126.55
2053,32,native-born,109.42
2053,33,all,104.63
2053,33,foreign-born,118.41
2053,33,native-born,102.38
2053,34,all,98.66
2053,34,foreign-born,111.65
2053,34,native-born,96.53
2053,35,all,90.51
2053,35,foreign-born,102.43
2053,35,native-born,88.56
2053,36,all,79.8
2053,36,foreign-born,90.31
2053,36,native-born,78.08
2053,37,all,64.75
2053,37,foreign-born,73.28
2053,37,native-born,63.36
2053,38,all,51.6
2053,38,foreign-born,58.4
2053,38,native-born,50.49
2053,39,all,40.22
2053,39,foreign-born,45.52
2053,39,native-born,39.35
2053,40,all,30.75
2053,40,foreign-born,34.8
2053,40,native-born,30.08
2053,41,all,21.85
2053,41,foreign-born,24.73
2053,41,native-born,21.38
2053,42,all,14.43
2053,42,foreign-born,16.33
2053,42,native-born,14.12
2053,43,all,8.89
2053,43,foreign-born,10.06
2053,43,native-born,8.7
2053,44,all,5.4
2053,44,foreign-born,6.11
2053,44,native-born,5.28
2053,45,all,3.26
2053,45,foreign-born,3.69
2053,45,native-born,3.19
2053,46,all,2.03
2053,46,foreign-born,2.3
2053,46,native-born,1.99
2053,47,all,1.12
2053,47,foreign-born,1.27
2053,47,native-born,1.1
2053,48,all,0.57
2053,48,foreign-born,0.65
2053,48,native-born,0.56
2053,49,all,1.18
2053,49,foreign-born,1.33
2053,49,native-born,1.15
2054,14,all,0.22
2054,14,foreign-born,0.25
2054,14,native-born,0.21
2054,15,all,0.62
2054,15,foreign-born,0.7
2054,15,native-born,0.61
2054,16,all,1.78
2054,16,foreign-born,2.01
2054,16,native-born,1.74
2054,17,all,3.59
2054,17,foreign-born,4.06
2054,17,native-born,3.51
2054,18,all,7.05
2054,18,foreign-born,7.98
2054,18,native-born,6.9
2054,19,all,15.54
2054,19,foreign-born,17.59
2054,19,native-born,15.21
2054,20,all,24.58
2054,20,foreign-born,27.82
2054,20,native-born,24.05
2054,21,all,33.35
2054,21,foreign-born,37.74
2054,21,native-born,32.63
2054,22,all,37.95
2054,22,foreign-born,42.95
2054,22,native-born,37.13
2054,23,all,42.29
2054,23,foreign-born,47.86
2054,23,native-born,41.38
2054,24,all,49.34
2054,24,foreign-born,55.84
2054,24,native-born,48.28
2054,25,all,56.13
2054,25,foreign-born,63.52
2054,25,native-born,54.92
2054,26,all,62.85
2054,26,foreign-born,71.13
2054,26,native-born,61.5
2054,27,all,75.92
2054,27,foreign-born,85.91
2054,27,native-born,74.28
2054,28,all,90.18
2054,28,foreign-born,102.05
2054,28,native-born,88.23
2054,29,all,107.15
2054,29,foreign-born,121.26
2054,29,native-born,104.84
2054,30,all,113.72
2054,30,foreign-born,128.69
2054,30,native-born,111.27
2054,31,all,116.17
2054,31,foreign-born,131.47
2054,31,native-born,113.67
2054,32,all,111.89
2054,32,foreign-born,126.62
2054,32,native-born,109.47
2054,33,all,104.69
2054,33,foreign-born,118.47
2054,33,native-born,102.43
2054,34,all,98.71
2054,34,foreign-born,111.71
2054,34,native-born,96.58
2054,35,all,90.56
2054,35,foreign-born,102.49
2054,35,native-born,88.61
2054,36,all,79.85
2054,36,foreign-born,90.37
2054,36,native-born,78.13
2054,37,all,64.8
2054,37,foreign-born,73.33
2054,37,native-born,63.4
2054,38,all,51.63
2054,38,foreign-born,58.43
2054,38,native-born,50.52
2054,39,all,40.24
2054,39,foreign-born,45.54
2054,39,native-born,39.38
2054,40,all,30.77
2054,40,foreign-born,34.82
2054,40,native-born,30.11
2054,41,all,21.87
2054,41,foreign-born,24.75
2054,41,native-born,21.4
2054,42,all,14.44
2054,42,foreign-born,16.35
2054,42,native-born,14.13
2054,43,all,8.9
2054,43,foreign-born,10.07
2054,43,native-born,8.71
2054,44,all,5.41
2054,44,foreign-born,6.12
2054,44,native-born,5.29
2054,45,all,3.26
2054,45,foreign-born,3.69
2054,45,native-born,3.19
2054,46,all,2.03
2054,46,foreign-born,2.3
2054,46,native-born,1.99
2054,47,all,1.12
2054,47,foreign-born,1.27
2054,47,native-born,1.1
2054,48,all,0.57
2054,48,foreign-born,0.65
2054,48,native-born,0.56
2054,49,all,1.18
2054,49,foreign-born,1.33
2054,49,native-born,1.15
2055,14,all,0.22
2055,14,foreign-born,0.25
2055,14,native-born,0.21
2055,15,all,0.62
2055,15,foreign-born,0.7
2055,15,native-born,0.6
2055,16,all,1.77
2055,16,foreign-born,2.01
2055,16,native-born,1.74
2055,17,all,3.58
2055,17,foreign-born,4.05
2055,17,native-born,3.5
2055,18,all,7.04
2055,18,foreign-born,7.97
2055,18,native-born,6.89
2055,19,all,15.53
2055,19,foreign-born,17.57
2055,19,native-born,15.19
2055,20,all,24.56
2055,20,foreign-born,27.8
2055,20,native-born,24.03
2055,21,all,33.34
2055,21,foreign-born,37.73
2055,21,native-born,32.62
2055,22,all,37.93
2055,22,foreign-born,42.93
2055,22,native-born,37.11
2055,23,all,42.27
2055,23,foreign-born,47.83
2055,23,native-born,41.35
2055,24,all,49.32
2055,24,foreign-born,55.82
2055,24,native-born,48.26
2055,25,all,56.11
2055,25,foreign-born,63.49
2055,25,native-born,54.9
2055,26,all,62.83
2055,26,foreign-born,71.11
2055,26,native-born,61.48
2055,27,all,75.9
2055,27,foreign-born,85.9
2055,27,native-born,74.27
2055,28,all,90.18
2055,28,foreign-born,102.05
2055,28,native-born,88.23
2055,29,all,107.16
2055,29,foreign-born,121.28
2055,29,native-born,104.85
2055,30,all,113.74
2055,30,foreign-born,128.71
2055,30,native-born,111.29
2055,31,all,116.19
2055,31,foreign-born,131.49
2055,31,native-born,113.69
2055,32,all,111.91
2055,32,foreign-born,126.64
2055,32,native-born,109.49
2055,33,all,104.7
2055,33,foreign-born,118.49
2055,33,native-born,102.45
2055,34,all,98.73
2055,34,foreign-born,111.73
2055,34,native-born,96.6
2055,35,all,90.58
2055,35,foreign-born,102.51
2055,35,native-born,88.63
2055,36,all,79.87
2055,36,foreign-born,90.39
2055,36,native-born,78.15
2055,37,all,64.81
2055,37,foreign-born,73.34
2055,37,native-born,63.41
2055,38,all,51.64
2055,38,foreign-born,58.44
2055,38,native-born,50.53
2055,39,all,40.25
2055,39,foreign-born,45.55
2055,39,native-born,39.38
2055,40,all,30.78
2055,40,foreign-born,34.83
2055,40,native-born,30.11
2055,41,all,21.88
2055,41,foreign-born,24.76
2055,41,native-born,21.4
2055,42,all,14.45
2055,42,foreign-born,16.35
2055,42,native-born,14.14
2055,43,all,8.9
2055,43,foreign-born,10.07
2055,43,native-born,8.71
2055,44,all,5.41
2055,44,foreign-born,6.12
2055,44,native-born,5.29
2055,45,all,3.26
2055,45,foreign-born,3.69
2055,45,native-born,3.19
2055,46,all,2.03
2055,46,foreign-born,2.3
2055,46,native-born,1.99
2055,47,all,1.12
2055,47,foreign-born,1.27
2055,47,native-born,1.1
2055,48,all,0.57
2055,48,foreign-born,0.65
2055,48,native-born,0.56
2055,49,all,1.18
2055,49,foreign-born,1.33
2055,49,native-born,1.15
2056,14,all,0.22
2056,14,foreign-born,0.25
2056,14,native-born,0.21
2056,15,all,0.62
2056,15,foreign-born,0.7
2056,15,native-born,0.6
2056,16,all,1.77
2056,16,foreign-born,2.01
2056,16,native-born,1.74
2056,17,all,3.58
2056,17,foreign-born,4.05
2056,17,native-born,3.5
2056,18,all,7.04
2056,18,foreign-born,7.97
2056,18,native-born,6.89
2056,19,all,15.53
2056,19,foreign-born,17.57
2056,19,native-born,15.19
2056,20,all,24.56
2056,20,foreign-born,27.8
2056,20,native-born,24.03
2056,21,all,33.34
2056,21,foreign-born,37.73
2056,21,native-born,32.62
2056,22,all,37.93
2056,22,foreign-born,42.93
2056,22,native-born,37.11
2056,23,all,42.27
2056,23,foreign-born,47.83
2056,23,native-born,41.35
2056,24,all,49.32
2056,24,foreign-born,55.82
2056,24,native-born,48.26
2056,25,all,56.11
2056,25,foreign-born,63.49
2056,25,native-born,54.9
2056,26,all,62.84
2056,26,foreign-born,71.11
2056,26,native-born,61.48
2056,27,all,75.91
2056,27,foreign-born,85.9
2056,27,native-born,74.27
2056,28,all,90.18
2056,28,foreign-born,102.05
2056,28,native-born,88.23
2056,29,all,107.17
2056,29,foreign-born,121.28
2056,29,native-born,104.85
2056,30,all,113.74
2056,30,foreign-born,128.71
2056,30,native-born,111.29
2056,31,all,116.2
2056,31,foreign-born,131.49
2056,31,native-born,113.69
2056,32,all,111.91
2056,32,foreign-born,126.64
2056,32,native-born,109.49
2056,33,all,104.71
2056,33,foreign-born,118.49
2056,33,native-born,102.45
2056,34,all,98.73
2056,34,foreign-born,111.73
2056,34,native-born,96.6
2056,35,all,90.58
2056,35,foreign-born,102.51
2056,35,native-born,88.63
2056,36,all,79.87
2056,36,foreign-born,90.39
2056,36,native-born,78.15
2056,37,all,64.81
2056,37,foreign-born,73.34
2056,37,native-born,63.41
2056,38,all,51.65
2056,38,foreign-born,58.44
2056,38,native-born,50.53
2056,39,all,40.26
2056,39,foreign-born,45.55
2056,39,native-born,39.38
2056,40,all,30.78
2056,40,foreign-born,34.83
2056,40,native-born,30.11
2056,41,all,21.88
2056,41,foreign-born,24.76
2056,41,native-born,21.4
2056,42,all,14.45
2056,42,foreign-born,16.35
2056,42,native-born,14.14
2056,43,all,8.9
2056,43,foreign-born,10.07
2056,43,native-born,8.71
2056,44,all,5.41
2056,44,foreign-born,6.12
2056,44,native-born,5.29
2056,45,all,3.26
2056,45,foreign-born,3.69
2056,45,native-born,3.19
2056,46,all,2.03
2056,46,foreign-born,2.3
2056,46,native-born,1.99
2056,47,all,1.12
2056,47,foreign-born,1.27
2056,47,native-born,1.1
2056,48,all,0.57
2056,48,foreign-born,0.65
2056,48,native-born,0.56
2056,49,all,1.18
2056,49,foreign-born,1.33
2056,49,native-born,1.15
2057,14,all,0.22
2057,14,foreign-born,0.25
2057,14,native-born,0.21
2057,15,all,0.62
2057,15,foreign-born,0.7
2057,15,native-born,0.6
2057,16,all,1.77
2057,16,foreign-born,2.01
2057,16,native-born,1.74
2057,17,all,3.58
2057,17,foreign-born,4.05
2057,17,native-born,3.5
2057,18,all,7.04
2057,18,foreign-born,7.97
2057,18,native-born,6.89
2057,19,all,15.53
2057,19,foreign-born,17.57
2057,19,native-born,15.19
2057,20,all,24.57
2057,20,foreign-born,27.8
2057,20,native-born,24.03
2057,21,all,33.34
2057,21,foreign-born,37.73
2057,21,native-born,32.62
2057,22,all,37.94
2057,22,foreign-born,42.93
2057,22,native-born,37.11
2057,23,all,42.27
2057,23,foreign-born,47.83
2057,23,native-born,41.35
2057,24,all,49.33
2057,24,foreign-born,55.82
2057,24,native-born,48.26
2057,25,all,56.11
2057,25,foreign-born,63.49
2057,25,native-born,54.9
2057,26,all,62.84
2057,26,foreign-born,71.11
2057,26,native-born,61.48
2057,27,all,75.91
2057,27,foreign-born,85.9
2057,27,native-born,74.27
2057,28,all,90.19
2057,28,foreign-born,102.05
2057,28,native-born,88.23
2057,29,all,107.18
2057,29,foreign-born,121.28
2057,29,native-born,104.85
2057,30,all,113.75
2057,30,foreign-born,128.71
2057,30,native-born,111.29
2057,31,all,116.21
2057,31,foreign-born,131.49
2057,31,native-born,113.69
2057,32,all,111.92
2057,32,foreign-born,126.64
2057,32,native-born,109.49
2057,33,all,104.71
2057,33,foreign-born,118.49
2057,33,native-born,102.45
2057,34,all,98.74
2057,34,foreign-born,111.73
2057,34,native-born,96.6
2057,35,all,90.59
2057,35,foreign-born,102.51
2057,35,native-born,88.63
2057,36,all,79.88
2057,36,foreign-born,90.39
2057,36,native-born,78.15
2057,37,all,64.82
2057,37,foreign-born,73.34
2057,37,native-born,63.41
2057,38,all,51.65
2057,38,foreign-born,58.44
2057,38,native-born,50.53
2057,39,all,40.26
2057,39,foreign-born,45.55
2057,39,native-born,39.38
2057,40,all,30.78
2057,40,foreign-born,34.83
2057,40,native-born,30.11
2057,41,all,21.88
2057,41,foreign-born,24.76
2057,41,native-born,21.4
2057,42,all,14.45
2057,42,foreign-born,16.35
2057,42,native-born,14.14
2057,43,all,8.9
2057,43,foreign-born,10.07
2057,43,native-born,8.71
2057,44,all,5.41
2057,44,foreign-born,6.12
2057,44,native-born,5.29
2057,45,all,3.26
2057,45,foreign-born,3.69
2057,45,native-born,3.19
2057,46,all,2.03
2057,46,foreign-born,2.3
2057,46,native-born,1.99
2057,47,all,1.12
2057,47,foreign-born,1.27
2057,47,native-born,1.1
2057,48,all,0.57
2057,48,foreign-born,0.65
2057,48,native-born,0.56
2057,49,all,1.18
2057,49,foreign-born,1.33
2057,49,native-born,1.15
2058,14,all,0.22
2058,14,foreign-born,0.25
2058,14,native-born,0.21
2058,15,all,0.62
2058,15,foreign-born,0.7
2058,15,native-born,0.6
2058,16,all,1.77
2058,16,foreign-born,2.01
2058,16,native-born,1.74
2058,17,all,3.58
2058,17,foreign-born,4.05
2058,17,native-born,3.5
2058,18,all,7.04
2058,18,foreign-born,7.97
2058,18,native-born,6.89
2058,19,all,15.53
2058,19,foreign-born,17.57
2058,19,native-born,15.19
2058,20,all,24.57
2058,20,foreign-born,27.8
2058,20,native-born,24.03
2058,21,all,33.34
2058,21,foreign-born,37.73
2058,21,native-born,32.62
2058,22,all,37.94
2058,22,foreign-born,42.93
2058,22,native-born,37.11
2058,23,all,42.27
2058,23,foreign-born,47.83
2058,23,native-born,41.35
2058,24,all,49.33
2058,24,foreign-born,55.82
2058,24,native-born,48.26
2058,25,all,56.12
2058,25,foreign-born,63.49
2058,25,native-born,54.9
2058,26,all,62.84
2058,26,foreign-born,71.11
2058,26,native-born,61.48
2058,27,all,75.92
2058,27,foreign-born,85.9
2058,27,native-born,74.27
2058,28,all,90.19
2058,28,foreign-born,102.05
2058,28,native-born,88.23
2058,29,all,107.18
2058,29,foreign-born,121.28
2058,29,native-born,104.85
2058,30,all,113.76
2058,30,foreign-born,128.71
2058,30,native-born,111.29
2058,31,all,116.21
2058,31,foreign-born,131.49
2058,31,native-born,113.69
2058,32,all,111.93
2058,32,foreign-born,126.64
2058,32,native-born,109.49
2058,33,all,104.72
2058,33,foreign-born,118.49
2058,33,native-born,102.45
2058,34,all,98.74
2058,34,foreign-born,111.73
2058,34,native-born,96.6
2058,35,all,90.6
2058,35,foreign-born,102.51
2058,35,native-born,88.63
2058,36,all,79.88
2058,36,foreign-born,90.39
2058,36,native-born,78.15
2058,37,all,64.82
2058,37,foreign-born,73.34
2058,37,native-born,63.41
2058,38,all,51.65
2058,38,foreign-born,58.44
2058,38,native-born,50.53
2058,39,all,40.26
2058,39,foreign-born,45.55
2058,39,native-born,39.38
2058,40,all,30.78
2058,40,foreign-born,34.83
2058,40,native-born,30.11
2058,41,all,21.88
2058,41,foreign-born,24.76
2058,41,native-born,21.4
2058,42,all,14.45
2058,42,foreign-born,16.35
2058,42,native-born,14.14
2058,43,all,8.9
2058,43,foreign-born,10.07
2058,43,native-born,8.71
2058,44,all,5.41
2058,44,foreign-born,6.12
2058,44,native-born,5.29
2058,45,all,3.26
2058,45,foreign-born,3.69
2058,45,native-born,3.19
2058,46,all,2.03
2058,46,foreign-born,2.3
2058,46,native-born,1.99
2058,47,all,1.12
2058,47,foreign-born,1.27
2058,47,native-born,1.1
2058,48,all,0.57
2058,48,foreign-born,0.65
2058,48,native-born,0.56
2058,49,all,1.18
2058,49,foreign-born,1.33
2058,49,native-born,1.15
2059,14,all,0.22
2059,14,foreign-born,0.25
2059,14,native-born,0.21
2059,15,all,0.62
2059,15,foreign-born,0.7
2059,15,native-born,0.6
2059,16,all,1.77
2059,16,foreign-born,2.01
2059,16,native-born,1.74
2059,17,all,3.58
2059,17,foreign-born,4.05
2059,17,native-born,3.5
2059,18,all,7.04
2059,18,foreign-born,7.97
2059,18,native-born,6.89
2059,19,all,15.53
2059,19,foreign-born,17.57
2059,19,native-born,15.19
2059,20,all,24.57
2059,20,foreign-born,27.8
2059,20,native-born,24.03
2059,21,all,33.34
2059,21,foreign-born,37.73
2059,21,native-born,32.62
2059,22,all,37.94
2059,22,foreign-born,42.93
2059,22,native-born,37.11
2059,23,all,42.28
2059,23,foreign-born,47.83
2059,23,native-born,41.35
2059,24,all,49.33
2059,24,foreign-born,55.82
2059,24,native-born,48.26
2059,25,all,56.12
2059,25,foreign-born,63.49
2059,25,native-born,54.9
2059,26,all,62.85
2059,26,foreign-born,71.11
2059,26,native-born,61.48
2059,27,all,75.92
2059,27,foreign-born,85.9
2059,27,native-born,74.27
2059,28,all,90.2
2059,28,foreign-born,102.05
2059,28,native-born,88.23
2059,29,all,107.19
2059,29,foreign-born,121.28
2059,29,native-born,104.85
2059,30,all,113.76
2059,30,foreign-born,128.71
2059,30,native-born,111.29
2059,31,all,116.22
2059,31,foreign-born,131.49
2059,31,native-born,113.69
2059,32,all,111.93
2059,32,foreign-born,126.64
2059,32,native-born,109.49
2059,33,all,104.73
2059,33,foreign-born,118.49
2059,33,native-born,102.45
2059,34,all,98.75
2059,34,foreign-born,111.73
2059,34,native-born,96.6
2059,35,all,90.6
2059,35,foreign-born,102.51
2059,35,native-born,88.63
2059,36,all,79.89
2059,36,foreign-born,90.39
2059,36,native-born,78.15
2059,37,all,64.82
2059,37,foreign-born,73.34
2059,37,native-born,63.41
2059,38,all,51.66
2059,38,foreign-born,58.44
2059,38,native-born,50.53
2059,39,all,40.26
2059,39,foreign-born,45.55
2059,39,native-born,39.38
2059,40,all,30.78
2059,40,foreign-born,34.83
2059,40,native-born,30.11
2059,41,all,21.88
2059,41,foreign-born,24.76
2059,41,native-born,21.4
2059,42,all,14.45
2059,42,foreign-born,16.35
2059,42,native-born,14.14
2059,43,all,8.9
2059,43,foreign-born,10.07
2059,43,native-born,8.71
2059,44,all,5.41
2059,44,foreign-born,6.12
2059,44,native-born,5.29
2059,45,all,3.26
2059,45,foreign-born,3.69
2059,45,native-born,3.19
2059,46,all,2.03
2059,46,foreign-born,2.3
2059,46,native-born,1.99
2059,47,all,1.12
2059,47,foreign-born,1.27
2059,47,native-born,1.1
2059,48,all,0.57
2059,48,foreign-born,0.65
2059,48,native-born,0.56
2059,49,all,1.18
2059,49,foreign-born,1.33
2059,49,native-born,1.15
2060,14,all,0.22
2060,14,foreign-born,0.25
2060,14,native-born,0.21
2060,15,all,0.62
2060,15,foreign-born,0.7
2060,15,native-born,0.6
2060,16,all,1.78
2060,16,foreign-born,2.01
2060,16,native-born,1.74
2060,17,all,3.58
2060,17,foreign-born,4.05
2060,17,native-born,3.5
2060,18,all,7.04
2060,18,foreign-born,7.97
2060,18,native-born,6.89
2060,19,all,15.53
2060,19,foreign-born,17.57
2060,19,native-born,15.19
2060,20,all,24.57
2060,20,foreign-born,27.8
2060,20,native-born,24.03
2060,21,all,33.35
2060,21,foreign-born,37.73
2060,21,native-born,32.62
2060,22,all,37.94
2060,22,foreign-born,42.93
2060,22,native-born,37.11
2060,23,all,42.28
2060,23,foreign-born,47.83
2060,23,native-born,41.35
2060,24,all,49.34
2060,24,foreign-born,55.82
2060,24,native-born,48.26
2060,25,all,56.12
2060,25,foreign-born,63.49
2060,25,native-born,54.9
2060,26,all,62.85
2060,26,foreign-born,71.11
2060,26,native-born,61.48
2060,27,all,75.93
2060,27,foreign-born,85.9
2060,27,native-born,74.27
2060,28,all,90.2
2060,28,foreign-born,102.05
2060,28,native-born,88.23
2060,29,all,107.2
2060,29,foreign-born,121.28
2060,29,native-born,104.85
2060,30,all,113.77
2060,30,foreign-born,128.71
2060,30,native-born,111.29
2060,31,all,116.23
2060,31,foreign-born,131.49
2060,31,native-born,113.69
2060,32,all,111.94
2060,32,foreign-born,126.64
2060,32,native-born,109.49
2060,33,all,104.74
2060,33,foreign-born,118.49
2060,33,native-born,102.45
2060,34,all,98.76
2060,34,foreign-born,111.73
2060,34,native-born,96.6
2060,35,all,90.61
2060,35,foreign-born,102.51
2060,35,native-born,88.63
2060,36,all,79.89
2060,36,foreign-born,90.39
2060,36,native-born,78.15
2060,37,all,64.83
2060,37,foreign-born,73.34
2060,37,native-born,63.41
2060,38,all,51.66
2060,38,foreign-born,58.44
2060,38,native-born,50.53
2060,39,all,40.27
2060,39,foreign-born,45.55
2060,39,native-born,39.38
2060,40,all,30.79
2060,40,foreign-born,34.83
2060,40,native-born,30.11
2060,41,all,21.88
2060,41,foreign-born,24.76
2060,41,native-born,21.4
2060,42,all,14.45
2060,42,foreign-born,16.35
2060,42,native-born,14.14
2060,43,all,8.9
2060,43,foreign-born,10.07
2060,43,native-born,8.71
2060,44,all,5.41
2060,44,foreign-born,6.12
2060,44,native-born,5.29
2060,45,all,3.26
2060,45,foreign-born,3.69
2060,45,native-born,3.19
2060,46,all,2.03
2060,46,foreign-born,2.3
2060,46,native-born,1.99
2060,47,all,1.12
