GEOID,AGE_GROUP,SEX,2029,2034,2039,2044,2049,2054,2059,2064,2069,2074,2079,2084,2089,2094
01,0-4,FEMALE,35.30329847592226,69.33051864059097,79.93907070445552,82.76749170362575,84.63359179075272,84.9927354804148,85.18283168245206,85.2887330268396,85.34793253612455,85.3341193172914,85.1749384145474,84.86381210463867,84.4356023208108,83.93503758119022
01,0-4,MALE,43.742094797929816,81.88749837754676,94.03135220147897,97.73458467185058,100.21247786624585,100.64927287744896,100.87719550790543,101.00986688981291,101.08470715652996,101.07382129955293,100.88944209700458,100.53633211131233,100.04238635097984,99.4661162972586
01,10-14,FEMALE,39.90686959172041,65.91757820870787,91.17742881260092,98.1847319038171,101.32564500084577,103.11712876729916,104.37490406810706,105.34643678364141,106.01551120094337,106.4328895518841,106.58799637149046,106.53018382963718,106.32642987115429,106.02115144892906
01,10-14,MALE,67.07624027569653,97.62682693878517,126.43489865886802,136.00157579673603,141.18459049943448,143.78704788184572,145.65512318102958,147.09614726879389,148.1130401534219,148.76493200264864,149.04379279369522,149.0080226922259,148.7576319819406,148.367810876132
01,15-19,FEMALE,50.61274829414927,92.3095431683451,100.26813464311213,114.84501086938522,118.98568132930183,120.24401993953012,121.72713048471522,122.93039676899969,123.8339671400084,124.43976272539057,124.6997553339161,124.67862292977486,124.45385099481805,124.10164425913075
01,15-19,MALE,101.21167314295663,152.0099956027362,162.47803645045772,181.6913860678744,189.2152904271742,191.62618448928282,194.06566885604414,196.01645848048616,197.51046812129093,198.52110214622337,198.99915863564866,199.02242981385436,198.70727157186883,198.18666207086744
01,20-24,FEMALE,81.30015637468864,170.4443069205792,184.5161549446709,189.2727497451578,205.8021377398142,207.88897212389742,209.3003741274739,210.96684878229914,212.27554153163945,213.21148811328823,213.60940144923632,213.53730091314998,213.1121798277354,212.4823204275851
01,20-24,MALE,167.58412753605705,280.92872967463103,298.37584432222053,309.1633817048371,332.3107090449159,336.39332253579516,339.55412412948004,342.65469973449353,345.1005834155965,346.86343353106116,347.7250194395841,347.7859539692987,347.2382517429104,346.32423379719114
01,25-29,FEMALE,93.12114811880248,169.84593443765397,195.5865039409992,204.69933224912324,211.11998106105003,220.53199793844962,222.26760221661718,223.83290711884763,225.33247335620266,226.44278387713,227.02925558818396,227.13278104468068,226.8574033303994,226.36048113921512
01,25-29,MALE,173.30379110789553,277.74864669521946,308.7017650337876,322.54046500623883,333.6633846552718,345.7776259791037,349.397052755947,352.6345813292595,355.4859086206916,357.62400067567035,358.84392338779406,359.2225942825626,358.94450784421696,358.2522501147182
01,30-34,FEMALE,109.7276721439331,174.2266019920602,202.2569078806813,220.56480381806546,229.22024638365073,232.27812620042127,240.99316140775008,243.1359055260938,245.07344367808585,246.75861994721615,247.81729618271223,248.3427478238248,248.42773211291993,248.2411812344184
01,30-34,MALE,201.9355667305738,293.6578452142747,329.6448907701336,354.17789073719325,366.99410307129955,372.2198700396593,383.756830125999,387.97254776068445,391.7300820355848,394.84852859243,396.8632432014968,397.90828891400315,398.1564940007962,397.90398166737765
01,35-39,FEMALE,144.38360631019646,219.08025269304906,243.53170220598508,266.95432462887493,286.8841959932275,292.39002846730256,297.1856195127378,308.3711913127564,311.36268144531954,314.22191468633554,316.4242476759656,317.8973410094407,318.76395246455064,319.21187221327096
01,35-39,MALE,277.6603668583912,385.5479116714591,416.35502843181325,450.9096851366954,476.86306954993313,484.528975307611,492.49325691581555,507.4978419894997,513.337049792045,518.6523915974826,522.6185886538468,525.2007165613305,526.6242654665148,527.2703668629478
01,40-44,FEMALE,112.14586642549607,144.17092007104245,168.41426321422327,171.07039137945625,187.21225063258825,200.9072574977669,205.61010276479462,210.57077578943083,221.35433804109533,224.30261519141067,227.17053044325064,229.62742806851344,231.5134213733574,232.9976051858245
01,40-44,MALE,264.34254958232464,316.92303545576,343.4569241086356,352.3874097690974,376.9686520396213,393.40603624756477,400.44304662817035,408.6338935074383,423.1804129253415,428.9522059084696,434.09922166230683,438.15679299960914,441.0431245728092,443.1167236499679
01,45-49,FEMALE,-39.70797349501537,-11.79471284122972,-20.579434750323145,-34.391799849383354,-48.92858248534593,-34.850357180708464,-25.567920235592503,-23.477104897932612,-20.120877418998035,-10.069712902716828,-7.887186098791916,-4.899865416743606,-1.9352149847832791,0.8058243440364878
01,45-49,MALE,142.9118866993939,182.98317477183141,162.0722208902143,152.00588966144446,141.39604086792633,161.61553749261518,173.517178525821,177.8642470170523,184.3285683492655,198.1019680965749,202.86819904898286,207.99677504455633,212.4553343183001,216.25674119127325
01,5-9,FEMALE,27.294570064729147,71.20249057129529,87.54863426481043,91.44886574691203,95.16578916947887,96.14366716399711,96.83812269723465,97.32106893100898,97.63339766321633,97.78638938982805,97.75254790191393,97.55372916041851,97.21883943626842,96.81626673629012
01,5-9,MALE,44.84402720940347,94.03886676079041,113.1860910758717,119.03267766092969,124.345632732231,125.74139669160556,126.7356595120387,127.42770147515955,127.88541277355277,128.13580348383806,128.13799349005046,127.90804283774766,127.50654169880623,127.00722028237726
01,50-54,FEMALE,-47.03521138549337,-47.95048952271351,-49.67332107482656,-75.27436873768954,-86.47773985972312,-91.50183754783637,-86.91398678489232,-84.7533802973643,-86.19352995400868,-85.71908277269507,-80.73012932023468,-80.16094550368291,-78.68717962163144,-77.02394046910368
01,50-54,MALE,86.62311724151118,86.30170752301449,75.19468312163116,44.55602187160163,33.77440482202964,29.60487327486479,37.83040358305883,41.22839190049902,40.83982194231645,42.948173752455226,49.86327986011174,51.716582664776766,54.27186987949179,56.75120206122874
