GEOID,AGE_GROUP,SEX,2029,2034,2039,2044,2049,2054,2059,2064,2069,2074,2079,2084,2089,2094
01,0-4,FEMALE,1213.5390374138854,1004.1452198638141,880.9737314363766,774.6204399552802,672.6038938638267,572.4423357521607,484.64801187101875,411.81622624148247,353.366167022982,307.36684828114375,267.4259927032513,230.99130041807152,198.05672320026002,169.3658611104931
01,0-4,MALE,1649.507284653345,1377.9342742103156,1208.4583905114202,1062.6434186909091,922.2579392506747,785.0427802836251,664.8549356208166,564.5296058679969,484.9445375470012,421.2625454166814,366.9604598986902,316.8670150731548,271.52791954291035,232.12832702691114
01,10-14,FEMALE,145.70046282095592,127.51799624154043,108.55020686891564,91.5888499438555,81.81329266002918,73.97592132133737,65.50344253659503,56.84482380293621,48.814190879997554,42.12645842665302,36.93959785465507,32.82681142028003,28.88519835922775,25.68005386503933
01,10-14,MALE,257.74528619192625,224.6352069201062,190.13836760176451,161.68825740236386,144.1091973643994,129.680695018002,115.88246749705216,100.37786861018398,86.3997386489286,74.46641811466003,65.14073309091998,57.51872716199845,51.551746851301424,45.50919525043091
01,15-19,FEMALE,388.629243360047,330.4498503567069,300.73614080652334,265.5535108003454,232.60552084694035,215.7129645864452,201.7626375161219,186.35954899923746,167.98606320125936,149.7667684118363,134.38982727157816,122.25282138371519,112.45184790426414,104.10941548713171
01,15-19,MALE,995.6649778225548,860.139294914962,777.3058649160245,683.1603645493698,604.5425812064983,560.2468357190432,524.2676665456353,485.0610870573434,437.7432347422068,390.5660320065008,349.86264298448725,318.2189877841285,293.20502991963616,271.12655680528036
01,20-24,FEMALE,661.1860297238705,702.2115566557829,615.1297171991351,575.4885355890702,519.738586824467,468.5708886547554,445.0138248118186,425.928469756578,403.1582343257732,372.9622987766064,341.758497549627,314.64465841181584,292.91053641148164,276.6478605144124
01,20-24,MALE,1833.519459022459,1977.5351261769492,1757.3277575286156,1637.822580972967,1473.4510662111707,1340.6809834081973,1274.5959566324968,1221.3088919068625,1157.6485353226774,1072.3550097891086,984.4076568423216,906.0219866357348,844.6959255465871,798.4733549940673
01,25-29,FEMALE,774.0255046303735,785.5235909220396,840.0632962182464,747.3010795069373,707.6165287298988,647.3773768796201,592.0041924866184,569.4207788730189,551.6192998815116,528.4274046771757,495.5767776047186,460.3879671625551,429.04408788738743,405.15793232854094
01,25-29,MALE,2704.035249994062,2750.1223915641403,2985.9183224728863,2693.2239695269086,2542.8426011752367,2319.4717259590275,2141.6674154786165,2062.6647043745047,2001.5321658399832,1921.4349832646183,1804.825541599145,1679.3590185947246,1567.3137199798377,1481.267917875206
01,30-34,FEMALE,1597.4935464164826,1422.2412178995226,1441.8462080518561,1538.0536323497784,1372.59134391291,1300.288064244574,1191.2425524070488,1091.7872542800533,1051.1150017011896,1018.916833939514,978.0186008063207,918.0810947049597,853.8508966442514,797.4203037714852
01,30-34,MALE,3108.068456711281,2818.078031128252,2867.8621399829444,3103.1366599748403,2807.5513407835597,2656.2015039381363,2427.436847796632,2247.796884527707,2167.976730444047,2105.3114990600343,2024.1204789172814,1905.4704882162491,1776.641293022789,1661.7052946211336
01,35-39,FEMALE,2187.2438190053526,2169.3566259100253,1915.5372042784,1918.2838382092198,2019.2192053378753,1787.1856836383217,1676.127941127168,1520.6878668345078,1381.889317193324,1316.9609215263602,1263.5620638743167,1200.4577810459855,1116.369889580647,1028.7440789964237
01,35-39,MALE,3971.292546207133,4031.8921799289747,3629.2711850889177,3652.5344561888387,3898.7787283363728,3500.9779705659557,3279.3546193299126,2970.183871196336,2727.599290171382,2605.710054168386,2505.303957933583,2385.516218283762,2224.254305499873,2055.9149063352047
01,40-44,FEMALE,2423.2432574326945,2341.372311983845,2298.358877014258,2008.9549086725854,1987.7989390856974,2063.681292343139,1807.6033741259296,1676.6839254303695,1503.9067290703242,1352.2375496248005,1274.3370981618534,1208.82805525005,1135.4337683924448,1044.3036273603066
01,40-44,MALE,4330.779977846325,4121.0440499634215,4141.080408111594,3692.974672513349,3673.683058678539,3867.1995890923126,3438.269039244143,3186.366086093899,2855.966761316376,2596.2575229380936,2453.042410198218,2332.4535894677583,2196.6836051739074,2027.201398533767
01,45-49,FEMALE,2922.372787240913,2917.862044933757,2803.607836842749,2734.5832901757203,2376.7358924423493,2332.608702393987,2400.579470050821,2092.2324991007154,1926.6375773165726,1716.5542169270489,1534.1156851599212,1436.18770603174,1352.9508957607686,1261.9767592367034
01,45-49,MALE,4812.583405024503,4793.815079346361,4545.481662339564,4539.22762496921,4027.752226268359,3977.3346616791573,4152.426898357425,3675.5711880382237,3382.8384949230394,3014.080781921479,2724.819726409682,2558.4613371078135,2416.934658794416,2261.2960088107598
01,5-9,FEMALE,122.45299906095012,102.1399219949647,84.27858645633135,73.82433236173097,65.13901420484083,56.80612001837621,47.94042943178073,40.46829566443531,34.272100145004075,29.436416814184863,25.735432169233587,22.361884720501084,19.245745545347553,16.440964566734483
01,5-9,MALE,189.10680671551214,156.83753186920777,130.88815958281555,114.54495456909706,100.97577090098557,87.97442757238244,74.84547778937936,63.25490892077709,53.256518941268745,45.26118285744968,39.61918757435626,34.67067864327969,29.80124456815313,25.541368828900225
01,50-54,FEMALE,4450.020384594845,3903.8942240399024,3910.3485077115897,3767.3424996577637,3683.8369945602444,3209.55925485241,3154.6860564329927,3250.849230555891,2841.8749520543583,2621.1785364921643,2340.5129341018796,2097.1608782085696,1966.8841513280202,1856.5180352213006
